"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.701782992E0,2.165451050E0,-5.591064453E0,7.080841064E0
8.704254916E0,2.142700195E0,-5.595245361E0,7.134124756E0
8.706757357E0,2.359970093E0,-5.645523071E0,7.075454712E0
8.709229281E0,2.523376465E0,-5.716751099E0,7.059295654E0
8.711731723E0,2.545532227E0,-5.692214966E0,7.051513672E0
8.714203647E0,2.679000854E0,-5.692214966E0,7.037750244E0
8.716675570E0,2.796920776E0,-5.692810059E0,6.912048340E0
8.719178012E0,2.812484741E0,-5.695800781E0,6.924621582E0
8.721649936E0,2.796325684E0,-5.677841187E0,6.907272339E0
8.724121859E0,2.857971191E0,-5.729324341E0,6.913848877E0
8.726624301E0,2.908248901E0,-5.814315796E0,6.910263062E0
8.729096225E0,2.978286743E0,-5.860412598E0,6.909057617E0
8.731598666E0,3.014190674E0,-5.849624634E0,6.926422119E0
8.734070590E0,3.098587036E0,-5.883743286E0,6.926422119E0
8.736573031E0,3.163238525E0,-5.859207153E0,6.864776611E0
8.739044955E0,3.197341919E0,-5.816116333E0,6.814498901E0
8.741516879E0,3.245239258E0,-5.780792236E0,6.796539307E0
8.743988803E0,3.275161743E0,-5.692214966E0,6.767211914E0
8.746491244E0,3.314666748E0,-5.681442261E0,6.751052856E0
8.748963168E0,3.363739014E0,-5.703582764E0,6.722915649E0
8.751465609E0,3.363143921E0,-5.755065918E0,6.748657227E0
8.753937533E0,3.390686035E0,-5.885543823E0,6.725906372E0
8.756409457E0,3.423599243E0,-6.120773315E0,6.719329834E0
8.758911898E0,3.363739014E0,-6.179428101E0,6.800720215E0
8.761383822E0,3.066268921E0,-6.253051758E0,6.870162964E0
8.763855746E0,3.127319336E0,-6.311706543E0,6.958145142E0
8.766358188E0,3.238647461E0,-6.254852295E0,6.922836304E0
8.768830111E0,3.253616333E0,-6.151901245E0,6.922225952E0
8.771332553E0,3.320053101E0,-6.040573120E0,6.926422119E0
8.773804477E0,3.369735718E0,-5.994476318E0,6.964126587E0
8.776276400E0,3.507400513E0,-5.972930908E0,6.997650146E0
8.778778842E0,3.665420532E0,-6.031585693E0,7.089233398E0
8.781250766E0,3.812652588E0,-6.149505615E0,7.247238159E0
8.783722689E0,3.962295532E0,-6.285369873E0,7.432189941E0
8.786225131E0,4.158020020E0,-6.500259399E0,7.532745361E0
8.788697055E0,4.303466797E0,-6.640319824E0,7.700347900E0
8.791199496E0,4.469268799E0,-6.797134399E0,7.753021240E0
8.793671420E0,4.602752686E0,-6.933609009E0,7.851776123E0
8.796143344E0,4.682952881E0,-7.003036499E0,7.934387207E0
8.798645785E0,4.855331421E0,-7.064682007E0,8.005599976E0
8.801117709E0,4.952301025E0,-7.079055786E0,8.013381958E0
8.803589633E0,5.047470093E0,-7.046737671E0,8.031341553E0
8.806092074E0,5.122283936E0,-7.108383179E0,8.152847290E0
8.808563998E0,5.218048096E0,-7.082046509E0,8.206115723E0
8.811066439E0,5.382064819E0,-7.073074341E0,8.162429810E0
8.813538363E0,5.448501587E0,-7.072463989E0,8.189956665E0
8.816010287E0,5.623275757E0,-7.104187012E0,8.252212524E0
8.818512729E0,5.853713989E0,-7.157470703E0,8.368927002E0
8.820984652E0,5.678344727E0,-7.281372070E0,8.442550659E0
8.823456576E0,5.466461182E0,-7.262802124E0,8.499404907E0
8.825959018E0,5.678939819E0,-7.292144775E0,8.551483154E0
8.828430941E0,5.921356201E0,-7.421432495E0,8.630493164E0
8.830933383E0,6.038070679E0,-7.520187378E0,8.720870972E0
8.833405307E0,6.029693604E0,-7.563873291E0,8.783126831E0
8.835877231E0,5.884841919E0,-7.551315308E0,8.780136108E0
8.838379672E0,5.967437744E0,-7.526168823E0,8.804077148E0
8.840851596E0,6.015930176E0,-7.495040894E0,8.858535767E0
8.843323520E0,6.084762573E0,-7.423217773E0,8.885482788E0
8.845825961E0,6.158981323E0,-7.454940796E0,9.001602173E0
8.848297885E0,6.220626831E0,-7.497436523E0,9.027328491E0
8.850800326E0,6.342132568E0,-7.546524048E0,9.071029663E0
8.853272250E0,6.378646851E0,-7.577041626E0,9.147644043E0
8.855744174E0,6.497161865E0,-7.679992676E0,9.183547974E0
8.858246615E0,6.608489990E0,-7.712326050E0,9.274536133E0
8.860718539E0,6.767700195E0,-7.808685303E0,9.359527588E0
8.863190463E0,6.953857422E0,-7.972091675E0,9.570816040E0
8.865692904E0,7.053207397E0,-7.999023438E0,9.752182007E0
8.868164828E0,7.182495117E0,-8.082229614E0,9.733627319E0
8.870667270E0,7.315979004E0,-8.069656372E0,9.712081909E0
8.873139193E0,7.436279297E0,-7.983459473E0,9.740203857E0
8.875611117E0,7.507507324E0,-7.917022705E0,9.685745239E0
8.878113559E0,7.544616699E0,-7.864944458E0,9.631866455E0
8.880585482E0,7.648773193E0,-7.823654175E0,9.645629883E0
8.883057406E0,7.657745361E0,-7.821258545E0,9.613311768E0
8.885559848E0,7.672119141E0,-7.856567383E0,9.528320312E0
8.888031772E0,7.711624146E0,-7.857772827E0,9.402023315E0
8.890534213E0,7.721786499E0,-7.922409058E0,9.348159790E0
8.893006137E0,7.694854736E0,-7.957122803E0,9.327209473E0
8.895508578E0,7.640396118E0,-7.985260010E0,9.290100098E0
8.897980502E0,7.559585571E0,-7.963119507E0,9.166198730E0
8.900452426E0,7.525466919E0,-7.999618530E0,9.006988525E0
8.902954867E0,7.372238159E0,-8.057678223E0,8.858535767E0
8.905426791E0,7.287246704E0,-8.075042725E0,8.740036011E0
8.907898715E0,7.180709839E0,-8.136688232E0,8.623916626E0
8.910401156E0,7.106475830E0,-8.122924805E0,8.446731567E0
8.912873080E0,7.092712402E0,-8.133697510E0,8.286331177E0
8.915345004E0,7.059799194E0,-8.160034180E0,8.121124268E0
8.917847445E0,7.087326050E0,-8.186370850E0,8.008605957E0
8.920319369E0,7.055007935E0,-8.222290039E0,7.963104248E0
8.922791293E0,7.084335327E0,-8.176803589E0,7.794921875E0
8.925293734E0,7.081939697E0,-8.093002319E0,7.751220703E0
8.927765658E0,7.090927124E0,-8.084625244E0,7.638092041E0
8.930268100E0,7.085525513E0,-8.054687500E0,7.548309326E0
8.932740023E0,7.093307495E0,-8.037338257E0,7.377136230E0
8.935211947E0,7.133422852E0,-7.988845825E0,7.378921509E0
8.937714389E0,7.177108765E0,-7.972686768E0,7.274185181E0
8.940186313E0,7.237564087E0,-7.930786133E0,7.262802124E0
8.942688754E0,7.318969727E0,-7.903259277E0,7.235870361E0
8.945160678E0,7.420120239E0,-7.923004150E0,7.167633057E0
8.947632602E0,7.487762451E0,-7.933792114E0,7.309494019E0
8.950135043E0,7.523666382E0,-7.933181763E0,7.355575562E0
8.952606967E0,7.587722778E0,-7.993041992E0,7.324462891E0
8.955078891E0,7.635604858E0,-8.013397217E0,7.377136230E0
8.957581332E0,7.684082031E0,-8.049896240E0,7.377136230E0
8.960053256E0,7.701446533E0,-8.030746460E0,7.344802856E0
8.962555697E0,7.785232544E0,-8.036727905E0,7.401672363E0
8.965027621E0,7.783447266E0,-8.052902222E0,7.396881104E0
8.967499545E0,7.802597046E0,-8.049896240E0,7.395690918E0
8.970001986E0,7.759506226E0,-8.030746460E0,7.372344971E0
8.972473910E0,7.760696411E0,-8.048110962E0,7.394485474E0
8.974945834E0,7.702041626E0,-8.036132812E0,7.396286011E0
8.977448275E0,7.668518066E0,-8.071456909E0,7.398681641E0
8.979920199E0,7.572753906E0,-8.112152100E0,7.338226318E0
8.982392123E0,7.506317139E0,-8.136688232E0,7.350189209E0
8.984894564E0,7.421325684E0,-8.177398682E0,7.410049438E0
8.987366488E0,7.333328247E0,-8.245025635E0,7.403472900E0
8.989868930E0,7.277069092E0,-8.262985229E0,7.399276733E0
8.992340854E0,7.254928589E0,-8.342590332E0,7.460922241E0
8.994812777E0,7.240554810E0,-8.373718262E0,7.510604858E0
8.997315219E0,7.276473999E0,-8.418014526E0,7.580642700E0
8.999787143E0,7.298019409E0,-8.504806519E0,7.668624878E0
9.002289584E0,7.303405762E0,-8.543106079E0,7.643478394E0
9.004761508E0,7.347106934E0,-8.607147217E0,7.733261108E0
9.007233432E0,7.426101685E0,-8.672988892E0,7.798507690E0
9.009735873E0,7.470397949E0,-8.738830566E0,7.871536255E0
9.012207797E0,7.679290771E0,-8.775939941E0,7.924209595E0
9.014679721E0,7.723587036E0,-9.016555786E0,7.908645630E0
9.017182162E0,7.369842529E0,-9.098556519E0,7.970291138E0
9.019654086E0,7.389602661E0,-9.060852051E0,8.017578125E0
9.022126010E0,7.785232544E0,-9.255386353E0,8.006210327E0
9.024628451E0,8.068954468E0,-9.339782715E0,8.082214355E0
9.027100375E0,8.025253296E0,-9.390655518E0,8.119338989E0
9.029602816E0,7.930679321E0,-9.455902100E0,8.182785034E0
9.032074740E0,8.013290405E0,-9.564239502E0,8.246231079E0
9.034546664E0,8.050994873E0,-9.743209839E0,8.265975952E0
9.037049106E0,8.088699341E0,-9.923370361E0,8.306671143E0
9.039521029E0,8.132995605E0,-1.007539368E1,8.317459106E0
9.041992953E0,8.156936646E0,-1.023699951E1,8.333007812E0
9.044495395E0,8.154541016E0,-1.033218384E1,8.370117188E0
9.046967318E0,8.146163940E0,-1.045727539E1,8.407241821E0
9.049469760E0,8.092895508E0,-1.057638550E1,8.354568481E0
9.051941684E0,8.058776855E0,-1.063024902E1,8.309677124E0
9.054413607E0,7.994125366E0,-1.073020935E1,8.267776489E0
9.056916049E0,7.962402344E0,-1.068891907E1,8.231262207E0
9.059387973E0,7.867233276E0,-1.089720154E1,8.152847290E0
9.061890414E0,7.635604858E0,-1.106359863E1,8.160629272E0
9.064362338E0,7.685287476E0,-1.109413147E1,8.076232910E0
9.066834262E0,7.739746094E0,-1.116716003E1,7.973876953E0
9.069336703E0,7.563171387E0,-1.125573730E1,7.894271851E0
9.071808627E0,7.448852539E0,-1.131199646E1,7.885299683E0
9.074280551E0,7.378829956E0,-1.138322449E1,7.830825806E0
9.076782992E0,7.280654907E0,-1.146463013E1,7.749420166E0
9.079254916E0,7.180709839E0,-1.156698608E1,7.676406860E0
9.081726840E0,7.084930420E0,-1.175552368E1,7.599792480E0
9.084229281E0,7.006530762E0,-1.194227600E1,7.526168823E0
9.086701205E0,6.852096558E0,-1.214877319E1,7.398681641E0
9.089203647E0,6.790451050E0,-1.228942871E1,7.301712036E0
9.091675570E0,6.682708740E0,-1.222659302E1,7.296920776E0
9.094147494E0,6.584548950E0,-1.249772644E1,7.165237427E0
9.096649936E0,6.526489258E0,-1.272099304E1,7.049118042E0
9.099121859E0,6.637222290E0,-1.264617920E1,6.938385010E0
9.101624301E0,6.613876343E0,-1.276588440E1,6.779174805E0
9.104096225E0,6.533676147E0,-1.292929077E1,6.646896362E0
9.106568148E0,6.518707275E0,-1.296640015E1,6.573272705E0
9.109070590E0,6.429519653E0,-1.311903381E1,6.433212280E0
9.111542514E0,6.481597900E0,-1.321598816E1,6.381134033E0
9.114014438E0,6.483993530E0,-1.335006714E1,6.300338745E0
9.116516879E0,6.421142578E0,-1.347816467E1,6.233901978E0
9.118988803E0,6.441497803E0,-1.358050537E1,6.192596436E0
9.121491244E0,6.510330200E0,-1.353082275E1,6.092041016E0
9.123963168E0,6.574371338E0,-1.391929626E1,6.093231201E0
9.126435092E0,6.673736572E0,-1.415930176E1,6.042953491E0
9.128937533E0,6.797622681E0,-1.428680420E1,5.944198608E0
9.131409457E0,6.846115112E0,-1.448013306E1,5.913070679E0
9.133881381E0,6.936492920E0,-1.471237183E1,5.828079224E0
9.136383822E0,7.046630859E0,-1.487936401E1,5.761047363E0
9.138855746E0,7.095108032E0,-1.496795654E1,5.653900146E0
9.141327670E0,7.193862915E0,-1.507688904E1,5.620986938E0
9.143830111E0,7.281265259E0,-1.512895203E1,5.519226074E0
9.146302035E0,7.390197754E0,-1.522053528E1,5.491699219E0
9.148804477E0,7.479980469E0,-1.530673218E1,5.373779297E0
9.151276400E0,7.478775024E0,-1.538873291E1,5.342056274E0
9.153748324E0,7.520080566E0,-1.548449707E1,5.317520142E0
9.156250766E0,7.579940796E0,-1.560659790E1,5.230728149E0
9.158722689E0,7.607467651E0,-1.572152710E1,5.109222412E0
9.161225131E0,7.570953369E0,-1.579933167E1,5.104431152E0
9.163697055E0,7.612854004E0,-1.594956970E1,5.008666992E0
9.166168979E0,7.653564453E0,-1.605491638E1,4.935043335E0
9.168671420E0,7.698455811E0,-1.616984558E1,4.902725220E0
9.171143344E0,7.749328613E0,-1.623149109E1,4.744110107E0
9.173615268E0,7.769073486E0,-1.634101868E1,4.680053711E0
9.176117709E0,7.838516235E0,-1.640745544E1,4.662109375E0
9.178589633E0,7.895965576E0,-1.644876099E1,4.613021851E0
9.181061557E0,8.014480591E0,-1.642301941E1,4.568725586E0
9.183563998E0,8.175491333E0,-1.646192932E1,4.560348511E0
9.186035922E0,8.345474243E0,-1.652238464E1,4.576507568E0
9.188538363E0,8.474166870E0,-1.657565308E1,4.602844238E0
9.191010287E0,8.632781982E0,-1.667561340E1,4.562149048E0
9.193512729E0,8.783615112E0,-1.672648621E1,4.572921753E0
9.195984652E0,8.934448242E0,-1.678514099E1,4.608230591E0
9.198456576E0,9.070922852E0,-1.686715698E1,4.607040405E0
9.200959018E0,9.198410034E0,-1.695812988E1,4.576507568E0
9.203430941E0,9.284606934E0,-1.701559448E1,4.525634766E0
9.205902865E0,9.339675903E0,-1.710118103E1,4.521438599E0
9.208405307E0,9.418685913E0,-1.708981323E1,4.547180176E0
9.210877231E0,9.467758179E0,-1.709100342E1,4.477157593E0
9.213379672E0,9.535400391E0,-1.710417175E1,4.432266235E0
9.215851596E0,9.524032593E0,-1.702995300E1,4.449020386E0
9.218323520E0,9.554550171E0,-1.691563416E1,4.369415283E0
9.220825961E0,9.540191650E0,-1.694377136E1,4.358047485E0
9.223297885E0,9.537200928E0,-1.686834717E1,4.292205811E0
9.225769809E0,9.461776733E0,-1.685997009E1,4.228759766E0
9.228272250E0,9.407302856E0,-1.691264343E1,4.211990356E0
9.230744174E0,9.307357788E0,-1.697488403E1,4.176086426E0
9.233216098E0,9.230133057E0,-1.694377136E1,4.179672241E0
9.235718539E0,9.161911011E0,-1.698925781E1,4.124008179E0
9.238190463E0,9.069122314E0,-1.702577209E1,4.080307007E0
9.240662387E0,9.011672974E0,-1.708262634E1,4.073730469E0
9.243164828E0,8.920089722E0,-1.707484436E1,4.014480591E0
9.245636752E0,8.803970337E0,-1.712931824E1,3.913909912E0
9.248139193E0,8.760284424E0,-1.714189148E1,3.864837646E0
9.250611117E0,8.701019287E0,-1.715205383E1,3.825332642E0
9.253083041E0,8.663314819E0,-1.718617249E1,3.750518799E0
9.255585482E0,8.550186157E0,-1.723345947E1,3.721176147E0
9.258057406E0,8.417312622E0,-1.728912354E1,3.608062744E0
9.260559848E0,8.310165405E0,-1.738070679E1,3.576934814E0
9.263031772E0,8.254501343E0,-1.745791626E1,3.473388672E0
9.265503695E0,8.150360107E0,-1.755068970E1,3.390777588E0
9.268006137E0,8.074935913E0,-1.764227295E1,3.281845093E0
9.270478061E0,7.997726440E0,-1.763807678E1,3.200439453E0
9.272949984E0,7.970794678E0,-1.763150024E1,3.077743530E0
9.275452426E0,8.003707886E0,-1.758480835E1,2.911346436E0
9.277924350E0,8.015686035E0,-1.757223511E1,2.754531860E0
9.280426791E0,8.086303711E0,-1.745072937E1,2.637802124E0
9.282898715E0,8.162918091E0,-1.742619324E1,2.469009399E0
9.285370639E0,8.295196533E0,-1.747167969E1,2.367858887E0
9.287873080E0,8.335311890E0,-1.746211243E1,2.231994629E0
9.290345004E0,8.401748657E0,-1.748066711E1,2.049438477E0
9.292816928E0,8.477157593E0,-1.747767639E1,1.901596069E0
9.295319369E0,8.520263672E0,-1.748904419E1,1.787261963E0
9.297791293E0,8.526840210E0,-1.746510315E1,1.651397705E0
9.300263217E0,8.502304077E0,-1.745672607E1,1.487991333E0
9.302765658E0,8.525039673E0,-1.743936157E1,1.313812256E0
9.305237582E0,8.471771240E0,-1.742799377E1,1.189910889E0
9.307740023E0,8.446640015E0,-1.732264709E1,1.024719238E0
9.310211947E0,8.343688965E0,-1.729211426E1,9.223632812E-1
9.312683871E0,8.261688232E0,-1.722567749E1,7.805023193E-1
9.315186313E0,8.185668945E0,-1.715325928E1,5.835876465E-1
9.317658236E0,8.131805420E0,-1.714009094E1,4.662628174E-1
9.320160678E0,8.028244019E0,-1.705749512E1,4.141998291E-1
9.322632602E0,7.918716431E0,-1.699642944E1,2.621612549E-1
9.325104525E0,7.842102051E0,-1.694256592E1,1.250915527E-1
9.327606967E0,7.740951538E0,-1.694436646E1,7.362365723E-2
9.330078891E0,7.588912964E0,-1.694256592E1,1.255798340E-2
9.332550814E0,7.468612671E0,-1.689888000E1,-9.582519531E-3
9.335053256E0,7.310592651E0,-1.686715698E1,-1.640014648E-1
9.337525180E0,7.204040527E0,-1.684020996E1,-2.011108398E-1
9.339997104E0,7.107681274E0,-1.681987000E1,-2.406158447E-1
9.342499545E0,7.062194824E0,-1.677975464E1,-2.124938965E-1
9.344971469E0,7.002334595E0,-1.671511841E1,-2.430114746E-1
9.347473910E0,6.946075439E0,-1.668220520E1,-3.375854492E-1
9.349945834E0,6.924530029E0,-1.662474060E1,-3.238220215E-1
9.352417758E0,6.874237061E0,-1.661335754E1,-3.363952637E-1
9.354920199E0,6.804214478E0,-1.660858154E1,-3.525543213E-1
9.357392123E0,6.756927490E0,-1.665945435E1,-3.932495117E-1
9.359894564E0,6.666549683E0,-1.672409058E1,-4.106140137E-1
9.362366488E0,6.602508545E0,-1.675701904E1,-3.717041016E-1
9.364838412E0,6.522888184E0,-1.679592896E1,-3.627319336E-1
9.367340854E0,6.469619751E0,-1.676539612E1,-3.381805420E-1
9.369812777E0,6.373260498E0,-1.675941467E1,-2.747344971E-1
9.372284701E0,6.269714355E0,-1.679173279E1,-3.106536865E-1
9.374787143E0,6.175735474E0,-1.680310059E1,-2.400207520E-1
9.377259066E0,6.053039551E0,-1.670793152E1,-1.771697998E-1
9.379761508E0,5.949478149E0,-1.676181030E1,-1.628112793E-1
9.382233432E0,5.891418457E0,-1.673905945E1,-1.789703369E-1
9.384705356E0,5.817810059E0,-1.677497864E1,-1.364746094E-1
9.387207797E0,5.769912720E0,-1.677856445E1,-1.209106445E-1
9.389679721E0,5.666366577E0,-1.676420593E1,-8.320617676E-2
9.392151645E0,5.678939819E0,-1.678575134E1,-9.457397461E-2
9.394654086E0,5.742980957E0,-1.682765198E1,1.974487305E-2
9.397126010E0,5.784286499E0,-1.687731934E1,4.788208008E-2
9.399628451E0,5.830978394E0,-1.688749695E1,1.173095703E-1
9.402100375E0,5.869873047E0,-1.693359375E1,1.496276855E-1
9.404572299E0,5.992584229E0,-1.701020813E1,2.005157471E-1
9.407074740E0,6.059616089E0,-1.703953552E1,2.400207520E-1
9.409546664E0,6.082366943E0,-1.716163635E1,2.944793701E-1
9.412018588E0,6.143417358E0,-1.720951843E1,3.250122070E-1
9.414521029E0,6.191894531E0,-1.723765564E1,3.722991943E-1
9.416992953E0,6.310409546E0,-1.732025146E1,4.129943848E-1
9.419495395E0,6.469619751E0,-1.736933899E1,3.872528076E-1
9.421967318E0,6.661163330E0,-1.741841125E1,4.800262451E-1
9.424439242E0,6.882019043E0,-1.750579834E1,5.536499023E-1
9.426941684E0,7.141799927E0,-1.751239014E1,5.159454346E-1
9.429413607E0,7.352493286E0,-1.754769897E1,6.578063965E-1
9.431885531E0,7.578735352E0,-1.763629150E1,6.536102295E-1
9.434387973E0,7.768478394E0,-1.765484619E1,6.602020264E-1
9.436859897E0,7.970184326E0,-1.766680908E1,6.955108643E-1
9.439362338E0,8.144363403E0,-1.766801453E1,7.332153320E-1
9.441834262E0,8.288619995E0,-1.771649170E1,7.338256836E-1
9.444306186E0,8.443649292E0,-1.773504639E1,7.164611816E-1
9.446808627E0,8.525039673E0,-1.771769714E1,7.062835693E-1
9.449280551E0,8.655532837E0,-1.771829224E1,7.338256836E-1
9.451752475E0,8.729156494E0,-1.769314575E1,6.799468994E-1
9.454254916E0,8.785415649E0,-1.763209534E1,6.763610840E-1
9.456726840E0,8.759078979E0,-1.733821106E1,6.362609863E-1
9.459229281E0,8.823730469E0,-1.747048950E1,5.303039551E-1
9.461701205E0,9.035614014E0,-1.778532410E1,5.165405273E-1
9.464173129E0,9.143356323E0,-1.774761963E1,4.896087646E-1
9.466675570E0,9.071517944E0,-1.738429260E1,4.267578125E-1
9.469147494E0,9.054763794E0,-1.728015137E1,3.693084717E-1
9.471619418E0,9.031417847E0,-1.717420959E1,3.902435303E-1
9.474121859E0,8.951812744E0,-1.704910278E1,2.843017578E-1
9.476593783E0,8.901535034E0,-1.690187073E1,3.070526123E-1
9.479096225E0,8.871002197E0,-1.683003235E1,3.022613525E-1
9.481568148E0,8.772842407E0,-1.676779175E1,2.525787354E-1
9.484040072E0,8.675277710E0,-1.665406799E1,2.358245850E-1
9.486542514E0,8.635772705E0,-1.659600830E1,2.705383301E-1
9.489014438E0,8.549591064E0,-1.650502014E1,2.525787354E-1
9.491486361E0,8.496917725E0,-1.652896118E1,1.933288574E-1
9.493988803E0,8.434066772E0,-1.654573059E1,2.944793701E-1
9.496460727E0,8.452621460E0,-1.653495789E1,3.238067627E-1
9.498963168E0,8.483749390E0,-1.654931641E1,4.082031250E-1
9.501435092E0,8.559158325E0,-1.655291748E1,5.123596191E-1
9.503907016E0,8.650741577E0,-1.653135681E1,6.709747314E-1
9.506409457E0,8.794998169E0,-1.653375244E1,7.092742920E-1
9.508881381E0,8.898544312E0,-1.649066162E1,7.864837646E-1
9.511353305E0,9.041000366E0,-1.644396973E1,8.505401611E-1
9.513855746E0,9.176269531E0,-1.635240173E1,8.666992188E-1
9.516327670E0,9.252288818E0,-1.634701538E1,9.103851318E-1
9.518830111E0,9.276824951E0,-1.622131348E1,9.002227783E-1
9.521302035E0,9.310348511E0,-1.617103577E1,9.403228760E-1
9.523773959E0,9.367202759E0,-1.594956970E1,8.822631836E-1
9.526276400E0,9.427062988E0,-1.581130981E1,8.325805664E-1
9.528748324E0,9.422866821E0,-1.569338989E1,7.906799316E-1
9.531220248E0,9.476150513E0,-1.558206177E1,7.709350586E-1
9.533722689E0,9.498886108E0,-1.545397949E1,7.200469971E-1
9.536194613E0,9.571319580E0,-1.535461426E1,6.655883789E-1
9.538697055E0,9.594055176E0,-1.523550415E1,5.889739990E-1
9.541168979E0,9.616210938E0,-1.514033508E1,5.255279541E-1
9.543640902E0,9.655105591E0,-1.506312561E1,4.973907471E-1
9.546143344E0,9.657501221E0,-1.499009705E1,4.429168701E-1
9.548615268E0,9.641937256E0,-1.492544556E1,3.974304199E-1
9.551087191E0,9.665283203E0,-1.480215454E1,3.824615479E-1
9.553589633E0,9.677261353E0,-1.474528503E1,3.537445068E-1
9.556061557E0,9.619201660E0,-1.465011597E1,2.807159424E-1
9.558563998E0,9.622192383E0,-1.456571960E1,3.004608154E-1
9.561035922E0,9.606628418E0,-1.451484680E1,3.603210449E-1
9.563507846E0,9.610214233E0,-1.440950012E1,3.722991943E-1
9.566010287E0,9.582687378E0,-1.434126282E1,3.890533447E-1
9.568482211E0,9.654510498E0,-1.428141785E1,4.171905518E-1
9.570954135E0,9.731719971E0,-1.416708374E1,4.548950195E-1
9.573456576E0,9.787994385E0,-1.403779602E1,4.429168701E-1
9.575928500E0,9.911880493E0,-1.390193176E1,4.327545166E-1
9.578430941E0,1.004956055E1,-1.378161621E1,4.423217773E-1
9.580902865E0,1.011898804E1,-1.363258362E1,4.459228516E-1
9.583374789E0,1.021774292E1,-1.353143311E1,4.465179443E-1
9.585877231E0,1.029795837E1,-1.340753174E1,3.914489746E-1
9.588349154E0,1.042304993E1,-1.326567078E1,3.513488770E-1
9.590821078E0,1.050744629E1,-1.312141418E1,3.190155029E-1
9.593323520E0,1.056370544E1,-1.295741272E1,2.819061279E-1
9.595795443E0,1.066786194E1,-1.279042053E1,2.322387695E-1
9.598297885E0,1.077380371E1,-1.265275574E1,1.634063721E-1
9.600769809E0,1.081809998E1,-1.246899414E1,1.083374023E-1
9.603241732E0,1.093421936E1,-1.226908875E1,-2.035522461E-2
9.605744174E0,1.100604248E1,-1.214398193E1,-9.217834473E-2
9.608216098E0,1.107247925E1,-1.200332642E1,-1.717834473E-1
9.610688022E0,1.117961121E1,-1.189498901E1,-2.023162842E-1
9.613190463E0,1.122151184E1,-1.173696899E1,-2.519989014E-1
9.615662387E0,1.134960938E1,-1.158494568E1,-3.345947266E-1
9.618164828E0,1.155850220E1,-1.145506287E1,-3.633270264E-1
9.620636752E0,1.167880249E1,-1.131858826E1,-3.585357666E-1
9.623108676E0,1.180749512E1,-1.112704468E1,-4.495086670E-1
9.625611117E0,1.189070129E1,-1.099955750E1,-5.021820068E-1
9.628083041E0,1.197628784E1,-1.087506104E1,-5.596466064E-1
9.630554965E0,1.204751587E1,-1.077510071E1,-6.530303955E-1
9.633057406E0,1.212353516E1,-1.058236694E1,-7.332305908E-1
9.635529330E0,1.217799377E1,-1.044111633E1,-8.008575439E-1
9.638031772E0,1.220613098E1,-1.027531433E1,-7.200622559E-1
9.640503695E0,1.231387329E1,-1.012028503E1,-7.033081055E-1
9.642975619E0,1.238090515E1,-1.001794434E1,-6.290740967E-1
9.645478061E0,1.243118286E1,-9.889251709E0,-5.464782715E-1
9.647949984E0,1.251856995E1,-9.815628052E0,-4.728546143E-1
9.650421908E0,1.257423401E1,-9.772537231E0,-3.345947266E-1
9.652924350E0,1.270352173E1,-9.701309204E0,-2.454071045E-1
9.655396273E0,1.280049133E1,-9.701904297E0,-1.143341064E-1
9.657898715E0,1.290045166E1,-9.689331055E0,2.633666992E-2
9.660370639E0,1.299023438E1,-9.648635864E0,1.310729980E-1
9.662842563E0,1.307223511E1,-9.642639160E0,2.082977295E-1
9.665345004E0,1.314286804E1,-9.601943970E0,2.310333252E-1
9.667816928E0,1.319732666E1,-9.595962524E0,3.621215820E-1
9.670288852E0,1.331944275E1,-9.556457520E0,4.477081299E-1
9.672791293E0,1.344094849E1,-9.487030029E0,4.710540771E-1
9.675263217E0,1.355047607E1,-9.483428955E0,4.626770020E-1
9.677765658E0,1.360673523E1,-9.427169800E0,5.165405273E-1
9.680237582E0,1.365522766E1,-9.370300293E0,5.069732666E-1
9.682709506E0,1.374081421E1,-9.242813110E0,4.979858398E-1
9.685211947E0,1.382281494E1,-9.153030396E0,4.698638916E-1
9.687683871E0,1.383000183E1,-8.976455688E0,3.950347900E-1
9.690155795E0,1.384257507E1,-8.826828003E0,3.267974854E-1
9.692658236E0,1.397364807E1,-8.667007446E0,2.783203125E-1
9.695130160E0,1.406822205E1,-8.502410889E0,1.586151123E-1
9.697632602E0,1.419691467E1,-8.316253662E0,1.023406982E-1
9.700104525E0,1.432798767E1,-8.155853271E0,1.196289062E-2
9.702576449E0,1.453450012E1,-7.985260010E0,-1.233062744E-1
9.705078891E0,1.465420532E1,-7.808090210E0,-1.825561523E-1
9.707550814E0,1.478169250E1,-7.569869995E0,-2.998809814E-1
9.710022738E0,1.490559387E1,-7.365753174E0,-4.549102783E-1
9.712525180E0,1.499597168E1,-7.196975708E0,-5.357055664E-1
9.714997104E0,1.514860535E1,-7.041351318E0,-6.153106689E-1
9.717499545E0,1.522521973E1,-6.912658691E0,-7.188568115E-1
9.719971469E0,1.537066650E1,-6.758834839E0,-7.829132080E-1
9.722443393E0,1.544429016E1,-6.602615356E0,-8.816680908E-1
9.724945834E0,1.550534058E1,-6.493667603E0,-9.660644531E-1
9.727417758E0,1.566455078E1,-6.403289795E0,-9.989929199E-1
9.729889682E0,1.582316589E1,-6.321289062E0,-1.100143433E0
