"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.077300236E1,-1.991387939E1,-1.464173889E1,7.719497681E0
1.077547428E1,-1.991387939E1,-1.429158020E1,7.869140625E0
1.077794620E1,-1.991387939E1,-1.411860657E1,7.819458008E0
1.078044864E1,-1.991387939E1,-1.381333923E1,7.712310791E0
1.078292057E1,-1.991387939E1,-1.365592957E1,7.781753540E0
1.078542301E1,-1.991387939E1,-1.354280090E1,7.706329346E0
1.078789493E1,-1.991387939E1,-1.333630371E1,7.754821777E0
1.079036686E1,-1.991387939E1,-1.313877869E1,7.718902588E0
1.079286930E1,-1.991387939E1,-1.287780762E1,7.765594482E0
1.079534122E1,-1.991387939E1,-1.261206055E1,7.763793945E0
1.079781315E1,-1.991387939E1,-1.231338501E1,7.685379028E0
1.080031559E1,-1.991387939E1,-1.203625488E1,7.557891846E0
1.080278751E1,-1.991387939E1,-1.178425598E1,7.414245605E0
1.080528995E1,-1.991387939E1,-1.153167725E1,7.275375366E0
1.080776188E1,-1.991387939E1,-1.135270691E1,7.135910034E0
1.081023380E1,-1.991387939E1,-1.109892273E1,7.070678711E0
1.081273624E1,-1.991387939E1,-1.085710144E1,6.903671265E0
1.081520817E1,-1.991387939E1,-1.064941406E1,6.697769165E0
1.081768009E1,-1.991387939E1,-1.032678223E1,6.536163330E0
1.082018253E1,-1.991387939E1,-1.010232544E1,6.427230835E0
1.082265446E1,-1.991387939E1,-9.813232422E0,6.276992798E0
1.082515690E1,-1.991387939E1,-9.504974365E0,6.067504883E0
1.082762882E1,-1.991387939E1,-9.187744141E0,5.875366211E0
1.083010075E1,-1.991387939E1,-8.869323730E0,5.772415161E0
1.083260319E1,-1.991387939E1,-8.568847656E0,5.704772949E0
1.083507511E1,-1.991387939E1,-8.290527344E0,5.574295044E0
1.083754703E1,-1.991387939E1,-8.013397217E0,5.456375122E0
1.084004948E1,-1.991387939E1,-7.721298218E0,5.389938354E0
1.084252140E1,-1.991387939E1,-7.506423950E0,5.406097412E0
1.084502384E1,-1.991387939E1,-7.226898193E0,5.380371094E0
1.084749576E1,-1.991387939E1,-7.034164429E0,5.386352539E0
1.084996769E1,-1.991387939E1,-6.793548584E0,5.420471191E0
1.085247013E1,-1.991387939E1,-6.530181885E0,5.394134521E0
1.085494205E1,-1.991387939E1,-6.348220825E0,5.381561279E0
1.085744450E1,-1.991387939E1,-6.122573853E0,5.298370361E0
1.085991642E1,-1.991387939E1,-5.937026978E0,5.357620239E0
1.086238834E1,-1.991387939E1,-5.726928711E0,5.307342529E0
1.086489078E1,-1.991387939E1,-5.447402954E0,5.301361084E0
1.086736271E1,-1.991387939E1,-5.184646606E0,5.198410034E0
1.086983463E1,-1.991387939E1,-4.901535034E0,5.148727417E0
1.087233707E1,-1.991387939E1,-4.654327393E0,5.090072632E0
1.087480900E1,-1.991387939E1,-4.399337769E0,5.042190552E0
1.087731144E1,-1.991387939E1,-4.158126831E0,4.931457520E0
1.087978336E1,-1.991387939E1,-3.859451294E0,4.838073730E0
1.088225529E1,-1.991387939E1,-3.542221069E0,4.851852417E0
1.088475773E1,-1.991387939E1,-3.278259277E0,4.756072998E0
1.088722965E1,-1.991387939E1,-2.998733521E0,4.693832397E0
1.088970158E1,-1.991387939E1,-2.737167358E0,4.618408203E0
1.089220402E1,-1.991387939E1,-2.566589355E0,4.515457153E0
1.089467594E1,-1.991387939E1,-2.279281616E0,4.439437866E0
1.089717838E1,-1.991387939E1,-1.989578247E0,4.362823486E0
1.089965031E1,-1.991387939E1,-1.768112183E0,4.324523926E0
1.090212223E1,-1.991387939E1,-1.457473755E0,4.268264771E0
1.090462467E1,-1.991387939E1,-1.295257568E0,4.120422363E0
1.090709659E1,-1.991387939E1,-1.161193848E0,4.058166504E0
1.090956852E1,-1.991387939E1,-9.468994141E-1,4.128799438E0
1.091207096E1,-1.991387939E1,-8.535308838E-1,4.124603271E0
1.091454288E1,-1.991387939E1,-7.900848389E-1,4.072525024E0
1.091704532E1,-1.991387939E1,-7.272338867E-1,4.076126099E0
1.091951725E1,-1.991387939E1,-5.530548096E-1,4.119812012E0
1.092198917E1,-1.991387939E1,-4.519042969E-1,4.344268799E0
1.092449161E1,-1.991387939E1,-3.136444092E-1,4.307769775E0
1.092696354E1,-1.987017822E1,-1.508331299E-1,4.380783081E0
1.092943546E1,-1.966249084E1,-8.319091797E-2,4.488525391E0
1.093193790E1,-1.948352051E1,3.053283691E-2,4.577117920E0
1.093440983E1,-1.923751831E1,1.550292969E-1,4.561553955E0
1.093691227E1,-1.897714233E1,2.478027344E-1,4.517852783E0
1.093938419E1,-1.875268555E1,3.764953613E-1,4.519058228E0
1.094185612E1,-1.855995178E1,4.501037598E-1,4.492721558E0
1.094435856E1,-1.829959106E1,5.937652588E-1,4.393951416E0
1.094683048E1,-1.811283875E1,7.044982910E-1,4.385574341E0
1.094930241E1,-1.793566895E1,8.110351562E-1,4.325119019E0
1.095180485E1,-1.781895447E1,9.445190430E-1,4.203613281E0
1.095427677E1,-1.776269531E1,1.080383301E0,4.165908813E0
1.095677921E1,-1.770283508E1,1.241394043E0,4.110839844E0
1.095925114E1,-1.770463562E1,1.336563110E0,4.003097534E0
1.096172306E1,-1.775251770E1,1.404205322E0,3.918701172E0
1.096422550E1,-1.778303528E1,1.487991333E0,3.875015259E0
1.096669742E1,-1.785008240E1,1.688507080E0,3.734954834E0
1.096916935E1,-1.787760925E1,1.786666870E0,3.661331177E0
1.097167179E1,-1.790454102E1,1.941101074E0,3.539825439E0
1.097414371E1,-1.802426147E1,2.112289429E0,3.318359375E0
1.097664616E1,-1.812062073E1,2.246963501E0,3.186080933E0
1.097911808E1,-1.819244385E1,2.363082886E0,3.138198853E0
1.098159000E1,-1.831575012E1,2.515106201E0,3.000534058E0
1.098409244E1,-1.837440491E1,2.658767700E0,2.833526611E0
1.098656437E1,-1.843426514E1,2.762313843E0,2.775466919E0
1.098903629E1,-1.853422546E1,2.838333130E0,2.694076538E0
1.099153873E1,-1.859407043E1,2.844909668E0,2.569564819E0
1.099401066E1,-1.867308044E1,2.814392090E0,2.369064331E0
1.099651310E1,-1.877005005E1,2.810195923E0,2.211639404E0
1.099898502E1,-1.886042786E1,2.746749878E0,2.206253052E0
1.100145695E1,-1.899092102E1,2.674331665E0,2.196075439E0
1.100395939E1,-1.910165405E1,2.595321655E0,2.141601562E0
1.100643131E1,-1.913935852E1,2.503143311E0,2.130233765E0
1.100890324E1,-1.918304443E1,2.415756226E0,2.145202637E0
1.101140568E1,-1.925965881E1,2.334945679E0,2.130828857E0
1.101387760E1,-1.926325989E1,2.197280884E0,2.254135132E0
1.101638004E1,-1.926145935E1,2.100311279E0,2.330154419E0
1.101885197E1,-1.921058655E1,1.856704712E0,2.359481812E0
1.102132389E1,-1.917048645E1,1.675338745E0,2.415740967E0
1.102382633E1,-1.913995361E1,1.476623535E0,2.473205566E0
1.102629826E1,-1.913575745E1,1.322204590E0,2.598297119E0
1.102877018E1,-1.914294434E1,1.152816772E0,2.646179199E0
1.103127262E1,-1.917587280E1,9.834136963E-1,2.723999023E0
1.103374454E1,-1.918125916E1,8.631134033E-1,2.801803589E0
1.103624698E1,-1.925846863E1,7.254486084E-1,2.814376831E0
1.103871891E1,-1.941349792E1,6.530151367E-1,2.861663818E0
1.104119083E1,-1.959783936E1,5.584411621E-1,2.840118408E0
1.104369327E1,-1.979237366E1,4.734497070E-1,2.797622681E0
1.104616520E1,-1.991387939E1,3.303985596E-1,2.757522583E0
1.104863712E1,-1.991387939E1,2.148742676E-1,2.710235596E0
1.105113956E1,-1.991148376E1,3.710937500E-2,2.694671631E0
1.105361149E1,-1.991387939E1,-9.277343750E-2,2.607879639E0
1.105611393E1,-1.991387939E1,-2.388153076E-1,2.454055786E0
1.105858585E1,-1.991387939E1,-3.615264893E-1,2.369659424E0
1.106105778E1,-1.991387939E1,-5.620422363E-1,2.231384277E0
1.106356022E1,-1.991387939E1,-7.014923096E-1,2.033264160E0
1.106603214E1,-1.991387939E1,-8.966217041E-1,1.900390625E0
1.106850406E1,-1.991387939E1,-1.088760376E0,1.860885620E0
1.107100651E1,-1.991387939E1,-1.324584961E0,1.613693237E0
1.107347843E1,-1.991387939E1,-1.534683228E0,1.527496338E0
1.107598087E1,-1.991387939E1,-1.771102905E0,1.423950195E0
1.107845280E1,-1.991387939E1,-2.063796997E0,1.322189331E0
1.108092472E1,-1.991387939E1,-2.361877441E0,1.254562378E0
1.108342716E1,-1.991387939E1,-2.709045410E0,1.176147461E0
1.108589909E1,-1.991387939E1,-3.042434692E0,1.103118896E0
1.108840153E1,-1.991387939E1,-3.369842529E0,1.136642456E0
1.109087345E1,-1.991387939E1,-3.693649292E0,1.124664307E0
1.109334537E1,-1.991387939E1,-3.999511719E0,1.086959839E0
1.109584782E1,-1.991387939E1,-4.224563599E0,9.888000488E-1
1.109831974E1,-1.991387939E1,-4.571121216E0,9.295501709E-1
1.110079166E1,-1.991387939E1,-5.091873169E0,8.732757568E-1
1.110329410E1,-1.991387939E1,-5.567718506E0,8.140258789E-1
1.110576603E1,-1.991387939E1,-6.030990601E0,8.852539062E-1
1.110823795E1,-1.991387939E1,-6.548141479E0,8.110351562E-1
1.111074039E1,-1.991387939E1,-6.972518921E0,8.032531738E-1
1.111321232E1,-1.991387939E1,-7.293334961E0,7.302246094E-1
1.111571476E1,-1.991387939E1,-7.635711670E0,6.661834717E-1
1.111818668E1,-1.991387939E1,-7.990646362E0,5.626373291E-1
1.112065861E1,-1.991387939E1,-8.307281494E0,5.566406250E-1
1.112316105E1,-1.991387939E1,-8.656829834E0,5.440826416E-1
1.112563297E1,-1.991387939E1,-9.072235107E0,4.662628174E-1
1.112810490E1,-1.991387939E1,-9.479248047E0,4.524993896E-1
1.113060734E1,-1.991387939E1,-1.000177002E1,4.495086670E-1
1.113307926E1,-1.991387939E1,-1.053208923E1,4.273529053E-1
1.113558170E1,-1.991387939E1,-1.102888489E1,3.806762695E-1
1.113805363E1,-1.991387939E1,-1.150534058E1,4.399261475E-1
1.114052555E1,-1.991387939E1,-1.191714478E1,4.902038574E-1
1.114302799E1,-1.991387939E1,-1.231756592E1,4.650726318E-1
1.114549992E1,-1.991387939E1,-1.270004272E1,5.153503418E-1
1.114800236E1,-1.991387939E1,-1.310047913E1,4.141998291E-1
1.115047428E1,-1.991387939E1,-1.347875977E1,4.381408691E-1
1.115294620E1,-1.991387939E1,-1.386302185E1,4.620819092E-1
1.115544864E1,-1.991387939E1,-1.422215271E1,4.758453369E-1
1.115792057E1,-1.991387939E1,-1.464833069E1,5.997467041E-1
1.116039249E1,-1.991387939E1,-1.508526611E1,6.607971191E-1
1.116289493E1,-1.991387939E1,-1.552519226E1,8.565216064E-1
1.116536686E1,-1.991387939E1,-1.590766907E1,9.624633789E-1
1.116786930E1,-1.991387939E1,-1.630331421E1,1.182128906E0
1.117034122E1,-1.991387939E1,-1.674264526E1,1.294067383E0
1.117281315E1,-1.991387939E1,-1.721969604E1,1.482604980E0
1.117531559E1,-1.991387939E1,-1.774342346E1,1.721420288E0
1.117778751E1,-1.991387939E1,-1.823184204E1,1.920745850E0
1.118025944E1,-1.991387939E1,-1.869931030E1,2.095520020E0
1.118276188E1,-1.991387939E1,-1.916438293E1,2.261917114E0
1.118523380E1,-1.991387939E1,-1.963664246E1,2.424118042E0
1.118773624E1,-1.991387939E1,-2.008256531E1,2.603088379E0
1.119020817E1,-1.991387939E1,-2.059851074E1,2.865859985E0
1.119268009E1,-1.991387939E1,-2.083853149E1,3.087921143E0
1.119518253E1,-1.991387939E1,-2.083853149E1,3.254913330E0
1.119765446E1,-1.991387939E1,-2.083255005E1,3.560775757E0
1.120012638E1,-1.991387939E1,-2.083853149E1,3.869628906E0
1.120262882E1,-1.991387939E1,-2.083853149E1,4.208404541E0
1.120510075E1,-1.991387939E1,-2.083853149E1,4.471771240E0
1.120760319E1,-1.991387939E1,-2.083853149E1,4.748901367E0
1.121007511E1,-1.991387939E1,-2.083853149E1,5.008071899E0
1.121254703E1,-1.991387939E1,-2.083853149E1,5.300750732E0
1.121504948E1,-1.991387939E1,-2.083853149E1,5.586868286E0
1.121752140E1,-1.991387939E1,-2.083853149E1,5.785583496E0
1.122002384E1,-1.991387939E1,-2.083853149E1,6.085464478E0
1.122249576E1,-1.991387939E1,-2.083853149E1,6.461349487E0
1.122496769E1,-1.991387939E1,-2.083853149E1,6.843826294E0
1.122747013E1,-1.991387939E1,-2.083853149E1,7.229888916E0
1.122994205E1,-1.991387939E1,-2.083853149E1,7.614151001E0
1.123241398E1,-1.991387939E1,-2.083853149E1,7.931991577E0
1.123491642E1,-1.991387939E1,-2.083853149E1,8.240234375E0
1.123738834E1,-1.991387939E1,-2.083853149E1,8.492828369E0
1.123986027E1,-1.991387939E1,-2.083853149E1,8.815444946E0
1.124236271E1,-1.991387939E1,-2.083853149E1,9.149444580E0
1.124483463E1,-1.991387939E1,-2.083853149E1,9.461883545E0
1.124733707E1,-1.991387939E1,-2.083853149E1,9.821609497E0
1.124980900E1,-1.991387939E1,-2.083853149E1,1.033876038E1
1.125228092E1,-1.991387939E1,-2.083853149E1,1.071943665E1
1.125478336E1,-1.991387939E1,-2.083853149E1,1.122102356E1
1.125725529E1,-1.991387939E1,-2.083853149E1,1.167591858E1
1.125972721E1,-1.991387939E1,-2.083853149E1,1.203265381E1
1.126222965E1,-1.991387939E1,-2.083853149E1,1.235707092E1
1.126470158E1,-1.991387939E1,-2.083853149E1,1.263719177E1
1.126720402E1,-1.991387939E1,-2.083853149E1,1.299392700E1
1.126967594E1,-1.991387939E1,-2.083853149E1,1.333749390E1
1.127214786E1,-1.991387939E1,-2.083853149E1,1.375527954E1
1.127465031E1,-1.991387939E1,-2.083853149E1,1.414373779E1
1.127712223E1,-1.991387939E1,-2.083853149E1,1.451663208E1
1.127959415E1,-1.991387939E1,-2.083853149E1,1.500027466E1
1.128209659E1,-1.991387939E1,-2.083853149E1,1.550784302E1
1.128456852E1,-1.991387939E1,-2.083853149E1,1.592861938E1
1.128707096E1,-1.991387939E1,-2.083853149E1,1.631707764E1
1.128954288E1,-1.991387939E1,-2.083853149E1,1.666064453E1
1.129201481E1,-1.991387939E1,-2.083853149E1,1.695274353E1
1.129451725E1,-1.991387939E1,-2.083853149E1,1.709938049E1
1.129698917E1,-1.991387939E1,-2.083853149E1,1.719036865E1
1.129946110E1,-1.991387939E1,-2.083853149E1,1.729450989E1
1.130196354E1,-1.991387939E1,-2.083853149E1,1.727595520E1
1.130443546E1,-1.991387939E1,-2.083853149E1,1.725680542E1
1.130693790E1,-1.991387939E1,-2.083853149E1,1.719335938E1
1.130940983E1,-1.991387939E1,-2.083853149E1,1.716104126E1
1.131188175E1,-1.991387939E1,-2.083853149E1,1.706347656E1
1.131438419E1,-1.991387939E1,-2.083853149E1,1.700660706E1
1.131685612E1,-1.991387939E1,-2.083853149E1,1.697668457E1
1.131932804E1,-1.991387939E1,-2.083853149E1,1.676898193E1
1.132183048E1,-1.991387939E1,-2.083853149E1,1.662832642E1
1.132430241E1,-1.991387939E1,-2.083853149E1,1.644935608E1
1.132680485E1,-1.991387939E1,-2.083853149E1,1.622549438E1
1.132927677E1,-1.991387939E1,-2.083853149E1,1.603875732E1
1.133174869E1,-1.991387939E1,-2.083853149E1,1.600164795E1
1.133425114E1,-1.991387939E1,-2.083853149E1,1.588432312E1
1.133672306E1,-1.991387939E1,-2.083853149E1,1.591365051E1
1.133919498E1,-1.991387939E1,-2.083853149E1,1.596812439E1
1.134169742E1,-1.991387939E1,-2.083853149E1,1.609082031E1
1.134416935E1,-1.991387939E1,-2.083853149E1,1.620335388E1
1.134667179E1,-1.991387939E1,-2.083853149E1,1.634939575E1
1.134914371E1,-1.991387939E1,-2.083853149E1,1.652058411E1
1.135161564E1,-1.991387939E1,-2.083853149E1,1.659361267E1
1.135411808E1,-1.991387939E1,-2.083853149E1,1.680668640E1
1.135659000E1,-1.991387939E1,-2.083853149E1,1.712393188E1
1.135906193E1,-1.991387939E1,-2.083853149E1,1.737591553E1
1.136156437E1,-1.991387939E1,-2.083853149E1,1.756445312E1
1.136403629E1,-1.991387939E1,-2.083853149E1,1.771708679E1
1.136653873E1,-1.991387939E1,-2.083853149E1,1.792417908E1
1.136901066E1,-1.991387939E1,-2.083853149E1,1.820790100E1
1.137148258E1,-1.991387939E1,-2.083853149E1,1.842576599E1
1.137398502E1,-1.991387939E1,-2.083853149E1,1.857540894E1
1.137645695E1,-1.991387939E1,-2.083853149E1,1.868733215E1
1.137892887E1,-1.991387939E1,-2.083853149E1,1.881123352E1
1.138143131E1,-1.991387939E1,-2.083853149E1,1.894651794E1
1.138390324E1,-1.991387939E1,-2.083853149E1,1.895010376E1
1.138640568E1,-1.991387939E1,-2.083853149E1,1.891059875E1
1.138887760E1,-1.991387939E1,-2.083853149E1,1.882321167E1
1.139134952E1,-1.991387939E1,-2.083853149E1,1.860533142E1
1.139385197E1,-1.991387939E1,-2.083853149E1,1.841140747E1
1.139632389E1,-1.991387939E1,-2.083853149E1,1.826536560E1
1.139882633E1,-1.991387939E1,-2.083853149E1,1.817437744E1
1.140129826E1,-1.991387939E1,-2.083853149E1,1.785894775E1
1.140377018E1,-1.991387939E1,-2.083853149E1,1.765124512E1
1.140627262E1,-1.991387939E1,-2.083853149E1,1.746150208E1
1.140874454E1,-1.991387939E1,-2.083853149E1,1.749443054E1
1.141121647E1,-1.991387939E1,-2.083853149E1,1.752435303E1
1.141371891E1,-1.985762024E1,-2.083853149E1,1.745672607E1
1.141619083E1,-1.927163696E1,-2.083853149E1,1.738967896E1
1.141869327E1,-1.845761108E1,-2.083853149E1,1.738189697E1
1.142116520E1,-1.800630188E1,-2.083853149E1,1.734179688E1
1.142363712E1,-1.764776611E1,-2.083853149E1,1.717658997E1
1.142613956E1,-1.698397827E1,-2.083853149E1,1.694615173E1
1.142861149E1,-1.631001282E1,-2.083853149E1,1.682225037E1
1.143108341E1,-1.599577332E1,-2.083853149E1,1.673785400E1
1.143358585E1,-1.553189087E1,-2.083853149E1,1.654812622E1
1.143605778E1,-1.521466064E1,-2.083853149E1,1.631109619E1
1.143856022E1,-1.491418457E1,-2.083853149E1,1.596691895E1
1.144103214E1,-1.439105225E1,-2.083853149E1,1.562754822E1
1.144350406E1,-1.391999817E1,-2.083853149E1,1.537196350E1
1.144600651E1,-1.363328552E1,-2.083853149E1,1.512117004E1
1.144847843E1,-1.339686584E1,-2.083853149E1,1.484045410E1
1.145098087E1,-1.304013062E1,-2.083853149E1,1.452441406E1
1.145345280E1,-1.279292297E1,-2.083853149E1,1.427482605E1
1.145592472E1,-1.264628601E1,-2.083853149E1,1.398512268E1
1.145842716E1,-1.250801086E1,-2.083853149E1,1.359008789E1
1.146089909E1,-1.238291931E1,-2.083853149E1,1.324113464E1
1.146337101E1,-1.215187073E1,-2.083853149E1,1.272756958E1
1.146587345E1,-1.194297791E1,-2.083853149E1,1.231158447E1
1.146834537E1,-1.164071655E1,-2.083853149E1,1.192251587E1
1.147081730E1,-1.135580444E1,-2.083853149E1,1.143710327E1
1.147331974E1,-1.103259277E1,-2.083853149E1,1.097680664E1
1.147579166E1,-1.071714783E1,-2.083853149E1,1.057278442E1
1.147829410E1,-1.040171814E1,-2.083853149E1,1.020767212E1
1.148076603E1,-1.010183716E1,-2.083853149E1,9.840164185E0
1.148323795E1,-9.839675903E0,-2.083853149E1,9.591766357E0
1.148574039E1,-9.579910278E0,-2.083853149E1,9.238021851E0
1.148821232E1,-9.266860962E0,-2.083853149E1,8.938156128E0
1.149068424E1,-8.952621460E0,-2.083853149E1,8.630493164E0
1.149318668E1,-8.662322998E0,-2.083853149E1,8.253402710E0
1.149565861E1,-8.339111328E0,-2.083853149E1,7.854766846E0
1.149816105E1,-8.005126953E0,-2.083853149E1,7.445358276E0
1.150063297E1,-7.699859619E0,-2.083853149E1,6.996444702E0
1.150310490E1,-7.402984619E0,-2.083853149E1,6.576873779E0
1.150560734E1,-7.063003540E0,-2.083853149E1,6.227310181E0
1.150807926E1,-6.778686523E0,-2.083853149E1,5.896316528E0
1.151055118E1,-6.521316528E0,-2.083853149E1,5.548553467E0
1.151305363E1,-6.257949829E0,-2.083853149E1,5.133758545E0
1.151552555E1,-6.078979492E0,-2.083853149E1,4.774627686E0
1.151802799E1,-5.923355103E0,-2.083853149E1,4.357437134E0
1.152049992E1,-5.816818237E0,-2.083853149E1,3.987533569E0
1.152297184E1,-5.542083740E0,-2.083853149E1,3.610458374E0
1.152547428E1,-5.297882080E0,-2.083853149E1,3.271667480E0
1.152794620E1,-4.981246948E0,-2.083853149E1,2.911346436E0
1.153041813E1,-4.679580688E0,-2.083853149E1,2.591125488E0
1.153292057E1,-4.379699707E0,-2.083853149E1,2.255935669E0
1.153539249E1,-4.015182495E0,-2.083853149E1,1.978805542E0
1.153789493E1,-3.659637451E0,-2.083853149E1,1.760330200E0
1.154036686E1,-3.380722046E0,-2.083853149E1,1.564605713E0
1.154283878E1,-3.104187012E0,-2.083853149E1,1.329971313E0
1.154534122E1,-2.851608276E0,-2.083853149E1,1.200088501E0
1.154781315E1,-2.496658325E0,-2.083853149E1,1.046264648E0
1.155031559E1,-2.136932373E0,-2.083853149E1,9.062042236E-1
1.155278751E1,-1.770614624E0,-2.083853149E1,8.235931396E-1
1.155525944E1,-1.431243896E0,-2.083853149E1,6.865386963E-1
1.155776188E1,-1.106231689E0,-2.083853149E1,6.308746338E-1
1.156023380E1,-7.985687256E-1,-2.083853149E1,5.782012939E-1
1.156270572E1,-4.352569580E-1,-2.083853149E1,4.620819092E-1
1.156520817E1,1.381530762E-1,-2.083853149E1,4.351348877E-1
1.156768009E1,1.118164062E-1,-2.083853149E1,3.938446045E-1
1.157015201E1,4.464111328E-1,-2.083853149E1,3.405761719E-1
1.157265446E1,1.004852295E0,-2.083853149E1,3.860626221E-1
1.157512638E1,1.363983154E0,-2.083853149E1,2.896881104E-1
1.157762882E1,1.490875244E0,-2.083853149E1,3.543395996E-1
1.158010075E1,1.714736938E0,-2.083853149E1,3.657073975E-1
1.158257267E1,2.045135498E0,-2.083853149E1,3.657073975E-1
1.158507511E1,2.304916382E0,-2.083853149E1,3.699035645E-1
1.158754703E1,2.485076904E0,-2.083853149E1,3.722991943E-1
1.159001896E1,2.653274536E0,-2.083853149E1,4.111938477E-1
1.159252140E1,2.836425781E0,-2.083853149E1,4.872131348E-1
1.159499332E1,2.962112427E0,-2.083853149E1,5.303039551E-1
1.159749576E1,3.053100586E0,-2.083853149E1,5.638275146E-1
1.159996769E1,3.093200684E0,-2.083853149E1,6.398468018E-1
1.160243961E1,3.147064209E0,-2.083853149E1,6.853332520E-1
1.160494205E1,3.157852173E0,-2.083853149E1,7.392120361E-1
1.160741398E1,3.163238525E0,-2.083853149E1,7.607574463E-1
1.160991642E1,3.063278198E0,-2.083853149E1,7.828979492E-1
1.161238834E1,3.051300049E0,-2.083853149E1,7.422027588E-1
1.161486027E1,3.001022339E0,-2.083853149E1,7.751159668E-1
1.161736271E1,2.947753906E0,-2.083853149E1,6.871337891E-1
1.161983463E1,2.923217773E0,-2.083853149E1,6.099243164E-1
1.162233707E1,2.847198486E0,-2.083853149E1,5.728149414E-1
1.162480900E1,2.864547729E0,-2.083853149E1,5.195312500E-1
1.162728092E1,2.887298584E0,-2.083853149E1,4.477081299E-1
1.162978336E1,2.804107666E0,-2.083853149E1,4.022216797E-1
1.163225529E1,2.822052002E0,-2.083853149E1,3.908538818E-1
1.163472721E1,2.826843262E0,-2.083853149E1,3.064575195E-1
1.163722965E1,2.807098389E0,-2.083853149E1,2.837066650E-1
1.163970158E1,2.787338257E0,-2.083853149E1,2.495880127E-1
1.164220402E1,2.825653076E0,-2.083853149E1,2.621612549E-1
1.164467594E1,2.880722046E0,-2.083853149E1,3.172302246E-1
1.164714786E1,2.970504761E0,-2.080441284E1,3.250122070E-1
1.164965031E1,3.057891846E0,-2.065716553E1,3.064575195E-1
1.165212223E1,3.215911865E0,-2.059492493E1,2.447967529E-1
1.165459415E1,3.317657471E0,-2.047401428E1,1.963195801E-1
1.165709659E1,3.513977051E0,-2.034532166E1,1.484375000E-1
1.165956852E1,3.703125000E0,-2.019030762E1,9.934997559E-2
1.166204044E1,3.867126465E0,-2.004486084E1,1.406555176E-1
1.166454288E1,4.098770142E0,-1.988323975E1,1.586151123E-1
1.166701481E1,4.301071167E0,-1.970906067E1,2.507934570E-1
1.166948673E1,4.492019653E0,-1.953967285E1,3.022613525E-1
1.167198917E1,4.647033691E0,-1.939004517E1,3.465576172E-1
1.167446110E1,4.877487183E0,-1.932240295E1,3.878631592E-1
1.167696354E1,5.134262085E0,-1.921466064E1,4.231719971E-1
1.167943546E1,5.352722168E0,-1.909436035E1,4.572906494E-1
1.168193790E1,5.562225342E0,-1.897285461E1,4.644775391E-1
1.168440983E1,5.744781494E0,-1.887348938E1,4.752502441E-1
1.168688175E1,5.905197144E0,-1.866040039E1,4.477081299E-1
1.168938419E1,6.096725464E0,-1.838986206E1,4.770355225E-1
1.169185612E1,6.317596436E0,-1.827015686E1,3.998260498E-1
1.169432804E1,6.469619751E0,-1.813427734E1,3.782806396E-1
1.169683048E1,6.637817383E0,-1.809956360E1,3.423614502E-1
1.169930241E1,6.764114380E0,-1.801936340E1,3.800811768E-1
1.170177433E1,6.792846680E0,-1.794633484E1,4.082031250E-1
1.170427677E1,6.868255615E0,-1.787031555E1,4.770355225E-1
1.170674869E1,6.958633423E0,-1.775001526E1,5.961456299E-1
1.170925114E1,6.998138428E0,-1.763209534E1,7.032928467E-1
1.171172306E1,7.035858154E0,-1.747706604E1,8.619079590E-1
1.171419498E1,7.082534790E0,-1.740524292E1,9.516906738E-1
1.171669742E1,7.084335327E0,-1.731666565E1,1.017532349E0
1.171916935E1,7.149581909E0,-1.718916321E1,1.228225708E0
1.172164127E1,7.210037231E0,-1.716163635E1,1.414962769E0
1.172414371E1,7.220199585E0,-1.708082581E1,1.628051758E0
1.172661564E1,7.138809204E0,-1.697369385E1,1.871658325E0
1.172911808E1,7.108276367E0,-1.691563416E1,2.072174072E0
1.173159000E1,7.079544067E0,-1.682644653E1,2.267303467E0
1.173406193E1,7.033462524E0,-1.673786926E1,2.422927856E0
1.173656437E1,6.998748779E0,-1.668339539E1,2.594711304E0
1.173903629E1,6.958633423E0,-1.659361267E1,2.786254883E0
1.174153873E1,6.848510742E0,-1.654632568E1,2.988555908E0
1.174401066E1,6.791641235E0,-1.647689819E1,3.219604492E0
1.174648258E1,6.725204468E0,-1.646432495E1,3.387786865E0
1.174898502E1,6.642608643E0,-1.643559265E1,3.593688965E0
1.175145695E1,6.537857056E0,-1.639549255E1,3.733749390E0
1.175392887E1,6.495361328E0,-1.627757263E1,3.968978882E0
1.175643131E1,6.419937134E0,-1.615307617E1,4.067138672E0
1.175890324E1,6.305023193E0,-1.604473877E1,4.159927368E0
1.176137516E1,6.275100708E0,-1.590588379E1,4.301177979E0
1.176387760E1,6.242767334E0,-1.578198242E1,4.386169434E0
1.176634952E1,6.170349121E0,-1.567543030E1,4.489120483E0
1.176885197E1,6.104507446E0,-1.564849854E1,4.554962158E0
1.177132389E1,5.981811523E0,-1.540368652E1,4.656112671E0
1.177379581E1,5.823791504E0,-1.516726685E1,4.629776001E0
1.177629826E1,5.826782227E0,-1.500445557E1,4.700408936E0
1.177877018E1,5.731613159E0,-1.484584045E1,4.736923218E0
1.178124210E1,5.565811157E0,-1.465371704E1,4.737518311E0
1.178374454E1,5.486801147E0,-1.454177856E1,4.713577271E0
1.178621647E1,5.425155640E0,-1.435203552E1,4.741119385E0
1.178871891E1,5.295867920E0,-1.419163513E1,4.725555420E0
