"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.433471680E-1,1.947531700E-1,1.383951902E-1,6.566591263E-1,6.987726626E-1
2.483215330E-1,2.293009758E-1,1.922330260E-1,7.263336182E-1,7.855526708E-1
2.532653810E-1,2.052712440E-1,2.140579224E-1,8.178386688E-1,8.699523929E-1
2.582397460E-1,2.515912056E-1,1.867098212E-1,9.635906219E-1,1.013245073E0
2.632141110E-1,2.940068245E-1,1.590676308E-1,1.148180008E0,1.195851101E0
2.681579590E-1,3.000903130E-1,6.323158741E-2,1.372350693E0,1.406200147E0
2.731323240E-1,3.547019958E-1,-3.378486633E-2,1.596426010E0,1.635705025E0
2.781066890E-1,4.088129997E-1,-3.581893444E-2,1.884131432E0,1.928305556E0
2.830810550E-1,5.064311028E-1,-6.380611658E-2,2.145347595E0,2.205234678E0
2.880249020E-1,6.688485146E-1,-1.587939858E-1,2.394289017E0,2.491022634E0
2.929992680E-1,8.427581787E-1,-1.684095263E-1,2.633169174E0,2.769870578E0
2.979736330E-1,1.064564705E0,-2.402889729E-1,2.868544579E0,3.069134210E0
3.029479980E-1,1.247056961E0,-2.819718719E-1,3.037857056E0,3.295942155E0
3.079223630E-1,1.399505138E0,-3.371998668E-1,3.154198647E0,3.467172837E0
3.128662110E-1,1.567752838E0,-3.956444263E-1,3.233033180E0,3.614814936E0
3.178405760E-1,1.718534470E0,-4.390592575E-1,3.292617798E0,3.739982048E0
3.228149410E-1,1.865414619E0,-4.889488220E-1,3.197956085E0,3.734403001E0
3.277587890E-1,1.943139553E0,-5.075476170E-1,3.119413376E0,3.710004813E0
3.327331540E-1,1.930450916E0,-4.735430479E-1,2.892151833E0,3.509334122E0
3.377075200E-1,1.871953487E0,-4.647448659E-1,2.615396500E0,3.249691755E0
3.426818850E-1,1.822563171E0,-4.356856942E-1,2.209156990E0,2.896883350E0
3.476257320E-1,1.755665779E0,-4.105044007E-1,1.822777748E0,2.563863278E0
3.526000980E-1,1.661842346E0,-3.524578214E-1,1.397659302E0,2.199863183E0
3.575744630E-1,1.532508373E0,-3.550655246E-1,9.787855148E-1,1.852747831E0
3.625488280E-1,1.405880451E0,-3.563738465E-1,6.052703857E-1,1.571577043E0
3.674926760E-1,1.266556263E0,-3.090870976E-1,2.583866119E-1,1.329083610E0
3.724670410E-1,1.135724068E0,-2.231704593E-1,1.059722900E-2,1.157491474E0
3.774414060E-1,1.030052185E0,-1.467661262E-1,-1.987695694E-1,1.059271987E0
3.824157710E-1,9.565558434E-1,-8.231806755E-2,-3.790645599E-1,1.032213779E0
3.873596190E-1,8.666605949E-1,-1.237940788E-2,-4.188938141E-1,9.626660190E-1
3.923339840E-1,7.371850014E-1,-2.600026131E-2,-4.106740952E-1,8.442576338E-1
3.973083500E-1,6.749811172E-1,-8.555614948E-2,-3.950319290E-1,7.867462032E-1
4.022521970E-1,6.360268593E-1,-9.370446205E-2,-3.165721893E-1,7.166091285E-1
4.072265630E-1,6.603178978E-1,-1.409827471E-1,-1.549720764E-1,6.927569600E-1
4.122009280E-1,6.729331017E-1,-2.294988632E-1,5.817317963E-2,7.133672311E-1
4.171752930E-1,7.191309929E-1,-3.050248623E-1,3.174123764E-1,8.431726800E-1
4.221191410E-1,8.072271347E-1,-3.773372173E-1,5.316553116E-1,1.037620544E0
4.270935060E-1,9.351167679E-1,-3.941500187E-1,8.276777267E-1,1.309522060E0
4.320678710E-1,1.115090847E0,-4.936056137E-1,1.053872108E0,1.611744558E0
4.370422360E-1,1.287424564E0,-5.829957724E-1,1.305241585E0,1.923798761E0
4.419860840E-1,1.457868099E0,-6.377600431E-1,1.489683151E0,2.179741535E0
4.469604490E-1,1.610949993E0,-6.717536449E-1,1.652626038E0,2.403660887E0
4.519348140E-1,1.688721657E0,-6.938457489E-1,1.760240555E0,2.536069709E0
4.569091800E-1,1.732888222E0,-7.176792622E-1,1.836298943E0,2.624873124E0
4.618530270E-1,1.727933407E0,-6.790754795E-1,1.878258705E0,2.640975791E0
4.668273930E-1,1.704085827E0,-6.818870306E-1,1.832626343E0,2.593722757E0
4.718017580E-1,1.644269466E0,-6.458020210E-1,1.719218254E0,2.465034226E0
4.767761230E-1,1.621688366E0,-6.467150450E-1,1.612756729E0,2.376783072E0
4.817199710E-1,1.590892792E0,-5.963573456E-1,1.471958160E0,2.247941900E0
4.866943360E-1,1.553150177E0,-5.552303791E-1,1.367980003E0,2.142877863E0
4.916687010E-1,1.539705753E0,-5.221064091E-1,1.185972214E0,2.012416210E0
4.966125490E-1,1.517817974E0,-4.752309322E-1,9.358625412E-1,1.845387368E0
5.015869140E-1,1.496371269E0,-3.887072802E-1,7.112951279E-1,1.701811119E0
5.065612790E-1,1.459717274E0,-3.409217596E-1,5.124845505E-1,1.584185147E0
5.115356450E-1,1.436160564E0,-2.992910147E-1,3.301124573E-1,1.503697613E0
5.164794920E-1,1.424975395E0,-2.416875362E-1,1.793727875E-1,1.456414206E0
5.214538570E-1,1.428582668E0,-1.931508780E-1,3.397750854E-2,1.441981336E0
5.264282230E-1,1.437902927E0,-1.640294790E-1,-1.619720459E-1,1.456264208E0
5.314025880E-1,1.506901741E0,-1.289026737E-1,-3.457870483E-1,1.551430772E0
5.363464360E-1,1.543605328E0,-5.370271206E-2,-4.269170761E-1,1.602454236E0
5.413208010E-1,1.582294464E0,1.969325542E-2,-5.503730774E-1,1.675396705E0
5.462951660E-1,1.636908531E0,6.222963333E-2,-6.632204056E-1,1.767258717E0
5.512695310E-1,1.708046436E0,9.329044819E-2,-7.613582611E-1,1.872376067E0
5.562133790E-1,1.725337505E0,1.208490133E-1,-7.632217407E-1,1.890476505E0
5.611877440E-1,1.729186535E0,1.336729527E-1,-7.733564377E-1,1.898956216E0
5.661621090E-1,1.682871342E0,1.778196096E-1,-8.155336380E-1,1.878502297E0
5.711364750E-1,1.686551571E0,1.770952940E-1,-8.253707886E-1,1.886015876E0
5.760803220E-1,1.707059860E0,2.027733326E-1,-8.358926773E-1,1.911514310E0
5.810546880E-1,1.713033676E0,1.997586489E-1,-8.593845367E-1,1.926896384E0
5.860290530E-1,1.752408981E0,1.584252119E-1,-8.638982773E-1,1.960192853E0
5.910034180E-1,1.772886753E0,1.537863016E-1,-7.639646530E-1,1.936600025E0
5.959472660E-1,1.799258232E0,1.493413448E-1,-7.354373932E-1,1.949487415E0
6.009216310E-1,1.832615376E0,1.561658382E-1,-6.171026230E-1,1.940021271E0
6.058959960E-1,1.863067627E0,1.722832918E-1,-5.276870728E-1,1.944005186E0
6.108703610E-1,1.894944668E0,2.183848619E-1,-3.997287750E-1,1.948920300E0
6.158142090E-1,1.936210632E0,1.802238226E-1,-3.085575104E-1,1.968908321E0
6.207885740E-1,1.920141697E0,1.329046488E-1,-1.962118149E-1,1.934711053E0
6.257629390E-1,1.928177357E0,1.365813017E-1,-7.255935669E-2,1.934369983E0
6.307067870E-1,1.919402599E0,9.716427326E-2,5.674362183E-3,1.921868735E0
6.356811520E-1,1.898705482E0,1.027172804E-1,7.809638977E-2,1.903084968E0
6.406555180E-1,1.858338356E0,1.362578869E-1,9.006977081E-2,1.865502672E0
6.456298830E-1,1.793954372E0,1.031732559E-1,7.095241547E-2,1.798319008E0
6.505737300E-1,1.790865898E0,7.703089714E-2,1.199913025E-1,1.796533422E0
6.555480960E-1,1.700960636E0,3.279078007E-2,1.940364838E-1,1.712306187E0
6.605224610E-1,1.650400639E0,4.724359512E-2,1.839694977E-1,1.661294375E0
6.654968260E-1,1.564803123E0,7.884597778E-2,1.927127838E-1,1.578595490E0
6.704406740E-1,1.481448650E0,5.146348476E-2,2.234668732E-1,1.499091737E0
6.754150390E-1,1.399591923E0,-1.331520081E-2,2.817163467E-1,1.427725094E0
6.803894040E-1,1.639215469E0,-1.783277988E-1,3.932828903E-1,1.695139991E0
6.853637700E-1,1.642858028E0,1.885246038E-1,4.925317764E-1,1.725430839E0
6.903076170E-1,1.271332264E0,6.067129374E-1,6.534099579E-1,1.552846060E0
6.952819820E-1,1.089241505E0,2.657358646E-1,7.859725952E-1,1.369239032E0
7.002563480E-1,1.090085030E0,-3.855036497E-1,7.963752747E-1,1.403962967E0
7.052307130E-1,1.093378544E0,-6.959563494E-1,6.856155396E-1,1.466253917E0
7.101745610E-1,9.587149620E-1,-3.780682087E-1,7.595500946E-1,1.280229001E0
7.151489260E-1,8.103222847E-1,-5.776047707E-3,9.140377045E-1,1.221523841E0
7.201232910E-1,7.923569679E-1,-2.100563049E-2,1.037935257E0,1.305978713E0
7.250976560E-1,8.975558281E-1,-2.784100771E-1,1.088129044E0,1.437756395E0
7.300415040E-1,9.327626228E-1,-3.745380640E-1,1.186841965E0,1.555287344E0
7.350158690E-1,9.384212494E-1,-4.134644270E-1,1.202484131E0,1.580365578E0
7.399902340E-1,9.122958183E-1,-4.513307810E-1,1.302887917E0,1.653329990E0
7.449340820E-1,8.934841156E-1,-5.042103529E-1,1.391837120E0,1.729090083E0
7.499084470E-1,8.993639946E-1,-4.546968937E-1,1.419265747E0,1.740666574E0
7.548828130E-1,8.590836525E-1,-4.504632950E-1,1.367458344E0,1.676569182E0
7.598571780E-1,8.392891884E-1,-4.877012968E-1,1.309328079E0,1.629907640E0
7.648010250E-1,8.060636520E-1,-5.850713253E-1,1.289779663E0,1.629594626E0
7.697753910E-1,7.877807617E-1,-6.526821852E-1,1.252308846E0,1.617055969E0
7.747497560E-1,7.518577576E-1,-7.258776426E-1,1.307423592E0,1.673781613E0
7.797241210E-1,7.210407257E-1,-7.791057825E-1,1.320773125E0,1.694505000E0
7.846679690E-1,6.294484138E-1,-8.213555813E-1,1.316447258E0,1.674474150E0
7.896423340E-1,5.729436874E-1,-8.541193008E-1,1.321004868E0,1.674167886E0
7.946166990E-1,5.435619354E-1,-8.514236212E-1,1.339746475E0,1.677886283E0
7.995910640E-1,4.765734673E-1,-7.985625267E-1,1.310300827E0,1.606770872E0
8.045349120E-1,4.291529655E-1,-7.195966244E-1,1.220108986E0,1.480086993E0
8.095092770E-1,3.674359322E-1,-6.678953171E-1,1.060575485E0,1.306106305E0
8.144836430E-1,4.149217606E-1,-6.667388678E-1,9.136648178E-1,1.204775574E0
8.194580080E-1,4.781522751E-1,-7.427341938E-1,7.554159164E-1,1.162298106E0
8.244018550E-1,5.404548645E-1,-8.277220726E-1,6.556606293E-1,1.186215053E0
8.293762210E-1,6.643323898E-1,-8.530193567E-1,5.345082283E-1,1.206100573E0
8.343505860E-1,8.384637833E-1,-7.832000256E-1,3.304362297E-1,1.193989907E0
8.393249510E-1,1.007375717E0,-6.576278210E-1,8.913230896E-2,1.206326969E0
8.442687990E-1,1.126349926E0,-4.807193279E-1,-1.849212646E-1,1.238527796E0
8.492431640E-1,1.177731037E0,-4.122126102E-1,-5.799579620E-1,1.375979967E0
8.542175290E-1,1.292013645E0,-3.563165665E-1,-1.114870071E0,1.743329008E0
8.591613770E-1,1.436862469E0,-3.831081390E-1,-1.254885197E0,1.945785820E0
8.641357420E-1,1.482356548E0,-9.173038006E-1,-9.359216690E-1,1.978579432E0
8.691101070E-1,1.321873188E0,-8.097863197E-1,-1.258781433E0,1.996905933E0
8.740844730E-1,1.237082481E0,-5.217547417E-1,-1.879396439E0,2.309703888E0
8.790283200E-1,6.244807243E-1,-1.405186653E-1,-2.805512905E0,2.877607397E0
8.840026860E-1,-4.277029037E-1,2.156608105E-1,-3.676552773E0,3.707624529E0
8.889770510E-1,-3.460831642E-1,-3.767342567E-1,-3.241422176E0,3.281542318E0
8.939514160E-1,-7.583222389E-1,-7.986383438E-1,-3.879397392E0,4.032691403E0
8.988952640E-1,-1.024812698E0,-9.318137169E-1,-4.613029480E0,4.816488228E0
9.038696290E-1,-6.256666183E-1,-9.569950104E-1,-4.346990585E0,4.494844304E0
9.088439940E-1,-5.183978081E-1,-1.103905201E0,-4.058126450E0,4.237420591E0
9.138183590E-1,-2.983112335E-1,-1.488815069E0,-4.026128769E0,4.302937690E0
9.187622070E-1,-6.234836578E-2,-1.986504078E0,-4.151810646E0,4.603000914E0
9.237365720E-1,1.104464531E-1,-2.382580757E0,-4.213563919E0,4.841798259E0
9.287109380E-1,1.776552200E-1,-2.727732182E0,-4.290105343E0,5.086952731E0
9.336853030E-1,1.728882790E-1,-2.980050087E0,-4.319640160E0,5.250702809E0
9.386291500E-1,1.950168610E-2,-3.252737045E0,-4.399285793E0,5.471233325E0
9.436035160E-1,-1.616172791E-1,-3.554911375E0,-4.500785351E0,5.737646190E0
9.485778810E-1,-3.965058327E-1,-3.942231178E0,-4.519118309E0,6.010061050E0
9.535522460E-1,-5.750951767E-1,-4.245828629E0,-4.720400333E0,6.374948981E0
9.584960940E-1,-8.014121056E-1,-4.424540043E0,-5.216588497E0,6.887061166E0
9.634704590E-1,-1.150936604E0,-4.660712242E0,-5.797692776E0,7.527292687E0
9.684448240E-1,-1.438757420E0,-5.093842030E0,-6.241209984E0,8.183517068E0
9.734191890E-1,-1.681544781E0,-5.566622734E0,-6.513455868E0,8.731551343E0
9.783630370E-1,-1.893213749E0,-5.979589462E0,-6.718040943E0,9.190855376E0
9.833374020E-1,-2.194850445E0,-6.318642139E0,-6.920129299E0,9.624489414E0
9.883117680E-1,-2.465413570E0,-6.682157040E0,-7.200276375E0,1.012785597E1
9.932556150E-1,-2.645956993E0,-7.090147972E0,-7.203475475E0,1.044803070E1
9.982299800E-1,-2.783125877E0,-7.576107025E0,-7.088209629E0,1.074178305E1
1.003204346E0,-2.866909981E0,-8.157905579E0,-6.951761246E0,1.109493491E1
1.008178711E0,-2.936510086E0,-8.632404327E0,-6.773896217E0,1.135901254E1
1.013122559E0,-2.989863396E0,-9.016212463E0,-6.605509758E0,1.156996670E1
1.018096924E0,-2.922081947E0,-9.425569534E0,-6.350781441E0,1.173509049E1
1.023071289E0,-2.807404518E0,-9.751118660E0,-6.128321648E0,1.185420438E1
1.028045654E0,-2.616982460E0,-9.898108482E0,-5.857634544E0,1.179546655E1
1.032989502E0,-2.405421257E0,-9.949910164E0,-5.678212166E0,1.170593256E1
1.037963867E0,-2.181388855E0,-1.014463806E1,-5.481639385E0,1.173543817E1
1.042938232E0,-1.975726128E0,-1.044125843E1,-5.402162552E0,1.192085280E1
1.047912598E0,-1.775680542E0,-1.075124264E1,-5.331851959E0,1.213140161E1
1.052856445E0,-1.618910789E0,-1.099328232E1,-5.319975853E0,1.231971068E1
1.057830811E0,-1.493107796E0,-1.120317459E1,-5.363434315E0,1.251027256E1
1.062805176E0,-1.313179970E0,-1.139169979E1,-5.437216759E0,1.269088617E1
1.067749023E0,-1.007451057E0,-1.160771942E1,-5.437319279E0,1.285762609E1
1.072723389E0,-6.021299362E-1,-1.175259209E1,-5.457358360E0,1.297184418E1
1.077697754E0,-2.516613007E-1,-1.183609772E1,-5.554839611E0,1.307718569E1
1.082672119E0,6.596565247E-2,-1.193445301E1,-5.644067287E0,1.320193227E1
1.087615967E0,3.736600876E-1,-1.205981827E1,-5.719396591E0,1.335254043E1
1.092590332E0,6.729907990E-1,-1.226018524E1,-5.637655258E0,1.351104051E1
1.097564697E0,9.523830414E-1,-1.252780342E1,-5.583943367E0,1.374893871E1
1.102539063E0,1.225265503E0,-1.279150009E1,-5.488184452E0,1.397297101E1
1.107482910E0,1.554856300E0,-1.307293987E1,-5.377015591E0,1.422081684E1
1.112457275E0,1.902887344E0,-1.339445496E1,-5.243992805E0,1.450971621E1
1.117431641E0,2.261761665E0,-1.373683357E1,-5.079341412E0,1.481944235E1
1.122406006E0,2.610124588E0,-1.399090481E1,-5.016439915E0,1.509048830E1
1.127349854E0,2.824831963E0,-1.427772045E1,-5.024783134E0,1.539744857E1
1.132324219E0,2.997918129E0,-1.458204269E1,-5.100376606E0,1.573649655E1
1.137298584E0,3.136154175E0,-1.497943687E1,-5.240411282E0,1.617655410E1
1.142272949E0,3.261422157E0,-1.547803497E1,-5.459295273E0,1.673350967E1
1.147216797E0,3.371945381E0,-1.600869751E1,-5.787638187E0,1.735353472E1
1.152191162E0,3.445215225E0,-1.651938629E1,-6.070096493E0,1.793336842E1
1.157165527E0,3.403954506E0,-1.701279831E1,-6.319696426E0,1.846512322E1
1.162139893E0,3.261127472E0,-1.748950386E1,-6.543743610E0,1.895622004E1
1.167083740E0,3.112932205E0,-1.799799728E1,-6.734699249E0,1.946726553E1
1.172058105E0,2.858563423E0,-1.866990089E1,-6.849672794E0,2.009115730E1
1.177032471E0,2.616375923E0,-1.922395325E1,-6.926387787E0,2.060050119E1
1.182006836E0,2.352361679E0,-1.909139252E1,-6.921693802E0,2.044320716E1
1.186981201E0,2.024726868E0,-1.894943619E1,-6.820293427E0,2.024097461E1
1.191925049E0,1.659635544E0,-1.883241463E1,-6.750734329E0,2.007452726E1
1.196899414E0,1.297992229E0,-1.871022224E1,-6.822646141E0,1.995759757E1
1.201873779E0,9.363131523E-1,-1.859145737E1,-6.908272743E0,1.985555846E1
1.206817627E0,5.647106171E-1,-1.847801590E1,-6.746500015E0,1.967920812E1
1.211791992E0,-1.620388031E-2,-1.837029648E1,-6.527653217E0,1.949559724E1
1.216766357E0,-7.348756790E-1,-1.826939392E1,-6.133947849E0,1.928564525E1
1.221740723E0,-1.450199127E0,-1.817651367E1,-5.674484253E0,1.909681906E1
1.226684570E0,-2.085225582E0,-1.809258080E1,-4.912709236E0,1.886330718E1
1.231658936E0,-2.527756691E0,-1.801794434E1,-4.272057056E0,1.868920393E1
1.236633301E0,-2.744343281E0,-1.795342064E1,-3.399124146E0,1.847730439E1
1.241577148E0,-2.826560974E0,-1.789840317E1,-2.244809151E0,1.825873629E1
1.246551514E0,-2.981192589E0,-1.785168076E1,-1.230667591E0,1.814068791E1
1.251525879E0,-3.088692188E0,-1.781283569E1,-4.365830421E-1,1.808390831E1
1.256500244E0,-3.177396774E0,-1.778167534E1,6.628494263E-1,1.807548609E1
1.261444092E0,-3.339033604E0,-1.775716400E1,1.729026318E0,1.815091047E1
1.266418457E0,-3.468293667E0,-1.773910904E1,2.649545670E0,1.826814557E1
1.271392822E0,-3.597345352E0,-1.772693062E1,3.581299782E0,1.843937827E1
1.276367188E0,-3.738471031E0,-1.772013664E1,4.458521843E0,1.865094704E1
1.281311035E0,-3.809065342E0,-1.771757317E1,5.372062683E0,1.890186327E1
1.286285400E0,-4.028203487E0,-1.771937943E1,6.319627285E0,1.923903635E1
1.291259766E0,-4.226927757E0,-1.772434044E1,7.293743610E0,1.962696762E1
1.296203613E0,-4.409940720E0,-1.773133278E1,8.115923882E0,1.999289773E1
1.301177979E0,-4.568210125E0,-1.774046326E1,8.877297401E0,2.035679222E1
1.306152344E0,-4.741402149E0,-1.775075912E1,9.595735550E0,2.072796383E1
1.311126709E0,-4.897613049E0,-1.776162529E1,1.021591568E1,2.106719914E1
1.316070557E0,-5.044819355E0,-1.777178955E1,1.083843231E1,2.141864424E1
1.321044922E0,-5.105018139E0,-1.778165817E1,1.128039360E1,2.166785309E1
1.326019287E0,-5.171342850E0,-1.779027176E1,1.150652599E1,2.180909665E1
1.330993652E0,-5.239643574E0,-1.779767227E1,1.165835857E1,2.191183077E1
1.335937500E0,-5.250183105E0,-1.780326653E1,1.178894138E1,2.198863026E1
1.340911865E0,-5.200026989E0,-1.780750275E1,1.193951988E1,2.206126854E1
1.345886230E0,-5.198585033E0,-1.780960846E1,1.209139633E1,2.214518695E1
1.350860596E0,-5.235076427E0,-1.780965996E1,1.214821243E1,2.218488401E1
1.355804443E0,-5.240769386E0,-1.780724335E1,1.222360611E1,2.222566367E1
1.360778809E0,-5.227579594E0,-1.780337143E1,1.229354000E1,2.225800414E1
1.365753174E0,-5.159256935E0,-1.779771996E1,1.235206413E1,2.226994064E1
1.370727539E0,-5.043002605E0,-1.779039192E1,1.237291718E1,2.224902244E1
1.375671387E0,-4.870094299E0,-1.778123093E1,1.248684978E1,2.226682306E1
1.380645752E0,-4.666649818E0,-1.777063751E1,1.267194748E1,2.231930624E1
1.385620117E0,-4.532515049E0,-1.759700775E1,1.286400414E1,2.226389402E1
1.390563965E0,-4.453369141E0,-1.703974915E1,1.307551384E1,2.193523672E1
1.395538330E0,-4.320388794E0,-1.640661240E1,1.332019997E1,2.157012788E1
1.400512695E0,-4.172894478E0,-1.588346291E1,1.339995766E1,2.119566718E1
1.405487061E0,-4.100227833E0,-1.549817467E1,1.336864090E1,2.087404718E1
1.410461426E0,-4.022100925E0,-1.515503120E1,1.327783871E1,2.054636872E1
1.415405273E0,-4.077253342E0,-1.474237823E1,1.325753784E1,2.024164076E1
1.420379639E0,-4.127618790E0,-1.422013760E1,1.338733768E1,1.996172238E1
1.425354004E0,-4.144844055E0,-1.367981434E1,1.352196693E1,1.967639810E1
1.430297852E0,-4.074048042E0,-1.308590984E1,1.357816124E1,1.929262467E1
1.435272217E0,-4.024000168E0,-1.247174358E1,1.361772728E1,1.889919209E1
1.440246582E0,-4.019999981E0,-1.188259125E1,1.368937969E1,1.856759249E1
1.445220947E0,-3.978582382E0,-1.124937439E1,1.372237301E1,1.818463810E1
1.450164795E0,-3.932397366E0,-1.061714840E1,1.372535896E1,1.779250033E1
1.455139160E0,-3.944230556E0,-1.001819324E1,1.368730259E1,1.741445959E1
1.460113525E0,-4.050090790E0,-9.457886696E0,1.354990101E1,1.701336749E1
1.465087891E0,-4.094280720E0,-8.949932098E0,1.337655830E1,1.660712893E1
1.470062256E0,-4.124704838E0,-8.467363358E0,1.320615101E1,1.622072306E1
1.475020674E0,-4.209107399E0,-8.010443687E0,1.291900730E1,1.577290534E1
1.479964522E0,-4.307057381E0,-7.543622017E0,1.263332176E1,1.533159467E1
1.484938887E0,-4.350089550E0,-7.087203026E0,1.236246300E1,1.489906766E1
1.489913252E0,-4.298982620E0,-6.695958614E0,1.211539745E1,1.449482559E1
1.494857100E0,-4.206933498E0,-6.315458298E0,1.182015514E1,1.404632943E1
1.499831465E0,-4.124018669E0,-5.938369274E0,1.152101040E1,1.360167049E1
1.504775313E0,-3.915726185E0,-5.612116337E0,1.128603554E1,1.319861203E1
1.509749678E0,-3.656766415E0,-5.355832100E0,1.109165001E1,1.284840761E1
1.514724043E0,-3.336681366E0,-5.065218449E0,1.091164017E1,1.248414080E1
1.519698408E0,-3.002302647E0,-4.757917404E0,1.079620171E1,1.217413531E1
1.524672774E0,-2.721636295E0,-4.480015755E0,1.067340469E1,1.189114852E1
1.529616621E0,-2.466267109E0,-4.249670982E0,1.047390270E1,1.156913198E1
1.534590987E0,-2.258353233E0,-4.073731422E0,1.027924538E1,1.128531491E1
1.539565352E0,-2.104063034E0,-3.925081968E0,1.009649372E1,1.103505936E1
1.544509199E0,-1.970751286E0,-3.720874310E0,9.912183762E0,1.076940821E1
1.549483565E0,-1.881899357E0,-3.532269239E0,9.749692917E0,1.053921169E1
1.554457930E0,-1.837660313E0,-3.306850433E0,9.548430443E0,1.027057833E1
1.559432295E0,-1.831446648E0,-3.151034117E0,9.310233116E0,9.998182510E0
1.564406660E0,-1.814441204E0,-3.046251535E0,9.099182129E0,9.765600889E0
1.569381026E0,-1.794851780E0,-2.880137205E0,8.925073624E0,9.548487965E0
