"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.600017828E0,-1.987795830E0,-1.722073364E1,2.307966471E0,1.748804474E1
9.604992194E0,-1.789659500E0,-1.738997269E1,2.149014711E0,1.761341237E1
9.609966559E0,-1.632462502E0,-1.758109665E1,1.916777611E0,1.776045972E1
9.614910407E0,-1.562877655E0,-1.765981102E1,1.776564360E0,1.781762309E1
9.619884772E0,-1.581961632E0,-1.770216370E1,1.684299469E0,1.785234065E1
9.624859137E0,-1.605030060E0,-1.769923019E1,1.654245853E0,1.784868063E1
9.629833502E0,-1.528520584E0,-1.775909805E1,1.688190699E0,1.790452252E1
9.634777350E0,-1.413866043E0,-1.780937958E1,1.671386003E0,1.794342635E1
9.639751715E0,-1.301795959E0,-1.784442711E1,1.672539115E0,1.796985361E1
9.644726080E0,-1.100557327E0,-1.774868393E1,1.778144598E0,1.787145226E1
9.649700446E0,-8.407344818E-1,-1.761478615E1,1.869919777E0,1.773370028E1
9.654644293E0,-5.240736008E-1,-1.751616287E1,1.862656474E0,1.762271557E1
9.659618658E0,-2.676830292E-1,-1.741247940E1,1.729700923E0,1.750022738E1
9.664593024E0,-1.899871826E-1,-1.740185547E1,1.512581468E0,1.746850227E1
9.669567389E0,-1.310548782E-1,-1.747866821E1,1.325324416E0,1.752933264E1
9.674511237E0,-3.387451172E-2,-1.746646309E1,1.119742632E0,1.750235138E1
9.679485602E0,7.355213165E-2,-1.736900520E1,1.033538938E0,1.739988375E1
9.684459967E0,1.807270050E-1,-1.724007225E1,9.349811077E-1,1.726635292E1
9.689434332E0,3.222675323E-1,-1.714083481E1,7.633284330E-1,1.716084918E1
9.694378180E0,5.228481293E-1,-1.710884285E1,5.857394934E-1,1.712684923E1
9.699352545E0,7.029218674E-1,-1.702475357E1,4.666676521E-1,1.704564789E1
9.704326910E0,8.910741806E-1,-1.690436363E1,5.051238537E-1,1.693536752E1
9.709270758E0,1.144656181E0,-1.673263168E1,4.864928722E-1,1.677879245E1
9.714245123E0,1.355691910E0,-1.658428192E1,4.151573181E-1,1.664477885E1
9.719219489E0,1.594242096E0,-1.646066666E1,2.581095695E-1,1.653970300E1
9.724193854E0,1.739432335E0,-1.640243340E1,2.475786209E-1,1.649626447E1
9.729137701E0,1.821975708E0,-1.631002235E1,1.995568275E-1,1.641268557E1
9.734112067E0,1.869804382E0,-1.616653252E1,2.175512314E-1,1.627575714E1
9.739086432E0,1.858833313E0,-1.602932167E1,2.228894234E-1,1.613828040E1
9.744060797E0,1.842259407E0,-1.592032909E1,1.402139664E-1,1.602717873E1
9.749004645E0,1.732572556E0,-1.583395100E1,4.395961761E-2,1.592851984E1
9.753979010E0,1.590256691E0,-1.574011993E1,-7.797431946E-2,1.582044158E1
9.758953375E0,1.496841431E0,-1.573326397E1,-1.334943771E-1,1.580487109E1
9.763927741E0,1.413740158E0,-1.563828754E1,-1.592984200E-1,1.570286835E1
9.768871588E0,1.382962227E0,-1.559940624E1,-2.434496880E-1,1.566248152E1
9.773845953E0,1.387980461E0,-1.555233192E1,-3.450002670E-1,1.561795580E1
9.778820319E0,1.407496452E0,-1.550115395E1,-4.764704704E-1,1.557221384E1
9.783794684E0,1.445286751E0,-1.539272308E1,-5.286440849E-1,1.546946160E1
9.788738532E0,1.465537071E0,-1.527284622E1,-4.903593063E-1,1.535083330E1
9.793712897E0,1.501382828E0,-1.519794559E1,-4.236526489E-1,1.527780031E1
9.798687262E0,1.528492451E0,-1.513648033E1,-2.973880768E-1,1.521636506E1
9.803661627E0,1.624595642E0,-1.506712151E1,-9.088373184E-2,1.515472604E1
9.808605475E0,1.775884628E0,-1.480100918E1,1.704659462E-1,1.490814199E1
9.813579840E0,1.919020653E0,-1.446121025E1,5.011587143E-1,1.459658872E1
9.818554205E0,2.002421379E0,-1.412642956E1,8.831524849E-1,1.429495232E1
9.823528571E0,2.102416992E0,-1.381852245E1,1.209605217E0,1.402978492E1
9.828472418E0,2.142605305E0,-1.353775692E1,1.554517269E0,1.379413440E1
9.833446783E0,2.169460297E0,-1.327019787E1,1.961432934E0,1.358866913E1
9.838421149E0,2.162247658E0,-1.290764618E1,2.336776733E0,1.329447894E1
9.843395514E0,2.128120899E0,-1.246151543E1,2.705383301E0,1.292816167E1
9.848339362E0,2.146693230E0,-1.211019897E1,2.916328430E0,1.264002304E1
9.853313727E0,2.078095436E0,-1.187047195E1,3.065917015E0,1.243488770E1
9.858288092E0,1.966971397E0,-1.165419102E1,3.186912060E0,1.224114183E1
9.863231940E0,1.833935738E0,-1.136997795E1,3.343831539E0,1.199253636E1
9.868206305E0,1.738741398E0,-1.099832726E1,3.537083626E0,1.168320952E1
9.873180670E0,1.580121994E0,-1.065965843E1,3.662583351E0,1.138154736E1
9.878155035E0,1.487217426E0,-1.045884037E1,3.655632496E0,1.117867642E1
9.883098883E0,1.241560936E0,-1.045635700E1,3.626634598E0,1.113684667E1
9.888073248E0,9.347453117E-1,-1.045373726E1,3.673192978E0,1.111965459E1
9.893047614E0,5.829086304E-1,-1.036540794E1,3.910217762E0,1.109374902E1
9.897991461E0,2.866702080E-1,-1.014327621E1,4.195357800E0,1.098040342E1
9.902965826E0,7.501602173E-2,-9.830602646E0,4.513371944E0,1.081743510E1
9.907940192E0,-7.363986969E-2,-9.503026962E0,4.810439587E0,1.065144466E1
9.912914557E0,-2.092890739E-1,-9.165504456E0,5.047630310E0,1.046560297E1
9.917858405E0,-3.181509972E-1,-8.854610443E0,5.283854008E0,1.031622311E1
9.922832770E0,-3.436613083E-1,-8.499005318E0,5.558453560E0,1.016108264E1
9.927807135E0,-3.461675644E-1,-8.118343353E0,5.728939533E0,9.942237120E0
9.932781500E0,-3.642745018E-1,-7.839498997E0,5.805744171E0,9.762023654E0
9.937725348E0,-3.008985519E-1,-7.635766506E0,5.873552322E0,9.638157861E0
9.942699713E0,-2.925143242E-1,-7.416953087E0,5.927952290E0,9.499335559E0
9.947674078E0,-1.944632530E-1,-7.183428764E0,6.027863503E0,9.379477767E0
9.952648444E0,-7.453918457E-2,-6.890371323E0,6.182715416E0,9.257901650E0
9.957592291E0,3.896236420E-2,-6.569146633E0,6.308889389E0,9.108089310E0
9.962566657E0,1.015019417E-1,-6.280310631E0,6.469592094E0,9.017107415E0
9.967541022E0,2.635407448E-1,-6.026468277E0,6.649328232E0,8.977824879E0
9.972515387E0,4.980950356E-1,-5.674178123E0,6.788299561E0,8.861456255E0
9.977459235E0,7.213993073E-1,-5.289877892E0,6.967314720E0,8.777624934E0
9.982433600E0,9.807300568E-1,-4.906129837E0,7.168405533E0,8.741737774E0
9.987407965E0,1.285201550E0,-4.592772007E0,7.331818104E0,8.746476687E0
9.992382330E0,1.890972614E0,-3.975881577E0,7.447284698E0,8.651327131E0
9.997356696E0,1.912043095E0,-3.967026234E0,7.491379261E0,8.689877397E0
1.000230054E1,2.260882854E0,-3.746479988E0,7.459564209E0,8.648283169E0
1.000727491E1,2.598010540E0,-3.508737564E0,7.469130516E0,8.651520602E0
1.001224927E1,2.897628784E0,-3.327362061E0,7.512622356E0,8.712467247E0
1.001719312E1,3.142446995E0,-3.090618610E0,7.548636436E0,8.741213220E0
1.002216749E1,3.364310265E0,-2.868981838E0,7.558628082E0,8.756854391E0
1.002714185E1,3.541417599E0,-2.737965107E0,7.669492245E0,8.880270425E0
1.003211622E1,3.617327690E0,-2.548830509E0,7.747830391E0,8.922470081E0
1.003706006E1,3.690557003E0,-2.395830154E0,7.843161583E0,8.993074932E0
1.004203443E1,3.762713909E0,-2.251356602E0,7.931624413E0,9.062962448E0
1.004700880E1,3.813874722E0,-2.084065437E0,8.057862282E0,9.155223301E0
1.005195264E1,3.872947693E0,-1.974977970E0,8.071229935E0,9.167606802E0
1.005692701E1,3.840843201E0,-1.897519112E0,8.081367493E0,9.146647245E0
1.006190137E1,3.795569420E0,-1.836241722E0,8.134139061E0,9.162005738E0
1.006687574E1,3.727043629E0,-1.786813259E0,8.197052002E0,9.180153449E0
1.007181959E1,3.680384636E0,-1.800155163E0,8.194921494E0,9.162015497E0
1.007679395E1,3.600519657E0,-1.760962009E0,8.248290062E0,9.170551671E0
1.008176832E1,3.438601971E0,-1.672887325E0,8.252126694E0,9.095060774E0
1.008674268E1,3.319858551E0,-1.689744473E0,8.319068909E0,9.115020828E0
1.009168653E1,3.167852402E0,-1.694447517E0,8.423641205E0,9.157738388E0
1.009666090E1,2.991900921E0,-1.705826283E0,8.500208855E0,9.171415649E0
1.010163526E1,2.842844009E0,-1.725201607E0,8.581790924E0,9.203543780E0
1.010660962E1,2.691130638E0,-1.732139587E0,8.644235611E0,9.217662446E0
1.011155347E1,2.584315777E0,-1.701804638E0,8.686513901E0,9.221190314E0
1.011652784E1,2.494060993E0,-1.769441128E0,8.734457016E0,9.254296381E0
1.012150220E1,2.420527935E0,-1.776724815E0,8.724688530E0,9.226911536E0
1.012647657E1,2.363789082E0,-1.763281822E0,8.792964935E0,9.274313665E0
1.013142042E1,2.349267006E0,-1.811906338E0,8.851440430E0,9.335419526E0
1.013639478E1,2.318393230E0,-1.839995384E0,8.899797440E0,9.379068432E0
1.014136915E1,2.312897205E0,-1.838605404E0,8.915599823E0,9.392437571E0
1.014634351E1,2.309514523E0,-1.870609283E0,8.930558205E0,9.412114867E0
1.015128736E1,2.314926624E0,-1.944485664E0,8.921343803E0,9.419675421E0
1.015626172E1,2.259582043E0,-2.042112827E0,8.858500481E0,9.367441837E0
1.016123609E1,2.236172676E0,-2.106920242E0,8.838943481E0,9.357697527E0
1.016617994E1,2.267249107E0,-2.185513496E0,8.747081757E0,9.296683657E0
1.017115430E1,2.258787155E0,-2.282719612E0,8.669951439E0,9.245592798E0
1.017612867E1,2.192882538E0,-2.396152973E0,8.572282791E0,9.167023243E0
1.018110303E1,2.171969891E0,-2.549872875E0,8.446327209E0,9.086239498E0
1.018604688E1,2.155560017E0,-2.653609276E0,8.288974762E0,8.966336140E0
1.019102125E1,2.161811352E0,-2.669984818E0,8.179336548E0,8.871515857E0
1.019599561E1,2.166437626E0,-2.715089321E0,8.064792633E0,8.781004625E0
1.020096998E1,2.119912624E0,-2.826003075E0,7.990298271E0,8.736428869E0
1.020591382E1,2.079362392E0,-3.011705399E0,7.855874062E0,8.666537638E0
1.021088819E1,2.066454411E0,-3.180408001E0,7.701279640E0,8.584575527E0
1.021586256E1,1.990130424E0,-3.356838703E0,7.613767624E0,8.555608840E0
1.022083692E1,1.968523502E0,-3.554969311E0,7.498447418E0,8.528751683E0
1.022578077E1,1.970360756E0,-3.810898304E0,7.410928726E0,8.563126297E0
1.023075513E1,1.936647892E0,-4.084897041E0,7.325134277E0,8.607820925E0
1.023572950E1,1.979737282E0,-4.387270451E0,7.200057983E0,8.660735343E0
1.024070386E1,2.062148094E0,-4.698970318E0,7.087636948E0,8.750278528E0
1.024564771E1,2.178540707E0,-5.009083748E0,6.990238190E0,8.871324002E0
1.025062208E1,2.339214325E0,-5.231571198E0,6.879532814E0,8.953727302E0
1.025559644E1,2.529870987E0,-5.487002850E0,6.771530151E0,9.075299889E0
1.026057081E1,2.863944054E0,-5.645832062E0,6.726118565E0,9.236788736E0
1.026551466E1,3.206409454E0,-5.776692867E0,6.631308079E0,9.360848728E0
1.027048902E1,3.552648544E0,-5.925847054E0,6.541221619E0,9.514439303E0
1.027546338E1,3.823832035E0,-6.130652905E0,6.548112869E0,9.751121916E0
1.028043775E1,4.080286026E0,-6.375705719E0,6.595707893E0,1.004000598E1
1.028538160E1,4.290752411E0,-6.587842941E0,6.725768566E0,1.034631305E1
1.029035596E1,4.486424446E0,-6.761869907E0,6.810437202E0,1.059400509E1
1.029533033E1,4.571219921E0,-7.027090549E0,6.870787621E0,1.083899330E1
1.030027418E1,4.613208771E0,-7.350834370E0,6.924989223E0,1.110278960E1
1.030524854E1,4.634168625E0,-7.698191643E0,6.981969357E0,1.137917262E1
1.031022291E1,4.629023552E0,-8.049818039E0,6.953026295E0,1.160051741E1
1.031519727E1,4.541636467E0,-8.498619080E0,6.978426456E0,1.189753856E1
1.032014112E1,4.433445930E0,-8.951441765E0,6.964826584E0,1.217754334E1
1.032511549E1,4.326745987E0,-9.419620514E0,6.995137215E0,1.250527593E1
1.033008985E1,4.168034554E0,-9.956966400E0,7.008297443E0,1.286972902E1
1.033506422E1,3.986217976E0,-1.045975304E1,7.042517662E0,1.322472769E1
1.034000806E1,3.780650139E0,-1.105048752E1,7.105365276E0,1.367087435E1
1.034498243E1,3.679073811E0,-1.166337204E1,7.146924019E0,1.416503986E1
1.034995679E1,3.618993282E0,-1.221495438E1,7.275477886E0,1.467088277E1
1.035493116E1,3.538285732E0,-1.281866264E1,7.315459251E0,1.517740169E1
1.035987501E1,3.514734268E0,-1.338133621E1,7.404695988E0,1.569213301E1
1.036484937E1,3.511459351E0,-1.404607964E1,7.541945934E0,1.632493946E1
1.036982374E1,3.477445126E0,-1.480651665E1,7.667144299E0,1.703263519E1
1.037479810E1,3.465389729E0,-1.549663162E1,7.908600807E0,1.773979944E1
1.037974195E1,3.494732380E0,-1.567248821E1,8.238814354E0,1.804766199E1
1.038471632E1,3.562680244E0,-1.578283215E1,8.541836739E0,1.829626891E1
1.038969068E1,3.647443771E0,-1.590753746E1,8.944014549E0,1.861045379E1
1.039466504E1,3.719690323E0,-1.603729057E1,9.295376778E0,1.890594654E1
1.039963941E1,3.773034096E0,-1.616967392E1,9.668046951E0,1.921367411E1
1.040458326E1,3.794568062E0,-1.630582809E1,1.021382904E1,1.961124882E1
1.040955762E1,3.626167297E0,-1.644765663E1,1.089132881E1,2.005730643E1
1.041453199E1,3.545024872E0,-1.659428406E1,1.170350647E1,2.061333375E1
1.041950635E1,3.483116150E0,-1.674567223E1,1.241932678E1,2.113739137E1
1.042445020E1,3.284556389E0,-1.690038109E1,1.304885101E1,2.160286334E1
1.042942457E1,2.841515541E0,-1.706009102E1,1.332859039E1,2.183511479E1
1.043439893E1,2.177420616E0,-1.722414017E1,1.328580093E1,2.186148832E1
1.043934278E1,1.404811859E0,-1.739217377E1,1.323540211E1,2.190061811E1
1.044431715E1,5.386877060E-1,-1.756755257E1,1.320170307E1,2.198167536E1
1.044929151E1,-4.752349854E-1,-1.774989891E1,1.316223526E1,2.210269659E1
1.045423536E1,-1.733499527E0,-1.793932152E1,1.312376499E1,2.229478604E1
1.045920972E1,-3.448189735E0,-1.814068794E1,1.308357239E1,2.263082937E1
1.046418409E1,-5.291724205E0,-1.835640907E1,1.303835106E1,2.312917416E1
1.046915845E1,-6.891198158E0,-1.859063339E1,1.298416901E1,2.369997694E1
1.047413282E1,-8.527992249E0,-1.884647179E1,1.291769409E1,2.438817277E1
1.047907667E1,-1.004292297E1,-1.912466621E1,1.283834267E1,2.512839434E1
1.048405103E1,-1.080308914E1,-1.943066025E1,1.274831104E1,2.562765551E1
1.048902540E1,-1.079601574E1,-1.976342392E1,1.265351677E1,2.583134467E1
1.049399976E1,-1.078137207E1,-2.012434006E1,1.256321526E1,2.605880703E1
1.049894361E1,-1.080357647E1,-2.051210976E1,1.248773956E1,2.633263281E1
1.050391798E1,-1.080857182E1,-2.093233299E1,1.243937683E1,2.664068102E1
1.050886182E1,-1.080517483E1,-2.137927437E1,1.243362713E1,2.698926192E1
1.051383619E1,-1.078729057E1,-2.185886192E1,1.248557472E1,2.738731565E1
1.051881055E1,-1.075168037E1,-2.236871910E1,1.260844040E1,2.783758241E1
1.052378492E1,-1.069977951E1,-2.290866089E1,1.281236076E1,2.834516914E1
1.052875928E1,-1.063747406E1,-2.347613907E1,1.310444736E1,2.891386347E1
1.053370313E1,-1.057349110E1,-2.406231117E1,1.348804665E1,2.954185057E1
1.053867750E1,-1.051688194E1,-2.466680145E1,1.397406292E1,3.023789566E1
1.054365186E1,-1.048022175E1,-2.527679062E1,1.456443596E1,3.099796746E1
1.054859571E1,-1.047874451E1,-2.587887383E1,1.475340366E1,3.157820635E1
1.055357007E1,-1.053033447E1,-2.646997452E1,1.315264893E1,3.137737511E1
1.055854444E1,-1.065285873E1,-2.703334999E1,1.108475113E1,3.109914980E1
1.056351881E1,-1.086266422E1,-2.755509186E1,8.832908630E0,3.090794131E1
1.056846265E1,-1.117209816E1,-2.801832962E1,6.230447769E0,3.080034174E1
1.057343702E1,-1.159598446E1,-2.841544151E1,3.522557735E0,3.089195016E1
1.057841138E1,-1.213751221E1,-2.873068810E1,9.178981781E-1,3.120279119E1
1.058338575E1,-1.279279137E1,-2.895390701E1,-2.064537525E0,3.172138959E1
1.058832960E1,-1.354347038E1,-2.907804108E1,-4.827582359E0,3.243861301E1
1.059330396E1,-1.394575691E1,-2.910277939E1,-7.314218521E0,3.309008457E1
1.059827833E1,-1.167102432E1,-2.902930069E1,-9.553682327E0,3.271369672E1
1.060325269E1,-8.541658401E0,-2.886478424E1,-1.148002243E1,3.221686845E1
1.060819654E1,-5.478912354E0,-2.862257195E1,-1.268089867E1,3.178168177E1
1.061317090E1,-2.646629095E0,-2.831427002E1,-1.213299656E1,3.091782880E1
1.061814527E1,8.491849899E-2,-2.795559883E1,-1.165166378E1,3.028669652E1
1.062311964E1,2.998813391E0,-2.756290436E1,-1.131029510E1,2.994376987E1
1.062806348E1,6.130295753E0,-2.715552711E1,-1.101058102E1,2.993720216E1
1.063303785E1,8.094058037E0,-2.674325371E1,-1.076258373E1,2.994242146E1
1.063801221E1,9.324428558E0,-2.634040451E1,-1.055994511E1,2.987096112E1
1.064298658E1,9.594125748E0,-2.595556259E1,-1.039538765E1,2.956015160E1
1.064793043E1,8.838393211E0,-2.559679222E1,-1.026396275E1,2.895965984E1
1.065290479E1,7.167626381E0,-2.526367569E1,-1.015954399E1,2.815749476E1
1.065787916E1,4.788104534E0,-2.495874405E1,-1.007754040E1,2.733901370E1
1.066282300E1,2.112975597E0,-2.468231964E1,-1.000471210E1,2.671658348E1
1.066779737E1,-2.645821571E-1,-2.442871094E1,-9.169163704E0,2.609416572E1
1.067277174E1,-2.224477530E0,-2.419600487E1,-7.340575218E0,2.538265148E1
1.067774610E1,-3.722611904E0,-2.397993279E1,-5.736845016E0,2.493604633E1
1.068268995E1,-4.670543194E0,-2.377743530E1,-4.399004936E0,2.462786324E1
1.068766431E1,-4.869817734E0,-2.358246994E1,-3.232867241E0,2.429607877E1
1.069263868E1,-4.540779114E0,-2.339298058E1,-2.263068199E0,2.393682713E1
1.069761304E1,-3.637195349E0,-2.320676994E1,-1.557451248E0,2.354164428E1
1.070255689E1,-2.314799547E0,-2.302364540E1,-1.060930252E0,2.316402637E1
1.070753126E1,-7.840828896E-1,-2.284123421E1,-6.154689789E-1,2.286297374E1
1.071250562E1,8.698761463E-1,-2.266036797E1,-3.666229248E-1,2.268002146E1
1.071747999E1,2.517370224E0,-2.248119736E1,-2.480697632E-1,2.262306182E1
1.072242383E1,3.820350409E0,-2.230555916E1,-4.753198624E-1,2.263534792E1
1.072739820E1,5.047275543E0,-2.213086700E1,-4.604425430E-1,2.270379422E1
1.073237256E1,6.036475182E0,-2.144658661E1,-5.370941162E-1,2.228639899E1
1.073734693E1,6.810631752E0,-1.974241638E1,-5.947027206E-1,2.089261546E1
1.074229078E1,7.241028786E0,-1.801554871E1,-6.725683212E-1,1.942793971E1
1.074726514E1,7.431654930E0,-1.637884331E1,-7.783546448E-1,1.800282864E1
1.075223951E1,7.417933464E0,-1.491696739E1,-9.518737793E-1,1.668675273E1
1.075721387E1,7.182966709E0,-1.378078556E1,-1.135049820E0,1.558182915E1
1.076215772E1,6.701648712E0,-1.280007648E1,-1.281520844E0,1.450504564E1
1.076713209E1,6.104911804E0,-1.202343559E1,-1.522675514E0,1.357024290E1
1.077210645E1,5.523876190E0,-1.135946560E1,-1.724688530E0,1.274853785E1
1.077705030E1,4.965134621E0,-1.076231766E1,-1.889737129E0,1.200213104E1
1.078202466E1,4.379369259E0,-1.015035057E1,-1.894358635E0,1.121593003E1
1.078699903E1,3.866914511E0,-9.511296272E0,-1.948009491E0,1.045047968E1
1.079197340E1,3.357625961E0,-9.008586884E0,-2.091464996E0,9.838826941E0
1.079691724E1,2.873474121E0,-8.582625389E0,-2.201920509E0,9.314868009E0
1.080189161E1,2.478159666E0,-8.251771927E0,-2.286755562E0,8.914160996E0
1.080686597E1,2.197308064E0,-7.919339657E0,-2.313528061E0,8.537945620E0
1.081184034E1,1.994938374E0,-7.506253242E0,-2.273230553E0,8.092662973E0
1.081678419E1,1.884399652E0,-7.102751255E0,-2.210612297E0,7.673776396E0
1.082175855E1,1.886752129E0,-6.687756538E0,-2.093881607E0,7.257428008E0
1.082673292E1,1.955662489E0,-6.218783379E0,-1.905796051E0,6.791902610E0
1.083170728E1,2.124762058E0,-5.672188282E0,-1.673450470E0,6.284009085E0
1.083665113E1,2.273701191E0,-5.106495380E0,-1.432630539E0,5.770480261E0
1.084162549E1,2.384444237E0,-4.640132427E0,-1.190792084E0,5.351111011E0
1.084659986E1,2.472544670E0,-4.245464802E0,-1.024888992E0,5.018749443E0
1.085157422E1,2.500748873E0,-3.875105858E0,-8.364591599E-1,4.687201112E0
1.085651807E1,2.545603991E0,-3.511827230E0,-6.526985168E-1,4.386233638E0
1.086149244E1,2.584830284E0,-3.207381964E0,-3.923778534E-1,4.137947201E0
1.086646680E1,2.620879889E0,-2.992452145E0,-1.287164688E-1,3.979993613E0
1.087141065E1,2.611980677E0,-2.813521385E0,1.541996002E-1,3.842150850E0
1.087638502E1,2.540186167E0,-2.640986443E0,3.480882645E-1,3.680831508E0
1.088135938E1,2.497528791E0,-2.460749626E0,5.771675110E-1,3.553316918E0
1.088633375E1,2.434076548E0,-2.322012424E0,8.137588501E-1,3.461022075E0
1.089130811E1,2.352606058E0,-2.123168230E0,9.220829010E-1,3.300429589E0
1.089625196E1,2.244042873E0,-1.948354363E0,1.094133377E0,3.166850326E0
1.090122632E1,2.137464523E0,-1.808857083E0,1.279123306E0,3.078453340E0
1.090620069E1,1.971531868E0,-1.731808543E0,1.383077621E0,2.966311252E0
1.091114454E1,1.843025684E0,-1.645242691E0,1.499892235E0,2.890197900E0
1.091611890E1,1.700541973E0,-1.513280630E0,1.635762215E0,2.803137401E0
1.092109327E1,1.569478989E0,-1.410507441E0,1.765005112E0,2.751006830E0
1.092606763E1,1.399830580E0,-1.277628899E0,1.885926247E0,2.673682678E0
1.093101148E1,1.271734953E0,-1.176887155E0,1.947102547E0,2.606449979E0
1.093598585E1,1.182099342E0,-1.126021028E0,2.004212379E0,2.584985391E0
1.094096021E1,1.105630875E0,-1.075779915E0,2.058384895E0,2.572288948E0
1.094593458E1,1.045351744E0,-1.056015253E0,2.165273666E0,2.626088067E0
1.095087842E1,1.002990007E0,-1.028882742E0,2.206408501E0,2.633026229E0
1.095585279E1,9.756064415E-1,-9.765621424E-1,2.274582863E0,2.660678249E0
1.096082716E1,9.561872482E-1,-9.726464748E-1,2.266963005E0,2.645648594E0
1.096580152E1,9.346830845E-1,-9.506614804E-1,2.259649277E0,2.623624320E0
1.097074537E1,9.669473171E-1,-9.354292154E-1,2.245941162E0,2.618065437E0
1.097571973E1,9.658455849E-1,-9.338611364E-1,2.257599831E0,2.627110830E0
1.098069410E1,9.867224693E-1,-9.852912426E-1,2.288134575E0,2.679548450E0
1.098563795E1,9.608407021E-1,-9.839959145E-1,2.341304779E0,2.715358334E0
1.099061231E1,9.919843674E-1,-9.482058287E-1,2.341244698E0,2.713771179E0
1.099558668E1,1.100862980E0,-9.558557272E-1,2.439445496E0,2.841910237E0
1.100056104E1,1.097534895E0,-9.675656557E-1,2.436171532E0,2.841777239E0
1.100553541E1,1.087837696E0,-9.902989864E-1,2.472004890E0,2.876611047E0
1.101047925E1,1.074011326E0,-9.953079820E-1,2.537498474E0,2.929682033E0
1.101545362E1,1.040208101E0,-1.011545181E0,2.550604820E0,2.934423537E0
1.102042799E1,1.045716047E0,-1.107863188E0,2.639938354E0,3.047975953E0
1.102537183E1,1.028904676E0,-1.158248782E0,2.749201775E0,3.155676706E0
1.103034620E1,9.993922710E-1,-1.240201116E0,2.836119652E0,3.252761657E0
1.103532056E1,9.830150604E-1,-1.314919591E0,2.968515396E0,3.392258215E0
1.104029493E1,9.146208763E-1,-1.380892038E0,3.163212776E0,3.570617487E0
1.104523878E1,8.270082474E-1,-1.482364178E0,3.343336105E0,3.749565643E0
1.105021314E1,6.936469078E-1,-1.660151839E0,3.461943626E0,3.901577096E0
1.105518751E1,5.134427547E-1,-1.859112263E0,3.642239571E0,4.121387019E0
1.106016187E1,3.308746815E-1,-2.122531891E0,3.850661278E0,4.409332371E0
1.106510572E1,1.749804020E-1,-2.293381929E0,4.015744209E0,4.627787848E0
1.107008008E1,-5.123472214E-2,-2.437394619E0,4.118137360E0,4.785663260E0
1.107505445E1,-2.211303711E-1,-2.571483850E0,4.175267220E0,4.908592893E0
1.108002882E1,-3.538641930E-1,-2.699388027E0,4.221903801E0,5.023583113E0
1.108497266E1,-4.857094288E-1,-2.811141491E0,4.182158470E0,5.062497368E0
1.108994703E1,-6.481826305E-1,-2.924450159E0,4.089350700E0,5.069056974E0
1.109492139E1,-7.623329163E-1,-3.035968304E0,4.086906433E0,5.147917949E0
1.109989576E1,-8.768708706E-1,-3.017064810E0,3.922408104E0,5.025621148E0
1.110483961E1,-9.563646317E-1,-3.007335186E0,3.810601234E0,4.947664095E0
1.110981397E1,-1.017851353E0,-2.977828264E0,3.728806496E0,4.879290976E0
1.111478834E1,-1.076980829E0,-2.988080740E0,3.568214417E0,4.777098318E0
1.111973218E1,-1.124825239E0,-3.062188387E0,3.370755196E0,4.690865605E0
1.112470655E1,-1.153994560E0,-3.133552313E0,3.249543190E0,4.659440362E0
1.112968091E1,-1.165076494E0,-3.147451639E0,3.153256416E0,4.605092951E0
1.113465528E1,-1.167630196E0,-3.164942026E0,2.980402946E0,4.501446437E0
1.113962965E1,-1.193895340E0,-3.229240656E0,2.801816940E0,4.438869165E0
1.114459725E1,-1.178657770E0,-3.278854609E0,2.569216728E0,4.329087234E0
1.114957162E1,-1.186532736E0,-3.330950737E0,2.421692848E0,4.285754192E0
1.115454598E1,-1.220501423E0,-3.328734636E0,2.254240990E0,4.201392679E0
1.115948983E1,-1.242021322E0,-3.406468153E0,2.016752243E0,4.148967565E0
1.116446420E1,-1.339826345E0,-3.485347271E0,1.802812576E0,4.146433820E0
1.116943856E1,-1.354789495E0,-3.551946402E0,1.593440056E0,4.121993332E0
1.117441292E1,-1.383203030E0,-3.601705551E0,1.396386147E0,4.103099776E0
1.117935677E1,-1.460181713E0,-3.648418903E0,1.221701622E0,4.115294155E0
1.118433114E1,-1.577888250E0,-3.716624022E0,9.575452805E-1,4.149688954E0
1.118930550E1,-1.766245365E0,-3.793339968E0,7.507314682E-1,4.251193778E0
1.119427987E1,-1.949113846E0,-3.827275991E0,5.683135986E-1,4.332443496E0
1.119922372E1,-2.199039936E0,-3.975732565E0,3.173933029E-1,4.554444486E0
1.120419808E1,-2.393388271E0,-4.190011024E0,1.311979294E-1,4.827184759E0
1.120917245E1,-2.589931250E0,-4.340351105E0,-6.152153015E-3,5.054347578E0
1.121411629E1,-2.813949585E0,-4.477990627E0,-2.280979156E-1,5.293651007E0
1.121909066E1,-3.028696537E0,-4.556860447E0,-4.730396271E-1,5.491971079E0
1.122406503E1,-3.319764853E0,-4.606421471E0,-6.290597916E-1,5.712764100E0
1.122903939E1,-3.571537018E0,-4.770834446E0,-7.528715134E-1,6.006958756E0
1.123398324E1,-3.792575359E0,-4.931524277E0,-8.699636459E-1,6.281751053E0
1.123895760E1,-3.956246853E0,-5.097306252E0,-8.968715668E-1,6.514506796E0
