"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.092529300E-1,2.118036747E-1,6.127130985E-2,4.184055328E-2,2.244228195E-1
1.142272950E-1,2.055809498E-1,9.570741653E-2,8.262634277E-2,2.413515051E-1
1.192016600E-1,1.594038010E-1,1.224226952E-1,9.885978699E-2,2.239869316E-1
1.241455080E-1,1.303634644E-1,1.567466259E-1,6.312656403E-2,2.134223528E-1
1.291198730E-1,1.554546356E-1,1.701211929E-1,1.085062027E-1,2.547174121E-1
1.340942380E-1,2.276437283E-1,1.557298899E-1,1.056184769E-1,2.953451003E-1
1.390686040E-1,2.670986652E-1,1.615805626E-1,9.016990662E-2,3.249316655E-1
1.440124510E-1,3.139097691E-1,1.746791601E-1,1.176872253E-1,3.780243843E-1
1.489868170E-1,3.578102589E-1,1.935936213E-1,1.467561722E-1,4.324858907E-1
1.539611820E-1,3.956575394E-1,1.977806091E-1,1.401042938E-1,4.639949040E-1
1.589050290E-1,3.782639503E-1,2.545911074E-1,1.265840530E-1,4.732058438E-1
1.638793950E-1,4.020643234E-1,2.245405912E-1,1.232671738E-1,4.767273785E-1
1.688537600E-1,3.956785202E-1,1.524044275E-1,9.191417694E-2,4.338626704E-1
1.738281250E-1,3.831655979E-1,1.652004719E-1,7.925224304E-2,4.247210724E-1
1.788024900E-1,3.486373425E-1,9.243071079E-2,6.742095947E-2,3.669291739E-1
1.837463380E-1,2.791063786E-1,-1.326978207E-2,1.008348465E-1,2.970591253E-1
1.887207030E-1,3.060975075E-1,-4.873871803E-3,1.113500595E-1,3.257579998E-1
1.936950690E-1,3.689417839E-1,1.504933834E-2,1.892709732E-1,4.149313483E-1
1.986389160E-1,-9.611368179E-3,1.690721512E-2,-2.051210403E-1,2.060409511E-1
2.036132810E-1,-2.434182167E-1,8.995759487E-2,-2.762708664E-1,3.790387694E-1
2.085876470E-1,-2.331442833E-1,1.709821224E-1,-1.570644379E-1,3.290294526E-1
2.135620120E-1,-1.448581219E-1,2.240922451E-1,-9.513950348E-2,2.832891366E-1
2.185058600E-1,-8.683347702E-2,2.539582253E-1,-1.192398071E-1,2.936885502E-1
2.234802250E-1,-1.615762711E-2,2.797892094E-1,-2.141408920E-1,3.527029802E-1
2.284545900E-1,5.410695076E-2,2.682430744E-1,-3.761281967E-1,4.651390431E-1
2.333984380E-1,4.498004913E-2,2.645967007E-1,-4.748945236E-1,5.454900800E-1
2.383728030E-1,-2.258419991E-2,2.289563417E-1,-5.092277527E-1,5.587879353E-1
2.433471680E-1,-7.582020760E-2,2.282153368E-1,-4.769477844E-1,5.341442997E-1
2.483215330E-1,-1.378624439E-1,2.649077177E-1,-3.448047638E-1,4.561496218E-1
2.532653810E-1,-1.595878601E-1,2.796536684E-1,-2.738685608E-1,4.227037354E-1
2.582397460E-1,-1.414401531E-1,2.531204224E-1,-1.548433304E-1,3.287122177E-1
2.632141110E-1,-1.395177841E-1,1.657086611E-1,-4.857063293E-2,2.219992766E-1
2.681884770E-1,-1.350727081E-1,8.915603161E-2,1.466751099E-2,1.625071393E-1
2.731323240E-1,-1.751015186E-1,3.809118271E-2,6.968688965E-2,1.922699733E-1
2.781066900E-1,-1.598076820E-1,3.590428829E-2,7.134056091E-2,1.786535440E-1
2.830810550E-1,-1.835961342E-1,2.961063385E-2,-4.943847656E-3,1.860343295E-1
2.880554200E-1,-1.812129021E-1,-4.459607601E-2,-4.309082031E-2,1.915300098E-1
2.929992680E-1,-2.292537689E-1,-4.179167747E-2,-2.663898468E-2,2.345495052E-1
2.979736330E-1,-2.575869560E-1,-6.943416595E-2,-5.415439606E-2,2.722220453E-1
3.029479980E-1,-3.099663258E-1,-8.757829666E-2,-7.669067383E-2,3.311050296E-1
3.079223630E-1,-2.339196205E-1,-6.959438324E-4,-4.190540314E-2,2.376445581E-1
3.128662110E-1,-2.650580406E-1,4.655551910E-2,-1.084756851E-1,2.901553989E-1
3.178405760E-1,-3.988792896E-1,-4.613423347E-2,-1.982641220E-1,4.478188443E-1
3.228149420E-1,-3.555228710E-1,1.004571915E-1,-3.364038467E-1,4.996555886E-1
3.277893070E-1,-2.620756626E-1,3.475100994E-1,-5.941057205E-1,7.364838961E-1
3.327331540E-1,-2.589325905E-1,3.671166897E-1,-6.287794113E-1,7.727770043E-1
3.377075200E-1,-2.933514118E-1,2.926943302E-1,-5.990762711E-1,7.284348978E-1
3.426513670E-1,-3.214459419E-1,2.314276695E-1,-5.145339966E-1,6.493315743E-1
3.476257330E-1,-3.525433540E-1,1.501245499E-1,-4.352836609E-1,5.799103917E-1
3.526000980E-1,-4.219851494E-1,1.097724438E-1,-2.974338531E-1,5.278146954E-1
3.575744630E-1,-4.415090084E-1,1.287276745E-1,-1.933536530E-1,4.988854115E-1
3.625488280E-1,-4.663009644E-1,5.426645279E-2,-1.037702560E-1,4.807803067E-1
3.674926760E-1,-3.990802765E-1,-5.030155182E-3,1.933193207E-2,3.995798958E-1
3.724670410E-1,-2.941873074E-1,-5.774140358E-2,1.992416382E-1,3.599687096E-1
3.774414060E-1,-2.056531906E-1,-9.057641029E-2,3.101339340E-1,3.829887439E-1
3.824157720E-1,-2.041177750E-1,-1.478567123E-1,3.172502518E-1,4.051831631E-1
3.873596190E-1,-1.705837250E-1,-1.961503029E-1,3.542432785E-1,4.393882667E-1
3.923339850E-1,-1.800274849E-1,-2.391891479E-1,3.590927124E-1,4.675135505E-1
3.973083500E-1,-1.603629589E-1,-2.290399075E-1,3.438148499E-1,4.431525796E-1
4.022827150E-1,-1.035902500E-1,-1.780116558E-1,2.809553146E-1,3.483604144E-1
4.072265630E-1,-1.617455482E-2,-1.545488834E-1,2.150411606E-1,2.653105244E-1
4.122009280E-1,-4.853367805E-2,-9.281229973E-2,5.944728851E-2,1.204309802E-1
4.171752930E-1,-1.189897060E-1,-6.320118904E-2,-1.508951187E-1,2.022925537E-1
4.221496580E-1,-1.614439487E-1,-1.153469086E-2,-3.320856094E-1,3.694293568E-1
4.271240240E-1,-2.461807728E-1,1.311326027E-2,-4.979639053E-1,5.556482534E-1
4.320678710E-1,-3.450961113E-1,-4.796862602E-2,-5.709953308E-1,6.689005778E-1
4.370422360E-1,-4.560377598E-1,-1.298837662E-1,-5.622844696E-1,7.355297790E-1
4.420166020E-1,-4.881086349E-1,-2.484788895E-1,-4.314393997E-1,6.972314922E-1
4.469604490E-1,-4.207477570E-1,-2.947289944E-1,-2.301874161E-1,5.629210439E-1
4.519348150E-1,-3.205118179E-1,-3.189690113E-1,-1.498908997E-1,4.763783553E-1
4.569091800E-1,-1.539030075E-1,-3.256435394E-1,-3.899574280E-2,3.622851342E-1
4.618835450E-1,-6.333374977E-2,-3.320217133E-1,1.164226532E-1,3.574965959E-1
4.668579100E-1,4.792237282E-2,-3.300759792E-1,1.791391373E-1,3.785994405E-1
4.718017580E-1,8.161520958E-2,-3.363895416E-1,2.763481140E-1,4.429302950E-1
4.767761230E-1,1.538038254E-1,-3.025057316E-1,3.276720047E-1,4.717353888E-1
4.817199710E-1,1.928601265E-1,-2.835068703E-1,3.541955948E-1,4.929763618E-1
4.866943360E-1,2.477169037E-1,-2.261705399E-1,3.337316513E-1,4.731739559E-1
4.916687010E-1,3.265028000E-1,-1.393964291E-1,2.317695618E-1,4.239723724E-1
4.966430670E-1,3.104674816E-1,-3.755378723E-2,1.492567062E-1,3.465225944E-1
5.015869140E-1,2.680208683E-1,1.697216034E-1,1.078290939E-1,3.350637581E-1
5.065612790E-1,2.214791775E-1,1.801714897E-1,6.282138824E-2,2.923376790E-1
5.115356450E-1,1.250865459E-1,1.343967915E-1,5.383491516E-3,1.836794042E-1
5.165100100E-1,1.269712448E-1,8.313918114E-2,4.065513611E-3,1.518234134E-1
5.214538580E-1,8.861637115E-2,6.741404533E-2,-1.528282166E-1,1.890872246E-1
5.264282230E-1,1.090598106E-2,4.867172241E-2,-1.731081009E-1,1.801507468E-1
5.314025880E-1,-2.558326721E-2,1.282076836E-1,-2.835540771E-1,3.122412983E-1
5.363769530E-1,-1.172423363E-1,1.560170650E-1,-3.360118866E-1,3.885757043E-1
5.413208010E-1,-7.641816139E-2,7.943296432E-2,-2.790794373E-1,3.000577670E-1
5.462951660E-1,-2.069163322E-2,6.159615517E-2,-2.429552078E-1,2.514944592E-1
5.512695310E-1,1.968145370E-2,7.672476768E-2,-2.089939117E-1,2.235005699E-1
5.562438970E-1,5.194878578E-2,3.288054466E-2,-2.489166260E-1,2.563967497E-1
5.611877440E-1,7.027173042E-2,1.170468330E-2,-2.653131485E-1,2.747110891E-1
5.661621100E-1,-5.192232132E-2,-2.248980999E-1,6.673717499E-2,2.402684609E-1
5.711364750E-1,8.267641068E-3,9.262728691E-2,1.178417206E-1,1.501160860E-1
5.761108400E-1,-2.087354660E-3,8.428287506E-2,-1.192016602E-1,1.460034104E-1
5.810546880E-1,-1.689529419E-2,1.684193611E-1,-4.058475494E-1,4.397303328E-1
5.860290530E-1,-2.026267052E-1,1.530785561E-1,-7.866516113E-1,8.266265079E-1
5.910034180E-1,-3.560748100E-1,1.522688866E-1,-1.017661095E0,1.088856826E0
5.959777830E-1,-5.213179588E-1,1.278333664E-1,-1.187465668E0,1.303145616E0
6.009216310E-1,-7.035017014E-1,5.769848824E-2,-1.151544571E0,1.350666005E0
6.058959960E-1,-1.035412312E0,-7.935397625E-1,-6.432466507E-1,1.454493129E0
6.108703610E-1,-7.651426792E-1,-8.583915234E-1,-2.535896301E-1,1.177534300E0
6.158142090E-1,-5.568487644E-1,-6.849217415E-1,-1.297893524E-1,8.922127630E-1
6.207885740E-1,-5.077376366E-1,-6.513044834E-1,1.821804047E-2,8.260308316E-1
6.257629400E-1,-5.907828808E-1,-5.600268841E-1,-4.260349274E-2,8.151500357E-1
6.307373050E-1,-7.064054012E-1,-4.604504108E-1,-8.882713318E-2,8.478876289E-1
6.356811520E-1,-8.308234215E-1,-4.057958126E-1,-8.319187164E-2,9.283634454E-1
6.406555180E-1,-1.016539574E0,-3.697562218E-1,-1.285543442E-1,1.089311061E0
6.456298830E-1,-1.185676098E0,-2.987699509E-1,-2.222251892E-1,1.242769217E0
6.506042480E-1,-1.328520060E0,-3.055317402E-1,-3.430719376E-1,1.405707490E0
6.555480960E-1,-1.473521471E0,-3.798766136E-1,-3.251819611E-1,1.556057542E0
6.605224610E-1,-1.501048803E0,-3.036713600E-1,-3.533639908E-1,1.571696509E0
6.654968260E-1,-1.436360836E0,-1.258785725E-1,-4.978256226E-1,1.525387891E0
6.704406740E-1,-1.431725740E0,6.890296936E-5,-6.642351151E-1,1.578305068E0
6.754150390E-1,-1.340405703E0,8.778762817E-2,-8.530111313E-1,1.591232888E0
6.803894040E-1,-1.372365952E0,7.972049713E-2,-1.078245163E0,1.747099394E0
6.853637700E-1,-1.206631422E0,1.266853809E-1,-8.344964981E-1,1.472546427E0
6.903076170E-1,-9.856622219E-1,3.626294136E-1,-7.689762115E-1,1.301673738E0
6.952819830E-1,-1.030519724E0,3.688414097E-1,-7.642993927E-1,1.334978819E0
7.002563480E-1,-1.142764091E0,1.165232658E-1,-4.055700302E-1,1.218184916E0
7.052307130E-1,-1.290639877E0,-1.460287571E-1,1.481990814E-1,1.307302053E0
7.101745610E-1,-1.405308723E0,-2.709345818E-1,6.900157928E-1,1.588842330E0
7.151489260E-1,-1.615629196E0,-2.946524620E-1,1.102096558E0,1.977800444E0
7.201232910E-1,-1.986267090E0,-2.449939251E-1,1.448356628E0,2.470428282E0
7.250976560E-1,-2.428034306E0,-2.482061386E-1,1.401906013E0,2.814657590E0
7.300415040E-1,-2.624847412E0,-2.787401676E-1,9.279994965E-1,2.797981966E0
7.350158690E-1,-2.726665020E0,-3.277361393E-1,5.540294647E-1,2.801617703E0
7.399902350E-1,-2.880225182E0,-3.729407787E-1,6.829023361E-1,2.983477421E0
7.449646000E-1,-2.945642471E0,-5.349633694E-1,6.244688034E-1,3.058260398E0
7.499084470E-1,-3.011686325E0,-7.296047211E-1,6.813545227E-1,3.172825485E0
7.548828130E-1,-2.792780399E0,-7.782096863E-1,8.105154037E-1,3.010343484E0
7.598571780E-1,-2.555452824E0,-7.161245346E-1,1.494085312E0,3.045564710E0
7.648315430E-1,-2.179166794E0,-5.456643105E-1,1.977562904E0,2.992870277E0
7.697753910E-1,-2.021889210E0,-1.946946383E-1,2.714343548E0,3.390221656E0
7.747497560E-1,-2.146288872E0,6.940269470E-2,3.701814651E0,4.279579929E0
7.797241210E-1,-1.803427219E0,6.090259552E-2,4.189036369E0,4.561149479E0
7.846984860E-1,-1.117102623E0,-5.551874638E-2,4.299907684E0,4.442995239E0
7.896423340E-1,-4.219226837E-1,-2.125250101E-1,3.521997929E0,3.553541197E0
7.946166990E-1,8.029317856E-2,-3.239750862E-3,2.649433136E0,2.650651511E0
7.995910650E-1,-7.551746368E-1,-2.337944508E-2,2.205386639E0,2.331215468E0
8.045349120E-1,-1.810892582E0,-9.639053345E-1,2.627147675E0,3.333219216E0
8.095092770E-1,-1.839175224E0,-1.746451259E0,1.650908470E0,3.026244584E0
8.144836430E-1,-2.124604225E0,-1.994128108E0,4.491620064E-1,2.948259916E0
8.194580080E-1,-2.099725723E0,-1.884457469E0,-5.484199524E-2,2.821885134E0
8.244018560E-1,-1.741213322E0,-1.773502350E0,-1.656336784E-1,2.490897214E0
8.293762210E-1,-1.363438606E0,-1.686952591E0,-2.892508507E-1,2.188250427E0
8.343505860E-1,-1.066164017E0,-1.748097301E0,-4.067144394E-1,2.087574314E0
8.393249510E-1,-7.474198341E-1,-1.879148483E0,-4.331617355E-1,2.068203210E0
8.442687990E-1,-5.606703758E-1,-1.962898612E0,-4.488105774E-1,2.090156254E0
8.492431640E-1,-3.759593964E-1,-1.966764450E0,-4.954905510E-1,2.062769681E0
8.542175290E-1,-2.425956726E-1,-1.894253612E0,-4.852786064E-1,1.970417400E0
8.591918950E-1,-7.466077805E-2,-1.889751077E0,-6.336021423E-1,1.994538803E0
8.641357420E-1,9.841251373E-2,-1.921450377E0,-8.132429123E-1,2.088784481E0
8.691101080E-1,1.828050613E-1,-1.846616268E0,-8.312082291E-1,2.033301860E0
8.740844730E-1,2.622356415E-1,-1.704327464E0,-7.348036766E-1,1.874416197E0
8.790588380E-1,2.364683151E-1,-1.617319226E0,-5.884547234E-1,1.737215503E0
8.840026860E-1,2.165908813E-1,-1.513459921E0,-4.293746948E-1,1.588028706E0
8.889770510E-1,3.987216949E-2,-1.593712807E0,-3.265833855E-1,1.627318963E0
8.939514160E-1,-1.433029175E-1,-1.783731222E0,-1.229338646E-1,1.793696054E0
8.989257810E-1,-1.291894913E-1,-1.767146349E0,-3.309488297E-2,1.772171384E0
9.039001470E-1,-1.771736145E-1,-1.780198097E0,-7.570552826E-2,1.790594058E0
9.088439940E-1,5.025196075E-2,-1.745566726E0,-1.809043884E-1,1.755635170E0
9.138183600E-1,-8.335018158E-2,-1.895615935E0,-1.704010963E-1,1.905083610E0
9.187622070E-1,-1.118822098E-1,-1.989373326E0,-6.970620155E-2,1.993735894E0
9.237365720E-1,-2.994518280E-1,-2.105484247E0,-8.253931999E-2,2.128273491E0
9.287109380E-1,-4.829044342E-1,-2.133343935E0,-9.791374207E-2,2.189506825E0
9.336853030E-1,-5.638771057E-1,-2.009208202E0,6.853103638E-3,2.086844976E0
9.386291510E-1,-5.368432999E-1,-1.959949493E0,1.873028278E-1,2.040756011E0
9.436035160E-1,-5.819196701E-1,-2.097691536E0,3.891408443E-1,2.211418296E0
9.485778810E-1,-6.590757370E-1,-2.251731396E0,6.633732319E-1,2.438183576E0
9.535522460E-1,-2.275876999E-1,-2.028747559E0,8.765819073E-1,2.221713001E0
9.584960940E-1,-3.310070038E-1,-2.366524935E0,9.623472691E-1,2.576066414E0
9.634704590E-1,-7.309465408E-1,-2.839403868E0,1.325869083E0,3.217829392E0
9.684448240E-1,-1.198687553E0,-3.101969242E0,1.693887711E0,3.732066533E0
9.734191900E-1,-1.351766586E0,-3.111117601E0,2.076402903E0,3.977156603E0
9.783630370E-1,-1.242503166E0,-3.114227057E0,2.100375891E0,3.956488741E0
9.833374020E-1,-1.301280975E0,-3.215248823E0,1.923841238E0,3.966399158E0
9.883117680E-1,-1.467116356E0,-3.308280945E0,1.818925142E0,4.050387868E0
9.932861330E-1,-1.744258881E0,-3.384104252E0,1.820872784E0,4.220210697E0
9.982299810E-1,-2.020464897E0,-3.457291365E0,1.943160534E0,4.450956621E0
1.003204346E0,-2.175809860E0,-3.628623009E0,2.093843937E0,4.720724088E0
1.008178711E0,-2.283556938E0,-3.849256992E0,2.248397589E0,5.008662836E0
1.013153076E0,-2.336771965E0,-4.028345585E0,2.400509119E0,5.239323945E0
1.018096924E0,-2.418997765E0,-4.155836105E0,2.451155901E0,5.397285352E0
1.023071289E0,-2.085671425E0,-3.898466110E0,2.416758537E0,5.038728523E0
1.028045654E0,-2.155746460E0,-4.252973080E0,2.361986637E0,5.321090461E0
1.032989502E0,-2.486374855E0,-4.798253059E0,2.507374048E0,5.957534470E0
1.037963867E0,-2.956666946E0,-5.148166180E0,2.594820499E0,6.479088506E0
1.042938233E0,-3.026566505E0,-5.111435413E0,2.677696943E0,6.515898842E0
1.047912598E0,-2.976583481E0,-5.004690170E0,2.526582241E0,6.347486963E0
1.052856445E0,-2.863647461E0,-5.105900764E0,2.365458012E0,6.313960010E0
1.057830811E0,-2.766335487E0,-5.302976608E0,2.180763483E0,6.366309944E0
1.062805176E0,-2.634626389E0,-5.504889011E0,2.087481022E0,6.450010562E0
1.067779541E0,-2.529720306E0,-5.571210384E0,1.846494794E0,6.391198088E0
1.072723389E0,-2.414684296E0,-5.642441273E0,1.574639559E0,6.336192351E0
1.077697754E0,-2.182508469E0,-5.748960972E0,1.393369794E0,6.305186346E0
1.082672119E0,-1.892796516E0,-5.842420101E0,1.277566314E0,6.272856365E0
1.087646485E0,-1.658530235E0,-5.918449879E0,1.046825647E0,6.234951118E0
1.092590332E0,-1.417620659E0,-5.895143032E0,7.805576324E-1,6.113233998E0
1.097564697E0,-1.143292427E0,-5.857834816E0,6.047531366E-1,5.998922625E0
1.102539063E0,-1.033046722E0,-5.861247540E0,4.464991391E-1,5.968313810E0
1.107513428E0,-9.281969070E-1,-5.957201958E0,3.682233691E-1,6.040313991E0
1.112457276E0,-8.787631989E-1,-5.967600346E0,3.565303385E-1,6.042482315E0
1.117431641E0,-8.115911484E-1,-5.963291645E0,3.686159849E-1,6.029544359E0
1.122406006E0,-7.541589737E-1,-5.967371464E0,5.571054220E-1,6.040583117E0
1.127380371E0,-6.796836853E-1,-5.925284863E0,7.949339151E-1,6.016883790E0
1.132324219E0,-6.594638824E-1,-6.032791138E0,9.172062278E-1,6.137648474E0
1.137298584E0,-6.241970062E-1,-6.014004230E0,1.032023787E0,6.133754306E0
1.142272949E0,-5.963897705E-1,-5.991387367E0,1.041776776E0,6.110458428E0
1.147247315E0,-5.937080383E-1,-6.054035187E0,1.117563725E0,6.184883180E0
1.152191162E0,-5.772132874E-1,-6.086190701E0,1.165858746E0,6.223674079E0
1.157165527E0,-5.833530426E-1,-6.144803524E0,1.210706592E0,6.290049409E0
1.162139893E0,-5.510387421E-1,-6.163765907E0,1.258909106E0,6.315101424E0
1.167114258E0,-5.043315887E-1,-6.217938423E0,1.213757873E0,6.355337659E0
1.172088623E0,-4.439086914E-1,-6.286431313E0,1.122872353E0,6.401337040E0
1.177032471E0,-3.139219284E-1,-6.469722748E0,1.097114801E0,6.569590573E0
1.182006836E0,-1.877040863E-1,-6.694073677E0,1.190175891E0,6.801644938E0
1.186950684E0,-3.806114197E-2,-6.877083778E0,1.322454095E0,7.003186045E0
1.191925049E0,7.439041138E-2,-7.068953514E0,1.531073093E0,7.233244261E0
1.196899414E0,2.187690735E-1,-7.408795357E0,1.687885880E0,7.601780534E0
1.201873779E0,3.271188736E-1,-7.749329090E0,1.659351587E0,7.931743553E0
1.206817627E0,4.216403961E-1,-8.012783051E0,1.561687589E0,8.174432149E0
1.211791992E0,4.717731476E-1,-8.113417625E0,1.341677308E0,8.237124102E0
1.216766358E0,4.444580078E-1,-8.131301880E0,1.131747127E0,8.221706924E0
1.221740723E0,4.575071335E-1,-8.097818375E0,9.439675808E-1,8.165479165E0
1.226684570E0,4.713611603E-1,-8.162631035E0,6.899161339E-1,8.205285554E0
1.231658936E0,3.735532761E-1,-8.203838348E0,4.149297476E-1,8.222814141E0
1.236633301E0,2.424631119E-1,-8.198138237E0,2.430304289E-1,8.205322827E0
1.241607666E0,9.981155396E-2,-8.162048340E0,2.896341085E-1,8.167795502E0
1.246551514E0,3.389358521E-2,-8.276715279E0,4.560052156E-1,8.289336845E0
1.251525879E0,3.079414368E-2,-8.607259750E0,5.463155508E-1,8.624635028E0
1.256500244E0,2.325725555E-2,-8.810236931E0,5.277785063E-1,8.826061739E0
1.261444092E0,3.253192902E-1,-8.521005630E0,4.273084402E-1,8.537913217E0
1.266418457E0,2.990550995E-1,-8.597185135E0,3.664755821E-1,8.610187602E0
1.271392822E0,-3.172874451E-3,-9.247461319E0,7.339664698E-1,9.276543413E0
1.276367188E0,-1.933698654E-1,-9.573769569E0,9.487901926E-1,9.622611834E0
1.281311035E0,9.388160706E-2,-9.220932007E0,9.634968042E-1,9.271608648E0
1.286285401E0,2.970342636E-1,-8.870324135E0,6.606433392E-1,8.899849956E0
1.291259766E0,3.042640686E-1,-8.943344116E0,2.908707857E-1,8.953244463E0
1.296234131E0,2.857017517E-1,-9.051568031E0,1.856135130E-1,9.057977793E0
1.301177979E0,3.433027267E-1,-9.135620117E0,1.144170761E-1,9.142784201E0
1.306152344E0,3.605041504E-1,-9.215221405E0,-3.298103809E-2,9.222329236E0
1.311126709E0,3.952035904E-1,-9.169130325E0,-1.233322620E-1,9.178471967E0
1.316101074E0,4.585828781E-1,-9.069664955E0,-2.217683792E-1,9.083958491E0
1.321044922E0,9.231290817E-1,-8.768006325E0,-3.675565720E-1,8.824126022E0
1.326019287E0,9.177770615E-1,-9.191518784E0,-4.241880178E-1,9.246959920E0
1.330993652E0,4.856920242E-1,-1.002447319E1,-2.956049442E-1,1.004058473E1
1.335968018E0,2.291107178E-1,-1.028601646E1,-2.584331036E-1,1.029181296E1
1.340911865E0,4.367647171E-1,-9.889431000E0,-2.216044664E-1,9.901551265E0
1.345886231E0,5.409879684E-1,-9.681348801E0,-3.891443014E-1,9.704257616E0
1.350860596E0,4.331102371E-1,-1.004857922E1,-6.139853001E-1,1.007663171E1
1.355804444E0,3.126850128E-1,-1.043669128E1,-8.296670914E-1,1.047428491E1
1.360778809E0,2.173118591E-1,-1.056435871E1,-9.914833307E-1,1.061300799E1
1.365753174E0,9.574413300E-2,-1.049104500E1,-1.252152443E0,1.056593951E1
1.370727539E0,3.112878799E-1,-9.933087349E0,-1.560737491E0,1.005977266E1
1.375701904E0,2.925453186E-1,-9.927936554E0,-1.765536189E0,1.008794454E1
1.380645752E0,-2.101516724E-1,-1.076670456E1,-1.685000181E0,1.089978515E1
1.385620117E0,-5.776329041E-1,-1.111517715E1,-1.738120914E0,1.126507378E1
1.390594483E0,-5.967025757E-1,-1.082508850E1,-1.936303854E0,1.101307712E1
1.395538330E0,-6.466875076E-1,-1.046141434E1,-2.277565956E0,1.072598254E1
1.400512695E0,-9.331607819E-1,-1.037700844E1,-2.565856457E0,1.073017766E1
1.405487061E0,-1.257642746E0,-1.032721901E1,-2.735136271E0,1.075704830E1
1.410461426E0,-1.533255577E0,-1.018964672E1,-2.866922379E0,1.069574761E1
1.415405274E0,-1.811150551E0,-1.012271690E1,-3.003855228E0,1.071320727E1
1.420379639E0,-2.045002937E0,-1.007522202E1,-3.219625950E0,1.077302775E1
1.425354004E0,-2.305656433E0,-1.006873989E1,-3.443506956E0,1.088821908E1
1.430328369E0,-2.549201012E0,-1.005261993E1,-3.641396523E0,1.099151318E1
1.435272217E0,-2.775803566E0,-9.991700172E0,-3.812134743E0,1.104859851E1
1.440246582E0,-2.989525795E0,-9.798421860E0,-3.939255476E0,1.097561247E1
1.445220947E0,-3.196549416E0,-9.593423843E0,-4.006244659E0,1.087665875E1
1.450195313E0,-3.429591179E0,-9.368653297E0,-4.137181282E0,1.080046431E1
1.455139160E0,-3.657017708E0,-9.168783188E0,-4.239580154E0,1.074310958E1
1.460113526E0,-3.882732391E0,-8.971490860E0,-4.388371468E0,1.071545908E1
1.465087891E0,-4.092412949E0,-8.796251297E0,-4.534218311E0,1.070892228E1
1.470031738E0,-4.265380859E0,-8.627962112E0,-4.595288754E0,1.066545277E1
1.475006104E0,-4.377584457E0,-8.500520706E0,-4.646370888E0,1.063065663E1
1.479980469E0,-4.477136612E0,-8.420896530E0,-4.678127766E0,1.062267057E1
1.484954834E0,-4.536614418E0,-8.375709534E0,-4.726796150E0,1.063371912E1
1.489898682E0,-4.657789230E0,-8.263435364E0,-4.801213741E0,1.063160467E1
1.494873047E0,-4.816972733E0,-8.067110062E0,-4.872973442E0,1.058429786E1
1.499847412E0,-4.922949791E0,-7.779834270E0,-4.967306614E0,1.046113717E1
1.504821777E0,-5.034263611E0,-7.543024540E0,-5.039364815E0,1.037478805E1
1.509765625E0,-5.073706627E0,-7.317635536E0,-5.027231216E0,1.022562186E1
1.514739990E0,-5.100260735E0,-7.157887459E0,-5.011306286E0,1.011737135E1
1.519714356E0,-5.072105408E0,-7.035926819E0,-5.108442783E0,1.006611679E1
1.524688721E0,-5.041983604E0,-6.937490940E0,-5.170557499E0,1.001424206E1
