"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.714233398E0,-9.036560059E-1,3.543334961E0,-9.187225342E0
8.716705322E0,-8.866119385E-1,3.576354980E0,-9.267120361E0
8.719177246E0,-8.684997559E-1,3.622161865E0,-9.341690063E0
8.721679687E0,-8.514556885E-1,3.667968750E0,-9.415191650E0
8.724151611E0,-8.376007080E-1,3.714843750E0,-9.484436035E0
8.726654053E0,-8.248291016E-1,3.757446289E0,-9.548339844E0
8.729125976E0,-8.173675537E-1,3.791534424E0,-9.610137939E0
8.731597900E0,-8.173675537E-1,3.830947876E0,-9.669784546E0
8.734100342E0,-8.205566406E-1,3.869308472E0,-9.729446411E0
8.736572265E0,-8.290863037E-1,3.901260376E0,-9.784835815E0
8.739044189E0,-8.365478516E-1,3.919372559E0,-9.847686768E0
8.741546631E0,-8.439941406E-1,3.923629761E0,-9.905212402E0
8.744018555E0,-8.546447754E-1,3.931091309E0,-9.964859009E0
8.746490478E0,-8.684997559E-1,3.926834106E0,-1.002877808E1
8.748992920E0,-8.823394775E-1,3.919372559E0,-1.009162903E1
8.751464844E0,-8.961944580E-1,3.909790039E0,-1.015554810E1
8.753967285E0,-9.132385254E-1,3.893798828E0,-1.021307373E1
8.756439209E0,-9.228210449E-1,3.863983154E0,-1.025994873E1
8.758911133E0,-9.281463623E-1,3.837341309E0,-1.032066345E1
8.761413574E0,-9.238891602E-1,3.840545654E0,-1.038244629E1
8.763885498E0,-9.132385254E-1,3.860778809E0,-1.043357849E1
8.766387939E0,-8.908691406E-1,3.890609741E0,-1.047087097E1
8.768859863E0,-8.642425537E-1,3.926834106E0,-1.049749756E1
8.771331787E0,-8.301544189E-1,3.955596924E0,-1.052519226E1
8.773834228E0,-7.854003906E-1,3.983291626E0,-1.055288696E1
8.776306152E0,-7.353363037E-1,4.021636963E0,-1.057313538E1
8.778778076E0,-6.799468994E-1,4.062118530E0,-1.059017944E1
8.781280517E0,-6.181640625E-1,4.107925415E0,-1.060722351E1
8.783752441E0,-5.478515625E-1,4.156921387E0,-1.061999512E1
8.786254883E0,-4.754180908E-1,4.204864502E0,-1.062426758E1
8.788726806E0,-3.987121582E-1,4.251739502E0,-1.062959290E1
8.791198730E0,-3.188171387E-1,4.297546387E0,-1.063171387E1
8.793701172E0,-2.442474365E-1,4.342285156E0,-1.063066101E1
8.796173096E0,-1.611633301E-1,4.381698608E0,-1.062426758E1
8.798645019E0,-8.233642578E-2,4.415786743E0,-1.061999512E1
8.801147461E0,-2.441406250E-3,4.445617676E0,-1.061894226E1
8.803619385E0,7.106018066E-2,4.475433350E0,-1.061361694E1
8.806121826E0,1.424407959E-1,4.499938965E0,-1.060508728E1
8.808593750E0,2.106170654E-1,4.496749878E0,-1.060615540E1
8.811065674E0,2.692108154E-1,4.472244263E0,-1.061148071E1
8.813568115E0,3.213958740E-1,4.433898926E0,-1.061573792E1
8.816040039E0,3.693389893E-1,4.382766724E0,-1.062106323E1
8.818511963E0,4.183349609E-1,4.313522339E0,-1.062426758E1
8.821014404E0,4.716033936E-1,4.224044800E0,-1.062106323E1
8.823486328E0,5.248718262E-1,4.120712280E0,-1.061254883E1
8.825988769E0,5.760040283E-1,4.009918213E0,-1.060083008E1
8.828460693E0,6.282043457E-1,3.903396606E0,-1.058271790E1
8.830932617E0,6.772003174E-1,3.798995972E0,-1.056141663E1
8.833435058E0,7.219390869E-1,3.699920654E0,-1.053797913E1
8.835906982E0,7.624206543E-1,3.601928711E0,-1.051133728E1
8.838378906E0,7.975769043E-1,3.510314941E0,-1.047299194E1
8.840881348E0,8.263397217E-1,3.404846191E0,-1.042718506E1
8.843353271E0,8.497772217E-1,3.307907104E0,-1.040907288E1
8.845855713E0,8.636169434E-1,3.252517700E0,-1.040802002E1
8.848327637E0,8.806610107E-1,3.234405518E0,-1.039630127E1
8.850799560E0,8.977050781E-1,3.237609863E0,-1.037605286E1
8.853302002E0,9.083557129E-1,3.254653931E0,-1.035688782E1
8.855773926E0,9.179534912E-1,3.277023315E0,-1.033557129E1
8.858276367E0,9.349975586E-1,3.305786133E0,-1.031745911E1
8.860748291E0,9.509735107E-1,3.347320557E0,-1.030041504E1
8.863220215E0,9.722747803E-1,3.400588989E0,-1.028764343E1
8.865722656E0,9.935913086E-1,3.462371826E0,-1.027378845E1
8.868194580E0,1.012756348E0,3.534805298E0,-1.026313782E1
8.870666504E0,1.039382935E0,3.605117798E0,-1.025781250E1
8.873168945E0,1.067092896E0,3.667968750E0,-1.025888062E1
8.875640869E0,1.091583252E0,3.719100952E0,-1.024502563E1
8.878112793E0,1.109695435E0,3.741470337E0,-1.023651123E1
8.880615234E0,1.128875732E0,3.750000000E0,-1.025888062E1
8.883087158E0,1.148040771E0,3.762771606E0,-1.027911377E1
8.885589599E0,1.159759521E0,3.752120972E0,-1.028443909E1
8.888061523E0,1.172546387E0,3.694595337E0,-1.027699280E1
8.890563965E0,1.178939819E0,3.588073730E0,-1.027272034E1
8.893035889E0,1.181076050E0,3.464508057E0,-1.025994873E1
8.895507812E0,1.183197021E0,3.330276489E0,-1.024395752E1
8.898010254E0,1.180007935E0,3.186477661E0,-1.021626282E1
8.900482178E0,1.174682617E0,3.028808594E0,-1.018431091E1
8.902954101E0,1.165084839E0,2.861557007E0,-1.014701843E1
8.905456543E0,1.155502319E0,2.699645996E0,-1.010653687E1
8.907928467E0,1.144851685E0,2.546249390E0,-1.006179810E1
8.910430908E0,1.125671387E0,2.394973755E0,-1.001599121E1
8.912902832E0,1.104370117E0,2.242645264E0,-9.970184326E0
8.915374756E0,1.078811646E0,2.105224609E0,-9.927581787E0
8.917877197E0,1.052169800E0,1.971008301E0,-9.877517700E0
8.920349121E0,1.024475098E0,1.832519531E0,-9.813598633E0
8.922821045E0,9.903869629E-1,1.696166992E0,-9.770980835E0
8.925323486E0,9.605560303E-1,1.592834473E0,-9.748611450E0
8.927795410E0,9.328613281E-1,1.529983521E0,-9.723052979E0
8.930267334E0,9.073028564E-1,1.494827271E0,-9.694290161E0
8.932769775E0,8.806610107E-1,1.482040405E0,-9.661270142E0
8.935241699E0,8.614959717E-1,1.490570068E0,-9.637832642E0
8.937744140E0,8.433837891E-1,1.525726318E0,-9.622909546E0
8.940216064E0,8.284606934E-1,1.584320068E0,-9.618652344E0
8.942687988E0,8.210144043E-1,1.666336060E0,-9.620788574E0
8.945190430E0,8.071594238E-1,1.746231079E0,-9.617584229E0
8.947662353E0,7.975769043E-1,1.817611694E0,-9.634628296E0
8.950134277E0,7.954406738E-1,1.903884888E0,-9.678314209E0
8.952636719E0,8.029022217E-1,1.994445801E0,-9.713455200E0
8.955108642E0,8.220825195E-1,2.049835205E0,-9.726242065E0
8.957611084E0,8.455047607E-1,2.044509888E0,-9.727310181E0
8.960083008E0,8.732147217E-1,1.999771118E0,-9.723052979E0
8.962554931E0,8.998413086E-1,1.935852051E0,-9.701736450E0
8.965057373E0,9.286041260E-1,1.862350464E0,-9.670852661E0
8.967529297E0,9.573669434E-1,1.773925781E0,-9.636764526E0
8.970001221E0,9.829254150E-1,1.671661377E0,-9.599472046E0
8.972503662E0,1.004241943E0,1.556610107E0,-9.557937622E0
8.974975586E0,1.017013550E0,1.441574097E0,-9.513198853E0
8.977478027E0,1.024475098E0,1.325454712E0,-9.457794189E0
8.979949951E0,1.023406982E0,1.207214355E0,-9.397079468E0
8.982421875E0,1.021286011E0,1.099624634E0,-9.338485718E0
8.984924316E0,1.017013550E0,1.001617432E0,-9.272445679E0
8.987396240E0,1.008499146E0,9.195861816E-1,-9.196807861E0
8.989868164E0,1.006362915E0,8.641967773E-1,-9.119049072E0
8.992370605E0,1.005294800E0,8.183898926E-1,-9.023162842E0
8.994842529E0,1.004241943E0,7.885589600E-1,-8.927291870E0
8.997344971E0,1.005294800E0,7.938842773E-1,-8.866577148E0
8.999816894E0,1.011688232E0,8.503417969E-1,-8.813308716E0
9.002288818E0,1.026611328E0,9.462127686E-1,-8.750457764E0
9.004791260E0,1.043655396E0,1.061264038E0,-8.686553955E0
9.007263183E0,1.068145752E0,1.186965942E0,-8.630081177E0
9.009765625E0,1.096908569E0,1.319061279E0,-8.582153320E0
9.012237549E0,1.127807617E0,1.474594116E0,-8.545928955E0
9.014709473E0,1.160827637E0,1.649291992E0,-8.519302368E0
9.017211914E0,1.205566406E0,1.838912964E0,-8.498001099E0
9.019683838E0,1.252441406E0,2.028533936E0,-8.488403320E0
9.022155762E0,1.296112061E0,2.216018677E0,-8.488403320E0
9.024658203E0,1.349380493E0,2.380065918E0,-8.489471436E0
9.027130127E0,1.400512695E0,2.502563477E0,-8.484146118E0
9.029602051E0,1.455902100E0,2.565414429E0,-8.467102051E0
9.032104492E0,1.512374878E0,2.570755005E0,-8.426620483E0
9.034576416E0,1.567764282E0,2.529205322E0,-8.368026733E0
9.037078857E0,1.618896484E0,2.448242188E0,-8.291336060E0
9.039550781E0,1.670028687E0,2.333190918E0,-8.208236694E0
9.042053223E0,1.709442139E0,2.184051514E0,-8.117691040E0
9.044525146E0,1.745666504E0,2.013610840E0,-8.018630981E0
9.046997070E0,1.777618408E0,1.823989868E0,-7.914230347E0
9.049468994E0,1.798919678E0,1.625854492E0,-7.806640625E0
9.051971435E0,1.819168091E0,1.411743164E0,-7.693725586E0
9.054443359E0,1.831939697E0,1.184844971E0,-7.578674316E0
9.056945801E0,1.834075928E0,9.558105469E-1,-7.460433960E0
9.059417724E0,1.835144043E0,7.225189209E-1,-7.341110229E0
9.061889648E0,1.828750610E0,4.828338623E-1,-7.213287354E0
9.064392090E0,1.814895630E0,2.378234863E-1,-7.074798584E0
9.066864014E0,1.797851562E0,-8.255004883E-3,-6.930984497E0
9.069335937E0,1.776550293E0,-2.426147461E-1,-6.805282593E0
9.071838379E0,1.748855591E0,-4.386291504E-1,-6.675323486E0
9.074310303E0,1.730743408E0,-5.952148438E-1,-6.530456543E0
9.076812744E0,1.710510254E0,-7.294464111E-1,-6.379180908E0
9.079284668E0,1.686004639E0,-8.508758545E-1,-6.231109619E0
9.081756592E0,1.664703369E0,-9.552764893E-1,-6.090499878E0
9.084259033E0,1.640197754E0,-1.035171509E0,-5.952011108E0
9.086730957E0,1.614639282E0,-1.094833374E0,-5.816726685E0
9.089202881E0,1.585876465E0,-1.135314941E0,-5.689956665E0
9.091705322E0,1.556045532E0,-1.163009644E0,-5.569580078E0
9.094177246E0,1.528350830E0,-1.173660278E0,-5.449203491E0
9.096679687E0,1.496383667E0,-1.174728394E0,-5.336288452E0
9.099151611E0,1.466567993E0,-1.159805298E0,-5.227630615E0
9.101623535E0,1.434600830E0,-1.129974365E0,-5.116851807E0
9.104125976E0,1.401580811E0,-1.085235596E0,-5.010314941E0
9.106597900E0,1.374954224E0,-1.017059326E0,-4.904861450E0
9.109069824E0,1.347244263E0,-9.339752197E-1,-4.801528931E0
9.111572265E0,1.321685791E0,-8.327789307E-1,-4.696060181E0
9.114044189E0,1.303573608E0,-7.145233154E-1,-4.592742920E0
9.116546631E0,1.284393311E0,-5.824279785E-1,-4.491531372E0
9.119018555E0,1.268417358E0,-4.396972656E-1,-4.394592285E0
9.121490478E0,1.257766724E0,-2.852325439E-1,-4.291259766E0
9.123992920E0,1.240722656E0,-1.243743896E-1,-4.193267822E0
9.126464844E0,1.223678589E0,3.967285156E-2,-4.097381592E0
9.128936767E0,1.204513550E0,2.047882080E-1,-3.999389648E0
9.131439209E0,1.185333252E0,3.560638428E-1,-3.905639648E0
9.133911133E0,1.162963867E0,4.988098145E-1,-3.814025879E0
9.136413574E0,1.132064819E0,6.298370361E-1,-3.722412109E0
9.138885498E0,1.101181030E0,7.321014404E-1,-3.635055542E0
9.141357422E0,1.060699463E0,8.109283447E-1,-3.557296753E0
9.143859863E0,1.017013550E0,8.545989990E-1,-3.474212646E0
9.146331787E0,9.733428955E-1,8.663177490E-1,-3.391113281E0
9.148834228E0,9.264678955E-1,8.450164795E-1,-3.310150146E0
9.151306152E0,8.785400391E-1,7.992095947E-1,-3.225997925E0
9.153778076E0,8.348541260E-1,7.257080078E-1,-3.145034790E0
9.156280517E0,7.879943848E-1,6.309051514E-1,-3.063018799E0
9.158752441E0,7.411193848E-1,5.233154297E-1,-2.987380981E0
9.161224365E0,6.921081543E-1,4.008026123E-1,-2.910690308E0
9.163726806E0,6.452484131E-1,2.751007080E-1,-2.839309692E0
9.166198730E0,5.962371826E-1,1.515350342E-1,-2.770065308E0
9.168701172E0,5.504302979E-1,3.115844727E-2,-2.707214355E0
9.171173096E0,5.003662109E-1,-7.431030273E-2,-2.642242432E0
9.173645019E0,4.524230957E-1,-1.712493896E-1,-2.580444336E0
9.176147461E0,4.076843262E-1,-2.607269287E-1,-2.526123047E0
9.178619385E0,3.618774414E-1,-3.278350830E-1,-2.476058960E0
9.181091308E0,3.182067871E-1,-3.811035156E-1,-2.430252075E0
9.183593750E0,2.723999023E-1,-4.237060547E-1,-2.387634277E0
9.186065674E0,2.265930176E-1,-4.524688721E-1,-2.345031738E0
9.188568115E0,1.807861328E-1,-4.759063721E-1,-2.304550171E0
9.191040039E0,1.349792480E-1,-4.812316895E-1,-2.257675171E0
9.193511963E0,9.556579590E-2,-4.737854004E-1,-2.205474854E0
9.196014404E0,5.722045898E-2,-4.567413330E-1,-2.152221680E0
9.198486328E0,1.992797852E-2,-4.290313721E-1,-2.095748901E0
9.200950354E0,-1.202392578E-2,-3.917541504E-1,-2.040359497E0
9.203452795E0,-3.971862793E-2,-3.438110352E-1,-1.983901978E0
9.205924719E0,-7.061767578E-2,-2.905578613E-1,-1.927444458E0
9.208427160E0,-9.831237793E-2,-2.319641113E-1,-1.874176025E0
9.210899084E0,-1.206817627E-1,-1.723022461E-1,-1.821975708E0
9.213371008E0,-1.377258301E-1,-1.051940918E-1,-1.768722534E0
9.215873450E0,-1.558380127E-1,-3.276062012E-2,-1.719711304E0
9.218345373E0,-1.824645996E-1,3.541564941E-2,-1.669647217E0
9.220817297E0,-2.016448975E-1,1.099853516E-1,-1.619583130E0
9.223319739E0,-2.208251953E-1,1.941375732E-1,-1.569519043E0
9.225791662E0,-2.399902344E-1,2.751007080E-1,-1.519454956E0
9.228294104E0,-2.549133301E-1,3.592529297E-1,-1.471511841E0
9.230766028E0,-2.762145996E-1,4.327545166E-1,-1.422515869E0
9.233237951E0,-2.953796387E-1,5.009460449E-1,-1.375640869E0
9.235740393E0,-3.134918213E-1,5.680541992E-1,-1.330902100E0
9.238212317E0,-3.252105713E-1,6.202545166E-1,-1.284027100E0
9.240684241E0,-3.348083496E-1,6.660614014E-1,-1.240341187E0
9.243186682E0,-3.369293213E-1,7.054748535E-1,-1.194534302E0
9.245658606E0,-3.358612061E-1,7.203826904E-1,-1.149795532E0
9.248161047E0,-3.401336670E-1,7.108001709E-1,-1.107192993E0
9.250632971E0,-3.422546387E-1,6.948242188E-1,-1.063507080E0
9.253104895E0,-3.369293213E-1,6.756439209E-1,-1.014511108E0
9.255607336E0,-3.369293213E-1,6.596679688E-1,-9.676361084E-1
9.258079260E0,-3.411865234E-1,6.362304688E-1,-9.250335693E-1
9.260551184E0,-3.348083496E-1,6.063995361E-1,-8.792266846E-1
9.263053625E0,-3.348083496E-1,5.840301514E-1,-8.270263672E-1
9.265525549E0,-3.390655518E-1,5.648498535E-1,-7.801513672E-1
9.268027991E0,-3.433227539E-1,5.414123535E-1,-7.311553955E-1
9.270499914E0,-3.443908691E-1,5.296936035E-1,-6.778869629E-1
9.272971838E0,-3.411865234E-1,5.318298340E-1,-6.203613281E-1
9.275474280E0,-3.390655518E-1,5.328979492E-1,-5.671081543E-1
9.277946203E0,-3.369293213E-1,5.371551514E-1,-5.074462891E-1
9.280418127E0,-3.316040039E-1,5.541992188E-1,-4.488525391E-1
9.282920569E0,-3.284149170E-1,5.744476318E-1,-3.881378174E-1
9.285392492E0,-3.273468018E-1,5.968170166E-1,-3.274230957E-1
9.287894934E0,-3.273468018E-1,6.319732666E-1,-2.709503174E-1
9.290366858E0,-3.220214844E-1,6.639251709E-1,-2.176971436E-1
9.292838782E0,-3.198852539E-1,6.958770752E-1,-1.633605957E-1
9.295341223E0,-3.103027344E-1,7.342376709E-1,-1.165008545E-1
9.297813147E0,-3.017730713E-1,7.661895752E-1,-6.748962402E-2
9.300285071E0,-2.975158691E-1,8.056030273E-1,-2.700805664E-2
9.302787512E0,-2.815399170E-1,8.524780273E-1,1.240539551E-2
9.305259436E0,-2.634277344E-1,8.887023926E-1,5.928039551E-2
9.307761877E0,-2.559661865E-1,9.185180664E-1,1.040191650E-1
9.310233801E0,-2.463836670E-1,9.526062012E-1,1.412963867E-1
9.312705725E0,-2.325286865E-1,9.930877686E-1,1.817779541E-1
9.315208166E0,-2.261505127E-1,1.035705566E0,2.147979736E-1
9.317680090E0,-2.165527344E-1,1.079376221E0,2.446289062E-1
9.320152014E0,-2.122955322E-1,1.113464355E0,2.691345215E-1
9.322654455E0,-2.112274170E-1,1.142227173E0,2.968292236E-1
9.325126379E0,-2.133636475E-1,1.172058105E0,3.213348389E-1
9.327628821E0,-2.069702148E-1,1.198684692E0,3.404998779E-1
9.330100744E0,-2.037811279E-1,1.223190308E0,3.586120605E-1
9.332572668E0,-2.037811279E-1,1.245559692E0,3.756561279E-1
9.335075110E0,-2.005767822E-1,1.259399414E0,3.969573975E-1
9.337547033E0,-2.027130127E-1,1.272186279E0,4.129486084E-1
9.340018957E0,-1.973876953E-1,1.288162231E0,4.310455322E-1
9.342521399E0,-1.941833496E-1,1.295623779E0,4.512939453E-1
9.344993323E0,-1.920623779E-1,1.303085327E0,4.694061279E-1
9.347495764E0,-1.909942627E-1,1.309478760E0,4.832458496E-1
9.349967688E0,-1.909942627E-1,1.317993164E0,4.960327148E-1
9.352439612E0,-1.952514648E-1,1.324386597E0,5.077514648E-1
9.354942053E0,-1.963195801E-1,1.329711914E0,5.141448975E-1
9.357413977E0,-2.005767822E-1,1.325454712E0,5.184020996E-1
9.359885901E0,-2.048339844E-1,1.321197510E0,5.141448975E-1
9.362388342E0,-2.101593018E-1,1.320129395E0,5.120086670E-1
9.364860266E0,-2.154846191E-1,1.321197510E0,5.045623779E-1
9.367362707E0,-2.229461670E-1,1.324386597E0,4.928436279E-1
9.369834631E0,-2.325286865E-1,1.337173462E0,4.757995605E-1
9.372337073E0,-2.410583496E-1,1.354217529E0,4.576873779E-1
9.374808996E0,-2.474517822E-1,1.386169434E0,4.321136475E-1
9.377280920E0,-2.602386475E-1,1.420257568E0,3.990936279E-1
9.379752844E0,-2.719573975E-1,1.459671021E0,3.628692627E-1
9.382255285E0,-2.857971191E-1,1.508682251E0,3.202667236E-1
9.384727209E0,-3.017730713E-1,1.561935425E0,2.733917236E-1
9.387229651E0,-3.156280518E-1,1.622665405E0,2.265167236E-1
9.389701575E0,-3.305358887E-1,1.690841675E0,1.775207520E-1
9.392204016E0,-3.433227539E-1,1.763275146E0,1.263885498E-1
9.394675940E0,-3.550415039E-1,1.843170166E0,7.632446289E-2
9.397147864E0,-3.688964844E-1,1.930526733E0,2.412414551E-2
9.399650305E0,-3.912658691E-1,2.016815186E0,-2.488708496E-2
9.402122229E0,-4.136352539E-1,2.098831177E0,-6.962585449E-2
9.404594153E0,-4.391937256E-1,2.179794312E0,-1.101074219E-1
9.407096594E0,-4.679565430E-1,2.266082764E0,-1.452636719E-1
9.409568518E0,-5.009765625E-1,2.355560303E0,-1.612396240E-1
9.412040442E0,-5.372009277E-1,2.425872803E0,-1.708221436E-1
9.414542883E0,-5.744781494E-1,2.501510620E0,-1.900024414E-1
9.417014807E0,-6.064453125E-1,2.605895996E0,-2.027740479E-1
9.419517248E0,-6.362762451E-1,2.720947266E0,-1.931915283E-1
9.421989172E0,-6.639709473E-1,2.828536987E0,-1.665649414E-1
9.424461096E0,-6.927337646E-1,2.926544189E0,-1.314086914E-1
9.426963537E0,-7.236175537E-1,3.006439209E0,-9.092712402E-2
9.429435461E0,-7.566528320E-1,3.079940796E0,-3.340148926E-2
9.431907385E0,-7.907409668E-1,3.156646729E0,3.796386719E-2
9.434409826E0,-8.237609863E-1,3.235473633E0,1.189270020E-1
9.436881750E0,-8.567810059E-1,3.315368652E0,2.052154541E-1
9.439384192E0,-8.898010254E-1,3.395263672E0,3.032226562E-1
9.441856116E0,-9.228210449E-1,3.462371826E0,4.086761475E-1
9.444328039E0,-9.590454102E-1,3.523086548E0,5.184020996E-1
9.446830481E0,-9.963378906E-1,3.573165894E0,6.387786865E-1
9.449302405E0,-1.041076660E0,3.599792480E0,7.634124756E-1
9.451804846E0,-1.080490112E0,3.617904663E0,8.912506104E-1
9.454276770E0,-1.117767334E0,3.618972778E0,1.027603149E0
9.456748694E0,-1.159317017E0,3.609375000E0,1.166076660E0
9.459251135E0,-1.198730469E0,3.587005615E0,1.305633545E0
9.461723059E0,-1.238143921E0,3.549728394E0,1.447311401E0
9.464194983E0,-1.281814575E0,3.497528076E0,1.586868286E0
9.466697424E0,-1.324432373E0,3.422958374E0,1.725341797E0
9.469169348E0,-1.363845825E0,3.329208374E0,1.869155884E0
9.471641272E0,-1.401138306E0,3.230148315E0,2.010833740E0
9.474143713E0,-1.441604614E0,3.130004883E0,2.154647827E0
9.476615637E0,-1.482086182E0,3.020294189E0,2.297393799E0
9.479118078E0,-1.520446777E0,2.906311035E0,2.444396973E0
9.481590002E0,-1.564117432E0,2.796585083E0,2.592468262E0
9.484061926E0,-1.606719971E0,2.690063477E0,2.741607666E0
9.486564367E0,-1.648269653E0,2.598449707E0,2.895004272E0
9.489036291E0,-1.696212769E0,2.520675659E0,3.049468994E0
9.491508215E0,-1.739883423E0,2.455703735E0,3.199676514E0
9.494010657E0,-1.786758423E0,2.402435303E0,3.355209351E0
9.496482580E0,-1.841079712E0,2.359817505E0,3.510726929E0
9.498985022E0,-1.891159058E0,2.344909668E0,3.655609131E0
9.501456946E0,-1.945480347E0,2.353439331E0,3.799423218E0
9.503928869E0,-2.000869751E0,2.373672485E0,3.942169189E0
9.506431311E0,-2.052001953E0,2.415222168E0,4.081710815E0
9.508903235E0,-2.110595703E0,2.469543457E0,4.222320557E0
9.511375158E0,-2.167053223E0,2.543045044E0,4.354415894E0
9.513877600E0,-2.217117310E0,2.629333496E0,4.480117798E0
9.516349524E0,-2.272521973E0,2.729476929E0,4.601562500E0
9.518851965E0,-2.323654175E0,2.840255737E0,4.716613770E0
9.521323889E0,-2.373718262E0,2.963836670E0,4.827392578E0
9.523795813E0,-2.419525146E0,3.107635498E0,4.938186646E0
9.526298254E0,-2.470657349E0,3.263168335E0,5.045776367E0
9.528770178E0,-2.530303955E0,3.429351807E0,5.150177002E0
9.531242102E0,-2.587829590E0,3.611511230E0,5.250305176E0
9.533744543E0,-2.647491455E0,3.792602539E0,5.352569580E0
9.536216467E0,-2.716735840E0,3.969436646E0,5.456970215E0
9.538718908E0,-2.791305542E0,4.150527954E0,5.560302734E0
9.541190832E0,-2.865875244E0,4.318847656E0,5.663635254E0
9.543662756E0,-2.947891235E0,4.460525513E0,5.781875610E0
9.546165198E0,-3.027786255E0,4.578765869E0,5.902252197E0
9.548637121E0,-3.120468140E0,4.675704956E0,6.027954102E0
9.551139563E0,-3.214218140E0,4.736434937E0,6.161102295E0
9.553611487E0,-3.312210083E0,4.766250610E0,6.302795410E0
9.556083410E0,-3.419799805E0,4.753479004E0,6.452987671E0
9.558585852E0,-3.526336670E0,4.707672119E0,6.605331421E0
9.561057776E0,-3.628601074E0,4.627777100E0,6.769378662E0
9.563529700E0,-3.731933594E0,4.516983032E0,6.946212769E0
9.566032141E0,-3.828872681E0,4.373168945E0,7.134765625E0
9.568504065E0,-3.916213989E0,4.205932617E0,7.326507568E0
9.570975989E0,-4.001434326E0,4.013122559E0,7.534240723E0
9.573478430E0,-4.069625854E0,3.809646606E0,7.752609253E0
9.575950354E0,-4.133529663E0,3.604049683E0,7.981643677E0
9.578452795E0,-4.181472778E0,3.400588989E0,8.216003418E0
9.580924719E0,-4.220886230E0,3.199249268E0,8.458877563E0
9.583396643E0,-4.252838135E0,3.007507324E0,8.714553833E0
9.585899084E0,-4.277343750E0,2.827468872E0,8.973403931E0
9.588371008E0,-4.295455933E0,2.663421631E0,9.234390259E0
9.590842932E0,-4.307174683E0,2.518554688E0,9.503906250E0
9.593345373E0,-4.308242798E0,2.386459351E0,9.778747559E0
9.595817297E0,-4.306106567E0,2.270339966E0,1.005252075E1
9.598319739E0,-4.301849365E0,2.164886475E0,1.032629395E1
9.600791662E0,-4.303970337E0,2.067947388E0,1.060113525E1
9.603263586E0,-4.300781250E0,1.977401733E0,1.087702942E1
9.605766028E0,-4.302917480E0,1.892181396E0,1.115400696E1
9.608237951E0,-4.308242798E0,1.811218262E0,1.142884827E1
9.610709875E0,-4.313568115E0,1.735580444E0,1.170474243E1
9.613212317E0,-4.324218750E0,1.653549194E0,1.197851562E1
9.615684241E0,-4.331680298E0,1.555557251E0,1.225335693E1
9.618186682E0,-4.343383789E0,1.445831299E0,1.253884888E1
9.620658606E0,-4.349777222E0,1.327590942E0,1.281475830E1
9.623130530E0,-4.357238770E0,1.193359375E0,1.309385681E1
9.625632971E0,-4.356170654E0,1.045288086E0,1.337295532E1
9.628104895E0,-4.354049683E0,8.780364990E-1,1.364884949E1
9.630607336E0,-4.348724365E0,7.001495361E-1,1.392687988E1
9.633079260E0,-4.334869385E0,5.126495361E-1,1.420065308E1
9.635551184E0,-4.317825317E0,3.187713623E-1,1.447337341E1
9.638053625E0,-4.295455933E0,1.227722168E-1,1.474607849E1
9.640525549E0,-4.268829346E0,-6.898498535E-2,1.501239014E1
9.642997473E0,-4.240066528E0,-2.543334961E-1,1.527870178E1
9.645499914E0,-4.210235596E0,-4.258422852E-1,1.554502869E1
9.647971838E0,-4.172943115E0,-5.803070068E-1,1.580601501E1
9.650443762E0,-4.132461548E0,-7.262420654E-1,1.606913757E1
9.652946203E0,-4.083465576E0,-8.668670654E-1,1.633438110E1
9.655418127E0,-4.034469604E0,-1.008544922E0,1.660176086E1
9.657920569E0,-3.976943970E0,-1.155548096E0,1.687127686E1
9.660392492E0,-3.915161133E0,-1.311080933E0,1.715037537E1
9.662864416E0,-3.845916748E0,-1.476196289E0,1.742628479E1
9.665366858E0,-3.773468018E0,-1.650894165E0,1.770431519E1
9.667838782E0,-3.690383911E0,-1.828796387E0,1.798448181E1
9.670341223E0,-3.600906372E0,-2.026931763E0,1.825505066E1
9.672813147E0,-3.498641968E0,-2.238922119E0,1.852137756E1
9.675285071E0,-3.382522583E0,-2.473281860E0,1.878982544E1
9.677787512E0,-3.253631592E0,-2.726806641E0,1.905187988E1
9.680259436E0,-3.097030640E0,-3.008041382E0,1.931072998E1
9.682731360E0,-2.922332764E0,-3.305252075E0,1.955894470E1
9.685233801E0,-2.723129272E0,-3.614181519E0,1.979435730E1
9.687705725E0,-2.498352051E0,-3.922042847E0,2.001913452E1
9.690208166E0,-2.242691040E0,-4.220306396E0,2.023431396E1
9.692680090E0,-1.966781616E0,-4.511123657E0,2.042393494E1
9.695152014E0,-1.671707153E0,-4.778518677E0,2.059544373E1
9.697654455E0,-1.364913940E0,-5.003280640E0,2.074351501E1
9.700126379E0,-1.048522949E0,-5.167327881E0,2.087028503E1
9.702598303E0,-7.225646973E-1,-5.279190063E0,2.097894287E1
9.705100744E0,-3.944549561E-1,-5.340972900E0,2.106523132E1
9.707572668E0,-6.529235840E-2,-5.355880737E0,2.112808228E1
9.710075110E0,2.585449219E-1,-5.321792603E0,2.116854858E1
9.712547033E0,5.770721436E-1,-5.251495361E0,2.119412231E1
9.715018957E0,8.902587891E-1,-5.149230957E0,2.119412231E1
9.717521399E0,1.187454224E0,-5.030975342E0,2.116749573E1
