"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.012122989E1,-1.522827148E-2,2.058563232E-1,1.029510498E-1
3.012373233E1,-1.948547363E-2,1.994628906E-1,1.093444824E-1
3.012620426E1,-2.694702148E-2,1.930847168E-1,1.178588867E-1
3.012867618E1,-3.013610840E-2,1.856231689E-1,1.274566650E-1
3.013117862E1,-3.332519531E-2,1.781616211E-1,1.359710693E-1
3.013365055E1,-3.865051270E-2,1.643218994E-1,1.434326172E-1
3.013612247E1,-4.611206055E-2,1.526031494E-1,1.487579346E-1
3.013862491E1,-5.036926270E-2,1.366119385E-1,1.583404541E-1
3.014109684E1,-5.464172363E-2,1.185150146E-1,1.647338867E-1
3.014359928E1,-5.676269531E-2,1.004028320E-1,1.700592041E-1
3.014607120E1,-6.208801270E-2,8.868408203E-2,1.764526367E-1
3.014854312E1,-6.422424316E-2,7.270812988E-2,1.817779541E-1
3.015104556E1,-6.636047363E-2,6.098937988E-2,1.892395020E-1
3.015351749E1,-7.487487793E-2,4.713439941E-2,1.956329346E-1
3.015598941E1,-8.233642578E-2,3.861999512E-2,2.030792236E-1
3.015849185E1,-8.978271484E-2,3.222656250E-2,2.094726562E-1
3.016096378E1,-9.512329102E-2,2.583312988E-2,2.126770020E-1
3.016346622E1,-1.025695801E-1,2.050781250E-2,2.201232910E-1
3.016593814E1,-1.121673584E-1,1.625061035E-2,2.275848389E-1
3.016841007E1,-1.228179932E-1,2.050781250E-2,2.329101562E-1
3.017091251E1,-1.313323975E-1,1.837158203E-2,2.371673584E-1
3.017338443E1,-1.409301758E-1,2.157592773E-2,2.403717041E-1
3.017585636E1,-1.526336670E-1,2.583312988E-2,2.446289062E-1
3.017835880E1,-1.600952148E-1,2.583312988E-2,2.478332520E-1
3.018083072E1,-1.707458496E-1,2.902221680E-2,2.542114258E-1
3.018333316E1,-1.813964844E-1,3.329467773E-2,2.542114258E-1
3.018580509E1,-1.899261475E-1,3.541564941E-2,2.616729736E-1
3.018827701E1,-2.027130127E-1,4.394531250E-2,2.648773193E-1
3.019077945E1,-2.154846191E-1,4.606628418E-2,2.648773193E-1
3.019325138E1,-2.272033691E-1,4.820251465E-2,2.659301758E-1
3.019572330E1,-2.399902344E-1,5.245971680E-2,2.669982910E-1
3.019822574E1,-2.506408691E-1,5.459594727E-2,2.680664062E-1
3.020069767E1,-2.602386475E-1,5.459594727E-2,2.669982910E-1
3.020320011E1,-2.708892822E-1,5.033874512E-2,2.648773193E-1
3.020567203E1,-2.804718018E-1,4.499816895E-2,2.659301758E-1
3.020814395E1,-2.879333496E-1,3.648376465E-2,2.691345215E-1
3.021064640E1,-3.007202148E-1,2.690124512E-2,2.680664062E-1
3.021311832E1,-3.092346191E-1,1.730346680E-2,2.702026367E-1
3.021562076E1,-3.166961670E-1,8.789062500E-3,2.755279541E-1
3.021809268E1,-3.241424561E-1,-1.039123535E-2,2.755279541E-1
3.022056461E1,-3.294677734E-1,-2.210998535E-2,2.797851562E-1
3.022306705E1,-3.369293213E-1,-3.276062012E-2,2.808532715E-1
3.022553897E1,-3.401336670E-1,-4.127502441E-2,2.819213867E-1
3.022801090E1,-3.433227539E-1,-5.299377441E-2,2.861785889E-1
3.023051334E1,-3.486480713E-1,-6.259155273E-2,2.829742432E-1
3.023298526E1,-3.529052734E-1,-7.217407227E-2,2.819213867E-1
3.023548770E1,-3.561096191E-1,-8.496093750E-2,2.797851562E-1
3.023795963E1,-3.614349365E-1,-9.667968750E-2,2.744598389E-1
3.024043155E1,-3.625030518E-1,-1.073303223E-1,2.733917236E-1
3.024293399E1,-3.656921387E-1,-1.201171875E-1,2.733917236E-1
3.024540592E1,-3.688964844E-1,-1.318359375E-1,2.702026367E-1
3.024787784E1,-3.699493408E-1,-1.499328613E-1,2.712554932E-1
3.025038028E1,-3.699493408E-1,-1.616516113E-1,2.680664062E-1
3.025285221E1,-3.699493408E-1,-1.712493896E-1,2.638092041E-1
3.025535465E1,-3.646240234E-1,-1.840209961E-1,2.606048584E-1
3.025782657E1,-3.614349365E-1,-1.925506592E-1,2.584838867E-1
3.026029850E1,-3.614349365E-1,-1.978759766E-1,2.606048584E-1
3.026280094E1,-3.518524170E-1,-2.032012939E-1,2.627410889E-1
3.026527286E1,-3.433227539E-1,-2.095947266E-1,2.616729736E-1
3.026777530E1,-3.348083496E-1,-2.053375244E-1,2.542114258E-1
3.027024723E1,-3.230895996E-1,-2.021331787E-1,2.552795410E-1
3.027271915E1,-3.113708496E-1,-1.957397461E-1,2.531585693E-1
3.027522159E1,-3.028411865E-1,-1.936187744E-1,2.520904541E-1
3.027769351E1,-2.943267822E-1,-1.861572266E-1,2.552795410E-1
3.028016544E1,-2.762145996E-1,-1.701812744E-1,2.584838867E-1
3.028266788E1,-2.676849365E-1,-1.563262939E-1,2.627410889E-1
3.028513980E1,-2.506408691E-1,-1.392822266E-1,2.702026367E-1
3.028764224E1,-2.325286865E-1,-1.233062744E-1,2.712554932E-1
3.029011417E1,-2.208251953E-1,-1.094512939E-1,2.733917236E-1
3.029258609E1,-2.069702148E-1,-9.347534180E-2,2.797851562E-1
3.029508853E1,-1.899261475E-1,-7.324218750E-2,2.840423584E-1
3.029756046E1,-1.707458496E-1,-5.831909180E-2,2.893676758E-1
3.030003238E1,-1.537017822E-1,-5.726623535E-2,2.904357910E-1
3.030253482E1,-1.313323975E-1,-5.299377441E-2,2.946929932E-1
3.030500675E1,-1.132202148E-1,-4.447937012E-2,2.978973389E-1
3.030747867E1,-9.085083008E-2,-3.808593750E-2,2.989654541E-1
3.030998111E1,-7.168579102E-2,-3.276062012E-2,3.032226562E-1
3.031245304E1,-5.464172363E-2,-2.529907227E-2,3.042907715E-1
3.031495548E1,-3.546142578E-2,-1.571655273E-2,3.042907715E-1
3.031742740E1,-2.055358887E-2,-1.861572266E-3,3.032226562E-1
3.031989932E1,-7.766723633E-3,9.857177734E-3,3.064117432E-1
3.032240177E1,1.141357422E-2,1.625061035E-2,3.085479736E-1
3.032487369E1,2.420043945E-2,2.795410156E-2,3.096160889E-1
3.032734561E1,3.910827637E-2,3.861999512E-2,3.117370605E-1
3.032984806E1,5.401611328E-2,4.499816895E-2,3.170623779E-1
3.033231998E1,6.999206543E-2,4.287719727E-2,3.223876953E-1
3.033482242E1,9.024047852E-2,4.287719727E-2,3.245239258E-1
3.033729434E1,1.062164307E-1,3.541564941E-2,3.266601562E-1
3.033976627E1,1.232604980E-1,2.902221680E-2,3.298492432E-1
3.034226871E1,1.403045654E-1,2.795410156E-2,3.309173584E-1
3.034474063E1,1.626739502E-1,2.262878418E-2,3.287811279E-1
3.034721256E1,1.839752197E-1,1.197814941E-2,3.266601562E-1
3.034971500E1,2.074127197E-1,3.463745117E-3,3.245239258E-1
3.035218692E1,2.308502197E-1,-8.255004883E-3,3.234558105E-1
3.035468936E1,2.542877197E-1,-1.785278320E-2,3.223876953E-1
3.035716129E1,2.819824219E-1,-2.529907227E-2,3.191986084E-1
3.035963321E1,3.064880371E-1,-4.022216797E-2,3.160095215E-1
3.036213565E1,3.299255371E-1,-6.045532227E-2,3.128051758E-1
3.036460758E1,3.597564697E-1,-7.963562012E-2,3.085479736E-1
3.036707950E1,3.874511719E-1,-9.986877441E-2,3.021545410E-1
3.036958194E1,4.172821045E-1,-1.211700439E-1,3.000183105E-1
3.037205387E1,4.460449219E-1,-1.435394287E-1,2.968292236E-1
3.037455631E1,4.737396240E-1,-1.595306396E-1,2.915039062E-1
3.037702823E1,5.035552979E-1,-1.723022461E-1,2.872467041E-1
3.037950016E1,5.344543457E-1,-1.840209961E-1,2.787170410E-1
3.038200260E1,5.717315674E-1,-1.914825439E-1,2.733917236E-1
3.038447452E1,6.026306152E-1,-1.957397461E-1,2.680664062E-1
3.038694644E1,6.367187500E-1,-1.946716309E-1,2.669982910E-1
3.038944888E1,6.665496826E-1,-2.032012939E-1,2.659301758E-1
3.039192081E1,6.899871826E-1,-2.127838135E-1,2.616729736E-1
3.039442325E1,7.208709717E-1,-2.255706787E-1,2.563476562E-1
3.039689517E1,7.485656738E-1,-2.468719482E-1,2.520904541E-1
3.039936710E1,7.709503174E-1,-2.756347656E-1,2.542114258E-1
3.040186954E1,7.975769043E-1,-3.107910156E-1,2.478332520E-1
3.040434146E1,8.242034912E-1,-3.480834961E-1,2.393035889E-1
3.040681339E1,8.476409912E-1,-3.885498047E-1,2.361145020E-1
3.040931583E1,8.742675781E-1,-4.322357178E-1,2.286529541E-1
3.041178775E1,8.955841064E-1,-4.780426025E-1,2.201232910E-1
3.041429019E1,9.179534912E-1,-5.217132568E-1,2.052154541E-1
3.041676212E1,9.328613281E-1,-5.621948242E-1,1.956329346E-1
3.041923404E1,9.531097412E-1,-5.984191895E-1,1.828460693E-1
3.042173648E1,9.722747803E-1,-6.261138916E-1,1.721954346E-1
3.042420841E1,9.871978760E-1,-6.495513916E-1,1.594085693E-1
3.042671085E1,1.001037598E0,-6.644592285E-1,1.519470215E-1
3.042918277E1,1.009567261E0,-6.719207764E-1,1.423645020E-1
3.043165470E1,1.012756348E0,-6.761779785E-1,1.317138672E-1
3.043415714E1,1.018081665E0,-6.708526611E-1,1.231842041E-1
3.043662906E1,1.023406982E0,-6.569976807E-1,1.146697998E-1
3.043910099E1,1.028732300E0,-6.431579590E-1,1.082763672E-1
3.044160343E1,1.029800415E0,-6.239776611E-1,1.008148193E-1
3.044407535E1,1.033004761E0,-6.026763916E-1,9.442138672E-2
3.044654727E1,1.028732300E0,-5.813751221E-1,8.697509766E-2
3.044904972E1,1.020217896E0,-5.621948242E-1,7.951354980E-2
3.045152164E1,1.017013550E0,-5.472869873E-1,7.312011719E-2
3.045402408E1,1.008499146E0,-5.376892090E-1,6.140136719E-2
3.045649600E1,9.978485107E-1,-5.323638916E-1,5.288696289E-2
3.045896793E1,9.914550781E-1,-5.345001221E-1,3.903198242E-2
3.046147037E1,9.861297607E-1,-5.451507568E-1,2.519226074E-2
3.046394229E1,9.776000977E-1,-5.632629395E-1,1.559448242E-2
3.046641422E1,9.733428955E-1,-5.867004395E-1,2.822875977E-3
3.046891666E1,9.701538086E-1,-6.101379395E-1,-8.895874023E-3
3.047138858E1,9.680175781E-1,-6.399536133E-1,-1.742553711E-2
3.047389102E1,9.605560303E-1,-6.708526611E-1,-2.807617188E-2
3.047636295E1,9.562988281E-1,-7.081298828E-1,-3.765869141E-2
3.047883487E1,9.562988281E-1,-7.464904785E-1,-5.470275879E-2
3.048133731E1,9.541625977E-1,-7.922973633E-1,-6.855773926E-2
3.048380924E1,9.520416260E-1,-8.370361328E-1,-8.453369141E-2
3.048631168E1,9.477844238E-1,-8.902893066E-1,-9.625244141E-2
3.048878360E1,9.488372803E-1,-9.510192871E-1,-1.143646240E-1
3.049125553E1,9.499053955E-1,-1.006408691E0,-1.324768066E-1
3.049375797E1,9.467163086E-1,-1.073516846E0,-1.484527588E-1
3.049622989E1,9.467163086E-1,-1.147018433E0,-1.665649414E-1
3.049870182E1,9.467163086E-1,-1.219467163E0,-1.836090088E-1
3.050120426E1,9.435119629E-1,-1.292968750E0,-2.081146240E-1
3.050367618E1,9.381866455E-1,-1.371795654E0,-2.315368652E-1
3.050617862E1,9.456481934E-1,-1.451690674E0,-2.539062500E-1
3.050865055E1,9.605560303E-1,-1.513473511E0,-2.837371826E-1
3.051112247E1,9.786682129E-1,-1.560348511E0,-3.082427979E-1
3.051362491E1,1.001037598E0,-1.594436646E0,-3.348693848E-1
3.051609684E1,1.019149780E0,-1.616806030E0,-3.604431152E-1
3.051856876E1,1.040451050E0,-1.626388550E0,-3.923950195E-1
3.052107120E1,1.060699463E0,-1.613616943E0,-4.222259521E-1
3.052354312E1,1.079864502E0,-1.588043213E0,-4.552459717E-1
3.052604556E1,1.101181030E0,-1.550765991E0,-4.957275391E-1
3.052851749E1,1.118225098E0,-1.498565674E0,-5.287475586E-1
3.053098941E1,1.132064819E0,-1.442108154E0,-5.671081543E-1
3.053349185E1,1.149108887E0,-1.372863770E0,-6.065216064E-1
3.053596378E1,1.164031982E0,-1.301483154E0,-6.437988281E-1
3.053843570E1,1.174682617E0,-1.223724365E0,-6.842803955E-1
3.054093814E1,1.183197021E0,-1.143829346E0,-7.183685303E-1
3.054341007E1,1.193847656E0,-1.063934326E0,-7.524566650E-1
3.054591251E1,1.206634521E0,-9.776458740E-1,-7.886810303E-1
3.054838443E1,1.219421387E0,-8.977508545E-1,-8.227691650E-1
3.055085636E1,1.235397339E0,-8.231811523E-1,-8.547210693E-1
3.055335880E1,1.255645752E0,-7.518157959E-1,-8.866729736E-1
3.055583072E1,1.268417358E0,-6.868286133E-1,-9.175720215E-1
3.055833316E1,1.284393311E0,-6.271820068E-1,-9.537963867E-1
3.056080509E1,1.301452637E0,-5.749816895E-1,-9.857482910E-1
3.056327701E1,1.312103271E0,-5.312957764E-1,-1.014511108E0
3.056577945E1,1.330200195E0,-4.982757568E-1,-1.045410156E0
3.056825138E1,1.350448608E0,-4.695129395E-1,-1.074172974E0
3.057072330E1,1.366424561E0,-4.567413330E-1,-1.110382080E0
3.057322574E1,1.382400513E0,-4.492797852E-1,-1.144470215E0
3.057569767E1,1.391998291E0,-4.503479004E-1,-1.175369263E0
3.057816959E1,1.405838013E0,-4.663238525E-1,-1.212646484E0
3.058067203E1,1.422882080E0,-4.908294678E-1,-1.247802734E0
3.058314395E1,1.437805176E0,-5.291748047E-1,-1.282958984E0
3.058564640E1,1.453781128E0,-5.760498047E-1,-1.322372437E0
3.058811832E1,1.472946167E0,-6.346282959E-1,-1.359664917E0
3.059059024E1,1.497451782E0,-7.028045654E-1,-1.393753052E0
3.059309268E1,1.521957397E0,-7.837677002E-1,-1.435287476E0
3.059556461E1,1.541122437E0,-8.636627197E-1,-1.475769043E0
3.059803653E1,1.556045532E0,-9.403686523E-1,-1.521575928E0
3.060053897E1,1.572021484E0,-1.035171509E0,-1.570587158E0
3.060301090E1,1.591201782E0,-1.133178711E0,-1.621719360E0
3.060551334E1,1.600784302E0,-1.222656250E0,-1.674972534E0
3.060798526E1,1.614639282E0,-1.307876587E0,-1.730377197E0
3.061045719E1,1.625289917E0,-1.395233154E0,-1.792160034E0
3.061295963E1,1.637008667E0,-1.477264404E0,-1.847549438E0
3.061543155E1,1.647659302E0,-1.555023193E0,-1.905075073E0
3.061790348E1,1.658309937E0,-1.623199463E0,-1.965789795E0
3.062040592E1,1.667892456E0,-1.682846069E0,-2.024383545E0
3.062287784E1,1.682815552E0,-1.740371704E0,-2.086166382E0
3.062538028E1,1.696655273E0,-1.794708252E0,-2.144760132E0
3.062785221E1,1.713699341E0,-1.829864502E0,-2.209732056E0
3.063032413E1,1.727554321E0,-1.863952637E0,-2.273651123E0
3.063282657E1,1.740341187E0,-1.887390137E0,-2.335433960E0
3.063529850E1,1.758438110E0,-1.902297974E0,-2.396163940E0
3.063777042E1,1.775482178E0,-1.909759521E0,-2.455810547E0
3.064027286E1,1.792526245E0,-1.909759521E0,-2.514404297E0
3.064274478E1,1.813842773E0,-1.885253906E0,-2.577255249E0
3.064524723E1,1.827682495E0,-1.861816406E0,-2.632644653E0
3.064771915E1,1.846862793E0,-1.849029541E0,-2.682708740E0
3.065019107E1,1.852188110E0,-1.835189819E0,-2.729583740E0
3.065269351E1,1.848983765E0,-1.790451050E0,-2.784988403E0
3.065516544E1,1.848983765E0,-1.722274780E0,-2.836120605E0
3.065766788E1,1.877746582E0,-1.646636963E0,-2.873397827E0
3.066013980E1,1.932083130E0,-1.572067261E0,-2.901092529E0
3.066261173E1,1.977890015E0,-1.484710693E0,-2.923461914E0
3.066511417E1,1.989608765E0,-1.377120972E0,-2.953292847E0
3.066758609E1,1.973632812E0,-1.258880615E0,-2.993774414E0
3.067008853E1,1.981079102E0,-1.137435913E0,-3.035324097E0
3.067256046E1,2.024765015E0,-1.006408691E0,-3.063018799E0
3.067503238E1,2.066299438E0,-8.679199219E-1,-3.085388184E0
3.067753482E1,2.095062256E0,-7.443542480E-1,-3.110946655E0
3.068000675E1,2.114242554E0,-6.420898438E-1,-3.141845703E0
3.068247867E1,2.136611938E0,-5.547332764E-1,-3.166351318E0
3.068498111E1,2.164306641E0,-4.801635742E-1,-3.192977905E0
3.068745304E1,2.193069458E0,-4.215850830E-1,-3.217483521E0
3.068992496E1,2.218643188E0,-3.906860352E-1,-3.240921021E0
3.069242740E1,2.244201660E0,-3.778991699E-1,-3.261154175E0
3.069489932E1,2.271896362E0,-3.747100830E-1,-3.286727905E0
3.069740177E1,2.301727295E0,-3.864288330E-1,-3.306961060E0
3.069987369E1,2.335815430E0,-4.205169678E-1,-3.328262329E0
3.070234561E1,2.367767334E0,-4.641876221E-1,-3.352767944E0
3.070484806E1,2.400802612E0,-5.121307373E-1,-3.380462646E0
3.070731998E1,2.434890747E0,-5.621948242E-1,-3.411361694E0
3.070979190E1,2.464706421E0,-6.186523438E-1,-3.446517944E0
3.071229434E1,2.494537354E0,-6.783142090E-1,-3.478469849E0
3.071476627E1,2.524368286E0,-7.262420654E-1,-3.510421753E0
3.071726871E1,2.548873901E0,-7.763061523E-1,-3.543457031E0
3.071974063E1,2.570175171E0,-8.242492676E-1,-3.577545166E0
3.072221256E1,2.591476440E0,-8.721923828E-1,-3.608428955E0
3.072471500E1,2.609588623E0,-9.158630371E-1,-3.637191772E0
3.072718692E1,2.627700806E0,-9.584808350E-1,-3.665954590E0
3.072965885E1,2.644744873E0,-9.989471436E-1,-3.688323975E0
3.073216129E1,2.660720825E0,-1.060745239E0,-3.707504272E0
3.073463321E1,2.672439575E0,-1.126785278E0,-3.740524292E0
3.073713565E1,2.684158325E0,-1.161941528E0,-3.767150879E0
3.073960758E1,2.696945190E0,-1.175781250E0,-3.792724609E0
3.074207950E1,2.710784912E0,-1.187500000E0,-3.821487427E0
3.074458194E1,2.720382690E0,-1.198150635E0,-3.854507446E0
3.074705387E1,2.727828979E0,-1.201354980E0,-3.885406494E0
3.074952579E1,2.736358643E0,-1.200286865E0,-3.910964966E0
3.075202823E1,2.742752075E0,-1.205612183E0,-3.941864014E0
3.075450016E1,2.751266479E0,-1.204544067E0,-3.969558716E0
3.075700260E1,2.753402710E0,-1.206680298E0,-3.988723755E0
3.075947452E1,2.758728027E0,-1.208816528E0,-4.005767822E0
3.076194644E1,2.768310547E0,-1.217330933E0,-4.023880005E0
3.076444888E1,2.773635864E0,-1.229049683E0,-4.039855957E0
3.076692081E1,2.784286499E0,-1.246093750E0,-4.054779053E0
3.076939273E1,2.792816162E0,-1.273788452E0,-4.066497803E0
3.077189517E1,2.801330566E0,-1.310012817E0,-4.075012207E0
3.077436710E1,2.813049316E0,-1.354751587E0,-4.081405640E0
3.077686954E1,2.827972412E0,-1.401626587E0,-4.087799072E0
3.077934146E1,2.843948364E0,-1.451690674E0,-4.094192505E0
3.078181339E1,2.864181519E0,-1.509216309E0,-4.098449707E0
3.078431583E1,2.880172729E0,-1.573135376E0,-4.098449707E0
3.078678775E1,2.896148682E0,-1.637054443E0,-4.098449707E0
3.078925968E1,2.912124634E0,-1.706283569E0,-4.103775024E0
3.079176212E1,2.924911499E0,-1.776596069E0,-4.102706909E0
3.079423404E1,2.935562134E0,-1.842636108E0,-4.108047485E0
3.079673648E1,2.946212769E0,-1.902297974E0,-4.113372803E0
3.079920841E1,2.961120605E0,-1.951293945E0,-4.116561890E0
3.080168033E1,2.972839355E0,-1.993911743E0,-4.121887207E0
3.080418277E1,2.989883423E0,-2.027999878E0,-4.126144409E0
3.080665470E1,3.006927490E0,-2.051437378E0,-4.132537842E0
3.080912662E1,3.022918701E0,-2.067413330E0,-4.139999390E0
3.081162906E1,3.032501221E0,-2.071670532E0,-4.146392822E0
3.081410099E1,3.046340942E0,-2.062088013E0,-4.154907227E0
3.081660343E1,3.062332153E0,-2.047180176E0,-4.171951294E0
3.081907535E1,3.075103760E0,-2.020538330E0,-4.179412842E0
3.082157779E1,3.081497192E0,-1.993911743E0,-4.190063477E0
3.082404972E1,3.090026855E0,-1.965148926E0,-4.200714111E0
3.082652164E1,3.094284058E0,-1.931060791E0,-4.214569092E0
3.082902408E1,3.101745605E0,-1.898040771E0,-4.220962524E0
3.083149600E1,3.104934692E0,-1.867141724E0,-4.223083496E0
3.083396793E1,3.106002808E0,-1.846908569E0,-4.227355957E0
3.083647037E1,3.107070923E0,-1.837310791E0,-4.229476929E0
3.083894229E1,3.103866577E0,-1.831985474E0,-4.229476929E0
3.084141422E1,3.098541260E0,-1.827728271E0,-4.229476929E0
3.084391666E1,3.094284058E0,-1.825592041E0,-4.233734131E0
3.084638858E1,3.083633423E0,-1.831985474E0,-4.235870361E0
3.084889102E1,3.070846558E0,-1.845840454E0,-4.238006592E0
3.085136295E1,3.058059692E0,-1.861816406E0,-4.241195679E0
3.085383487E1,3.041015625E0,-1.879928589E0,-4.243331909E0
3.085633731E1,3.025039673E0,-1.901229858E0,-4.242263794E0
3.085880924E1,3.006927490E0,-1.927871704E0,-4.240127563E0
3.086128116E1,2.983505249E0,-1.953430176E0,-4.236938477E0
3.086378360E1,2.958999634E0,-1.980056763E0,-4.236938477E0
3.086625553E1,2.937698364E0,-2.008819580E0,-4.232681274E0
3.086875797E1,2.915313721E0,-2.035461426E0,-4.232681274E0
3.087122989E1,2.889755249E0,-2.059951782E0,-4.231613159E0
3.087370182E1,2.868453979E0,-2.082321167E0,-4.232681274E0
3.087620426E1,2.848205566E0,-2.097244263E0,-4.230545044E0
3.087867618E1,2.831161499E0,-2.112152100E0,-4.232681274E0
3.088114810E1,2.813049316E0,-2.122802734E0,-4.228408813E0
3.088365055E1,2.797073364E0,-2.131332397E0,-4.228408813E0
3.088612247E1,2.780029297E0,-2.138793945E0,-4.226287842E0
3.088862491E1,2.761917114E0,-2.148376465E0,-4.226287842E0
3.089109684E1,2.744873047E0,-2.159027100E0,-4.219894409E0
3.089356876E1,2.729965210E0,-2.176071167E0,-4.213500977E0
3.089607120E1,2.711853027E0,-2.196304321E0,-4.209243774E0
3.089854312E1,2.693740845E0,-2.216552734E0,-4.202850342E0
3.090101505E1,2.672439575E0,-2.239990234E0,-4.188995361E0
3.090351749E1,2.650070190E0,-2.268753052E0,-4.179412842E0
3.090598941E1,2.635162354E0,-2.307098389E0,-4.163436890E0
3.090849185E1,2.619171143E0,-2.349716187E0,-4.144256592E0
3.091096378E1,2.597869873E0,-2.397644043E0,-4.122955322E0
3.091343570E1,2.576568604E0,-2.441314697E0,-4.101654053E0
3.091593814E1,2.561645508E0,-2.485000610E0,-4.086730957E0
3.091841007E1,2.547805786E0,-2.514831543E0,-4.067565918E0
3.092088199E1,2.530761719E0,-2.541458130E0,-4.048385620E0
3.092338443E1,2.517974854E0,-2.568084717E0,-4.024948120E0
3.092585636E1,2.501998901E0,-2.612823486E0,-3.992996216E0
3.092835880E1,2.491348267E0,-2.656509399E0,-3.978073120E0
3.093083072E1,2.476425171E0,-2.649047852E0,-3.969558716E0
3.093330264E1,2.464706421E0,-2.612823486E0,-3.961029053E0
3.093580509E1,2.455123901E0,-2.567016602E0,-3.954635620E0
3.093827701E1,2.445541382E0,-2.510559082E0,-3.949310303E0
3.094074893E1,2.439147949E0,-2.442382812E0,-3.935470581E0
3.094325138E1,2.432754517E0,-2.376342773E0,-3.923751831E0
3.094572330E1,2.423171997E0,-2.306030273E0,-3.916290283E0
3.094822574E1,2.413574219E0,-2.236785889E0,-3.905639648E0
3.095069767E1,2.405059814E0,-2.161163330E0,-3.901382446E0
3.095316959E1,2.396530151E0,-2.083389282E0,-3.902450562E0
3.095567203E1,2.388015747E0,-2.008819580E0,-3.902450562E0
3.095814395E1,2.380554199E0,-1.941711426E0,-3.902450562E0
3.096061588E1,2.375228882E0,-1.875671387E0,-3.904571533E0
3.096311832E1,2.361389160E0,-1.818145752E0,-3.906707764E0
3.096559024E1,2.349670410E0,-1.764877319E0,-3.912033081E0
3.096809268E1,2.344345093E0,-1.718002319E0,-3.915222168E0
3.097056461E1,2.333679199E0,-1.677520752E0,-3.924819946E0
3.097303653E1,2.321975708E0,-1.645568848E0,-3.937591553E0
3.097553897E1,2.308120728E0,-1.621063232E0,-3.953582764E0
3.097801090E1,2.291076660E0,-1.599761963E0,-3.971679688E0
3.098051334E1,2.272964478E0,-1.582717896E0,-3.994064331E0
3.098298526E1,2.250595093E0,-1.569931030E0,-4.015365601E0
3.098545719E1,2.226089478E0,-1.560348511E0,-4.035598755E0
3.098795963E1,2.202651978E0,-1.551818848E0,-4.052642822E0
3.099043155E1,2.178161621E0,-1.550765991E0,-4.072891235E0
3.099290348E1,2.153656006E0,-1.555023193E0,-4.094192505E0
3.099540592E1,2.130218506E0,-1.560348511E0,-4.115493774E0
3.099787784E1,2.107849121E0,-1.569931030E0,-4.134674072E0
3.100034976E1,2.088668823E0,-1.575256348E0,-4.153839111E0
3.100285221E1,2.067367554E0,-1.584854126E0,-4.182601929E0
3.100532413E1,2.044998169E0,-1.586975098E0,-4.210311890E0
3.100782657E1,2.027954102E0,-1.583786011E0,-4.242263794E0
3.101029850E1,2.008773804E0,-1.580581665E0,-4.275283813E0
3.101277042E1,1.989608765E0,-1.565673828E0,-4.312576294E0
3.101527286E1,1.973632812E0,-1.547561646E0,-4.348785400E0
3.101774478E1,1.952316284E0,-1.524124146E0,-4.387145996E0
3.102024723E1,1.942733765E0,-1.504959106E0,-4.420166016E0
3.102271915E1,1.928878784E0,-1.480453491E0,-4.454254150E0
3.102519107E1,1.915039062E0,-1.451690674E0,-4.487274170E0
3.102769351E1,1.907577515E0,-1.425064087E0,-4.513900757E0
3.103016544E1,1.899063110E0,-1.397369385E0,-4.536270142E0
3.103263736E1,1.893737793E0,-1.360076904E0,-4.563980103E0
3.103513980E1,1.889465332E0,-1.317474365E0,-4.585281372E0
3.103761173E1,1.888412476E0,-1.263137817E0,-4.606582642E0
3.104011417E1,1.889465332E0,-1.202423096E0,-4.628952026E0
3.104258609E1,1.890533447E0,-1.129974365E0,-4.650253296E0
3.104505802E1,1.893737793E0,-1.063934326E0,-4.656646729E0
3.104756046E1,1.894790649E0,-1.014938354E0,-4.655578613E0
3.105003238E1,1.897994995E0,-9.574127197E-1,-4.666244507E0
3.105250431E1,1.903320312E0,-8.764495850E-1,-4.688613892E0
3.105500675E1,1.920364380E0,-7.837677002E-1,-4.699264526E0
3.105747867E1,1.944869995E0,-6.878967285E-1,-4.700332642E0
3.105998111E1,1.983215332E0,-6.431579590E-1,-4.692871094E0
3.106245304E1,1.968307495E0,-6.612701416E-1,-4.677963257E0
3.106492496E1,1.962966919E0,-6.772460938E-1,-4.681152344E0
3.106742740E1,1.974685669E0,-6.516723633E-1,-4.680084229E0
3.106989932E1,1.973632812E0,-5.984191895E-1,-4.675827026E0
3.107237125E1,1.974685669E0,-5.909576416E-1,-4.659851074E0
3.107487369E1,1.980010986E0,-5.952148438E-1,-4.634277344E0
3.107734561E1,1.988540649E0,-5.717773438E-1,-4.617233276E0
3.107984806E1,2.002395630E0,-5.291748047E-1,-4.598068237E0
3.108231998E1,2.022628784E0,-4.897613525E-1,-4.586349487E0
3.108479190E1,2.037536621E0,-4.673919678E-1,-4.576751709E0
3.108729434E1,2.053527832E0,-4.599304199E-1,-4.569305420E0
3.108976627E1,2.067367554E0,-4.492797852E-1,-4.565032959E0
3.109223819E1,2.085479736E0,-4.396972656E-1,-4.558639526E0
3.109474063E1,2.106781006E0,-4.439544678E-1,-4.550125122E0
3.109721256E1,2.119567871E0,-4.631195068E-1,-4.535217285E0
3.109971500E1,2.128097534E0,-4.854888916E-1,-4.523498535E0
3.110218692E1,2.135543823E0,-4.972076416E-1,-4.513900757E0
3.110465885E1,2.139801025E0,-5.121307373E-1,-4.500061035E0
