"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.655170386E1,3.797363281E0,-4.938308716E0,2.942947388E0
1.655420631E1,3.787765503E0,-4.929779053E0,2.913116455E0
1.655667823E1,3.778182983E0,-4.927642822E0,2.885421753E0
1.655918067E1,3.766464233E0,-4.923385620E0,2.851333618E0
1.656165260E1,3.753677368E0,-4.922317505E0,2.816177368E0
1.656412452E1,3.740905762E0,-4.923385620E0,2.782089233E0
1.656662696E1,3.727050781E0,-4.924453735E0,2.742675781E0
1.656909888E1,3.715332031E0,-4.926589966E0,2.700057983E0
1.657157081E1,3.702545166E0,-4.927642822E0,2.656387329E0
1.657407325E1,3.685501099E0,-4.930847168E0,2.612716675E0
1.657654517E1,3.663131714E0,-4.944686890E0,2.569030762E0
1.657904762E1,3.647155762E0,-4.951080322E0,2.524291992E0
1.658151954E1,3.634368896E0,-4.943634033E0,2.480621338E0
1.658399146E1,3.616271973E0,-4.923385620E0,2.432678223E0
1.658649390E1,3.601348877E0,-4.895690918E0,2.387939453E0
1.658896583E1,3.588562012E0,-4.872253418E0,2.337875366E0
1.659143775E1,3.568328857E0,-4.843490601E0,2.295257568E0
1.659394019E1,3.548080444E0,-4.806213379E0,2.252655029E0
1.659641212E1,3.531036377E0,-4.762527466E0,2.207916260E0
1.659891456E1,3.508666992E0,-4.715667725E0,2.166366577E0
1.660138648E1,3.490570068E0,-4.669860840E0,2.126953125E0
1.660385841E1,3.466064453E0,-4.619781494E0,2.083282471E0
1.660636085E1,3.439437866E0,-4.566528320E0,2.040664673E0
1.660883277E1,3.410675049E0,-4.509002686E0,2.003387451E0
1.661130470E1,3.380844116E0,-4.448272705E0,1.966094971E0
1.661380714E1,3.354202271E0,-4.380096436E0,1.927749634E0
1.661627906E1,3.327575684E0,-4.307662964E0,1.890457153E0
1.661878150E1,3.300949097E0,-4.229904175E0,1.852111816E0
1.662125343E1,3.270050049E0,-4.150009155E0,1.819091797E0
1.662372535E1,3.242355347E0,-4.063720703E0,1.786071777E0
1.662622779E1,3.212524414E0,-3.975296021E0,1.748779297E0
1.662869971E1,3.177383423E0,-3.889022827E0,1.717895508E0
1.663117164E1,3.142227173E0,-3.797409058E0,1.681671143E0
1.663367408E1,3.110260010E0,-3.701522827E0,1.649719238E0
1.663614600E1,3.075103760E0,-3.600326538E0,1.614562988E0
1.663864844E1,3.045288086E0,-3.503387451E0,1.583663940E0
1.664112037E1,3.009063721E0,-3.404327393E0,1.551712036E0
1.664359229E1,2.967514038E0,-3.310577393E0,1.521881104E0
1.664609473E1,2.931304932E0,-3.217895508E0,1.490997314E0
1.664856666E1,2.895080566E0,-3.117767334E0,1.462234497E0
1.665103858E1,2.854598999E0,-3.019760132E0,1.432403564E0
1.665354102E1,2.811996460E0,-2.914306641E0,1.413223267E0
1.665601295E1,2.776840210E0,-2.804580688E0,1.382339478E0
1.665851539E1,2.740615845E0,-2.696990967E0,1.353576660E0
1.666098731E1,2.700134277E0,-2.584060669E0,1.324813843E0
1.666345924E1,2.661788940E0,-2.482864380E0,1.299240112E0
1.666596168E1,2.620239258E0,-2.385925293E0,1.275802612E0
1.666843360E1,2.578704834E0,-2.295379639E0,1.255569458E0
1.667093604E1,2.536087036E0,-2.201644897E0,1.234268188E0
1.667340797E1,2.493469238E0,-2.107894897E0,1.217224121E0
1.667587989E1,2.450866699E0,-2.023742676E0,1.199111938E0
1.667838233E1,2.408248901E0,-1.941711426E0,1.179931641E0
1.668085426E1,2.366714478E0,-1.871398926E0,1.162887573E0
1.668332618E1,2.324096680E0,-1.806427002E0,1.149032593E0
1.668582862E1,2.277221680E0,-1.739318848E0,1.133056641E0
1.668830054E1,2.234619141E0,-1.673263550E0,1.114944458E0
1.669077247E1,2.188812256E0,-1.610412598E0,1.098968506E0
1.669327491E1,2.146194458E0,-1.550765991E0,1.084060669E0
1.669574683E1,2.104660034E0,-1.491104126E0,1.067016602E0
1.669824928E1,2.062042236E0,-1.434646606E0,1.052093506E0
1.670072120E1,2.021560669E0,-1.379257202E0,1.037185669E0
1.670319312E1,1.983215332E0,-1.330245972E0,1.020141602E0
1.670569556E1,1.943801880E0,-1.279113770E0,1.004165649E0
1.670816749E1,1.907577515E0,-1.234375000E0,9.903106689E-1
1.671063941E1,1.873489380E0,-1.190704346E0,9.785919189E-1
1.671314185E1,1.834075928E0,-1.148086548E0,9.679412842E-1
1.671561378E1,1.795730591E0,-1.113998413E0,9.530334473E-1
1.671811622E1,1.757385254E0,-1.085235596E0,9.413146973E-1
1.672058814E1,1.719024658E0,-1.069259644E0,9.327850342E-1
1.672306007E1,1.681747437E0,-1.054351807E0,9.189453125E-1
1.672556251E1,1.637008667E0,-1.052215576E0,9.104156494E-1
1.672803443E1,1.594390869E0,-1.052215576E0,9.061584473E-1
1.673050636E1,1.551788330E0,-1.050079346E0,8.976440430E-1
1.673300880E1,1.508102417E0,-1.057540894E0,8.859252930E-1
1.673548072E1,1.465499878E0,-1.066070557E0,8.678131104E-1
1.673798316E1,1.421813965E0,-1.070327759E0,8.422393799E-1
1.674045508E1,1.377075195E0,-1.069259644E0,8.283996582E-1
1.674292701E1,1.334472656E0,-1.075653076E0,8.198699951E-1
1.674542945E1,1.291854858E0,-1.094833374E0,8.092193604E-1
1.674790137E1,1.243927002E0,-1.115066528E0,7.943115234E-1
1.675037330E1,1.191726685E0,-1.140640259E0,7.740631104E-1
1.675287574E1,1.144851685E0,-1.160873413E0,7.506256104E-1
1.675534766E1,1.095855713E0,-1.167266846E0,7.261352539E-1
1.675785010E1,1.042587280E0,-1.151290894E0,7.048187256E-1
1.676032203E1,9.935913086E-1,-1.125717163E0,6.781921387E-1
1.676279395E1,9.403228760E-1,-1.102279663E0,6.558227539E-1
1.676529639E1,8.902587891E-1,-1.086303711E0,6.313171387E-1
1.676776832E1,8.401794434E-1,-1.065002441E0,6.068267822E-1
1.677024024E1,7.858581543E-1,-1.034103394E0,5.833892822E-1
1.677274268E1,7.325897217E-1,-9.968261719E-1,5.620727539E-1
1.677521461E1,6.793365479E-1,-9.669952393E-1,5.386505127E-1
1.677771705E1,6.239318848E-1,-9.414367676E-1,5.184020996E-1
1.678018897E1,5.653533936E-1,-9.116058350E-1,4.949645996E-1
1.678266090E1,5.078277588E-1,-8.732452393E-1,4.725952148E-1
1.678516334E1,4.481658936E-1,-8.295745850E-1,4.534149170E-1
1.678763526E1,3.885192871E-1,-7.912292480E-1,4.342498779E-1
1.679010718E1,3.277893066E-1,-7.518157959E-1,4.140014648E-1
1.679260963E1,2.617492676E-1,-7.102661133E-1,3.905639648E-1
1.679508155E1,1.988983154E-1,-6.687164307E-1,3.671417236E-1
1.679758399E1,1.328430176E-1,-6.186523438E-1,3.426361084E-1
1.680005592E1,6.573486328E-2,-5.792388916E-1,3.223876953E-1
1.680252784E1,5.020141602E-3,-5.419616699E-1,2.989654541E-1
1.680503028E1,-5.889892578E-2,-4.982757568E-1,2.733917236E-1
1.680750220E1,-1.238861084E-1,-4.546051025E-1,2.478332520E-1
1.680997413E1,-1.909942627E-1,-4.066619873E-1,2.211914062E-1
1.681247657E1,-2.538452148E-1,-3.565979004E-1,1.967010498E-1
1.681494849E1,-3.188171387E-1,-3.076019287E-1,1.775207520E-1
1.681745094E1,-3.784790039E-1,-2.628631592E-1,1.562194824E-1
1.681992286E1,-4.445190430E-1,-2.138519287E-1,1.338500977E-1
1.682239478E1,-4.988555908E-1,-1.627197266E-1,1.114654541E-1
1.682489722E1,-5.574340820E-1,-1.105194092E-1,9.123229980E-2
1.682736915E1,-6.139068604E-1,-6.364440918E-2,7.099914551E-2
1.682984107E1,-6.660919189E-1,-1.785278320E-2,4.968261719E-2
1.683234351E1,-7.193603516E-1,2.583312988E-2,2.944946289E-2
1.683481544E1,-7.715606689E-1,7.376098633E-2,1.133728027E-2
1.683731788E1,-8.216247559E-1,1.153106689E-1,-8.895874023E-3
1.683978980E1,-8.738250732E-1,1.472778320E-1,-3.021240234E-2
1.684226173E1,-9.196319580E-1,1.802978516E-1,-4.832458496E-2
1.684476417E1,-9.643707275E-1,2.154541016E-1,-6.962585449E-2
1.684723609E1,-1.014434814E0,2.452697754E-1,-9.518432617E-2
1.684970802E1,-1.061309814E0,2.708435059E-1,-1.186218262E-1
1.685221046E1,-1.108184814E0,2.921447754E-1,-1.420593262E-1
1.685468238E1,-1.150787354E0,3.166503906E-1,-1.644287109E-1
1.685718482E1,-1.195541382E0,3.315582275E-1,-1.867980957E-1
1.685965675E1,-1.238143921E0,3.443450928E-1,-2.113037109E-1
1.686212867E1,-1.276489258E0,3.592529297E-1,-2.358093262E-1
1.686463111E1,-1.310577393E0,3.731079102E-1,-2.624359131E-1
1.686710304E1,-1.339340210E0,3.795013428E-1,-2.890625000E-1
1.686957496E1,-1.367034912E0,3.869476318E-1,-3.178253174E-1
1.687207740E1,-1.391540527E0,3.880157471E-1,-3.529815674E-1
1.687454932E1,-1.412841797E0,3.944091797E-1,-3.806762695E-1
1.687705176E1,-1.426696777E0,3.976135254E-1,-4.126434326E-1
1.687952369E1,-1.440551758E0,3.922882080E-1,-4.488525391E-1
1.688199561E1,-1.451202393E0,3.731079102E-1,-4.850769043E-1
1.688449805E1,-1.462921143E0,3.549957275E-1,-5.202331543E-1
1.688696998E1,-1.474639893E0,3.454132080E-1,-5.532531738E-1
1.688944190E1,-1.481018066E0,3.358154297E-1,-5.884094238E-1
1.689194434E1,-1.483154297E0,3.262329102E-1,-6.246185303E-1
1.689441627E1,-1.486358643E0,3.113250732E-1,-6.597747803E-1
1.689691871E1,-1.483154297E0,2.974700928E-1,-7.023925781E-1
1.689939063E1,-1.485290527E0,2.793579102E-1,-7.364807129E-1
1.690186256E1,-1.486358643E0,2.644500732E-1,-7.737579346E-1
1.690436500E1,-1.484222412E0,2.601928711E-1,-8.131713867E-1
1.690683692E1,-1.484222412E0,2.580566406E-1,-8.483276367E-1
1.690930884E1,-1.476760864E0,2.569885254E-1,-8.834838867E-1
1.691181129E1,-1.473571777E0,2.612609863E-1,-9.197082520E-1
1.691428321E1,-1.475692749E0,2.761688232E-1,-9.527282715E-1
1.691678565E1,-1.470367432E0,2.900238037E-1,-9.889526367E-1
1.691925758E1,-1.467178345E0,2.996063232E-1,-1.026229858E0
1.692172950E1,-1.471435547E0,3.241119385E-1,-1.061386108E0
1.692423194E1,-1.471435547E0,3.528594971E-1,-1.098663330E0
1.692670386E1,-1.471435547E0,3.773651123E-1,-1.133819580E0
1.692917579E1,-1.475692749E0,4.008026123E-1,-1.171112061E0
1.693167823E1,-1.482086182E0,4.274291992E-1,-1.205200195E0
1.693415015E1,-1.488479614E0,4.455413818E-1,-1.238220215E0
1.693665260E1,-1.497009277E0,4.572601318E-1,-1.263778687E0
1.693912452E1,-1.508728027E0,4.668426514E-1,-1.287216187E0
1.694159644E1,-1.525772095E0,4.732360840E-1,-1.311721802E0
1.694409888E1,-1.542816162E0,4.775085449E-1,-1.325576782E0
1.694657081E1,-1.560913086E0,4.806976318E-1,-1.337280273E0
1.694904273E1,-1.585418701E0,4.764404297E-1,-1.350067139E0
1.695154517E1,-1.606719971E0,4.828338623E-1,-1.357528687E0
1.695401710E1,-1.633361816E0,4.806976318E-1,-1.361785889E0
1.695651954E1,-1.665313721E0,4.796295166E-1,-1.371368408E0
1.695899146E1,-1.695144653E0,4.828338623E-1,-1.374572754E0
1.696146339E1,-1.723907471E0,4.838867188E-1,-1.375640869E0
1.696396583E1,-1.753738403E0,4.860229492E-1,-1.382034302E0
1.696643775E1,-1.785690308E0,4.902801514E-1,-1.386291504E0
1.696894019E1,-1.819778442E0,5.030670166E-1,-1.396942139E0
1.697141212E1,-1.853866577E0,5.190429688E-1,-1.400131226E0
1.697388404E1,-1.887954712E0,5.360870361E-1,-1.404403687E0
1.697638648E1,-1.926300049E0,5.574035645E-1,-1.410797119E0
1.697885841E1,-1.964660645E0,5.914916992E-1,-1.418243408E0
1.698133033E1,-2.007263184E0,6.245117188E-1,-1.422515869E0
1.698383277E1,-2.052001953E0,6.617889404E-1,-1.425704956E0
1.698630470E1,-2.098876953E0,6.969451904E-1,-1.432098389E0
1.698877662E1,-2.146820068E0,7.363586426E-1,-1.436355591E0
1.699127906E1,-2.201141357E0,7.768402100E-1,-1.434219360E0
1.699375098E1,-2.261871338E0,8.130645752E-1,-1.435287476E0
1.699625343E1,-2.326843262E0,8.503417969E-1,-1.437423706E0
1.699872535E1,-2.390762329E0,8.929595947E-1,-1.433166504E0
1.700119727E1,-2.461074829E0,9.227905273E-1,-1.431030273E0
1.700369971E1,-2.542022705E0,9.472808838E-1,-1.425704956E0
1.700617164E1,-2.625122070E0,9.632568359E-1,-1.417175293E0
1.700864356E1,-2.710342407E0,9.739227295E-1,-1.408660889E0
1.701114600E1,-2.796630859E0,9.835052490E-1,-1.396942139E0
1.701361793E1,-2.882919312E0,9.877624512E-1,-1.388412476E0
1.701612037E1,-2.974533081E0,9.920196533E-1,-1.382034302E0
1.701859229E1,-3.064010620E0,9.845733643E-1,-1.376708984E0
1.702106422E1,-3.159881592E0,9.760437012E-1,-1.377761841E0
1.702356666E1,-3.251495361E0,9.803009033E-1,-1.388412476E0
1.702603858E1,-3.348434448E0,9.877624512E-1,-1.393753052E0
1.702851050E1,-3.447509766E0,9.952239990E-1,-1.402267456E0
1.703101295E1,-3.546569824E0,1.002685547E0,-1.416122437E0
1.703348487E1,-3.645645142E0,1.019729614E0,-1.434219360E0
1.703598731E1,-3.744705200E0,1.049545288E0,-1.458724976E0
1.703845924E1,-3.843780518E0,1.096420288E0,-1.490692139E0
1.704093116E1,-3.940719604E0,1.153945923E0,-1.524780273E0
1.704343360E1,-4.041915894E0,1.227447510E0,-1.569519043E0
1.704590553E1,-4.145248413E0,1.317993164E0,-1.621719360E0
1.704837745E1,-4.249649048E0,1.417068481E0,-1.679229736E0
1.705087989E1,-4.360427856E0,1.520401001E0,-1.743148804E0
1.705335181E1,-4.475479126E0,1.631179810E0,-1.813461304E0
1.705585426E1,-4.596923828E0,1.748367310E0,-1.886962891E0
1.705832618E1,-4.711975098E0,1.875137329E0,-1.968994141E0
1.706079810E1,-4.830215454E0,2.008285522E0,-2.058471680E0
1.706330054E1,-4.952728271E0,2.157424927E0,-2.149017334E0
1.706577247E1,-5.069900513E0,2.311889648E0,-2.251281738E0
1.706824439E1,-5.184951782E0,2.462097168E0,-2.354614258E0
1.707074683E1,-5.302124023E0,2.609100342E0,-2.469665527E0
1.707321876E1,-5.418243408E0,2.743316650E0,-2.584716797E0
1.707572120E1,-5.533294678E0,2.856231689E0,-2.700820923E0
1.707819312E1,-5.646209717E0,2.952117920E0,-2.825454712E0
1.708066505E1,-5.761260986E0,3.019226074E0,-2.958618164E0
1.708316749E1,-5.880569458E0,3.049057007E0,-3.089645386E0
1.708563941E1,-6.004135132E0,3.050109863E0,-3.220672607E0
1.708811134E1,-6.123443604E0,3.024551392E0,-3.359161377E0
1.709061378E1,-6.245956421E0,2.971282959E0,-3.498703003E0
1.709308570E1,-6.370590210E0,2.908432007E0,-3.640396118E0
1.709558814E1,-6.496292114E0,2.843460083E0,-3.786331177E0
1.709806007E1,-6.626251221E0,2.778472900E0,-3.938659668E0
1.710053199E1,-6.764739990E0,2.730529785E0,-4.094192505E0
1.710303443E1,-6.917068481E0,2.695388794E0,-4.260375977E0
1.710550636E1,-7.081115723E0,2.665557861E0,-4.435073853E0
1.710797828E1,-7.256896973E0,2.639984131E0,-4.610839844E0
1.711048072E1,-7.442245483E0,2.608032227E0,-4.795135498E0
1.711295264E1,-7.643585205E0,2.586730957E0,-4.985824585E0
1.711545508E1,-7.859832764E0,2.565414429E0,-5.167984009E0
1.711792701E1,-8.083541870E0,2.555831909E0,-5.351196289E0
1.712039893E1,-8.316833496E0,2.560089111E0,-5.534423828E0
1.712290137E1,-8.556518555E0,2.585662842E0,-5.714462280E0
1.712537330E1,-8.791931152E0,2.631469727E0,-5.884902954E0
1.712784522E1,-9.030548096E0,2.699645996E0,-6.055343628E0
1.713034766E1,-9.265975952E0,2.777404785E0,-6.225784302E0
1.713281959E1,-9.488616943E0,2.861557007E0,-6.397293091E0
1.713532203E1,-9.709121704E0,2.937194824E0,-6.574127197E0
1.713779395E1,-9.913665771E0,2.996856689E0,-6.749893188E0
1.714026588E1,-1.010220337E1,3.026687622E0,-6.932052612E0
1.714276832E1,-1.028224182E1,3.019226074E0,-7.119537354E0
1.714524024E1,-1.044842529E1,2.974487305E0,-7.312362671E0
1.714771216E1,-1.059436035E1,2.892456055E0,-7.507293701E0
1.715021461E1,-1.072538757E1,2.783798218E0,-7.708633423E0
1.715268653E1,-1.083937073E1,2.648513794E0,-7.912094116E0
1.715518897E1,-1.094163513E1,2.504699707E0,-8.113433838E0
1.715766090E1,-1.103431702E1,2.361953735E0,-8.314773560E0
1.716013282E1,-1.112274170E1,2.236251831E0,-8.513977051E0
1.716263526E1,-1.121115112E1,2.131851196E0,-8.711044312E0
1.716510718E1,-1.129743958E1,2.046630859E0,-8.901733398E0
1.716757911E1,-1.138159180E1,1.974197388E0,-9.084960938E0
1.717008155E1,-1.146574402E1,1.918807983E0,-9.257522583E0
1.717255347E1,-1.154351807E1,1.882583618E0,-9.416259766E0
1.717505592E1,-1.162020874E1,1.874069214E0,-9.568588257E0
1.717752784E1,-1.170117188E1,1.886840820E0,-9.711334229E0
1.717999976E1,-1.177360535E1,1.915603638E0,-9.843429565E0
1.718250220E1,-1.184284973E1,1.950759888E0,-9.970184326E0
1.718497413E1,-1.191316223E1,1.984848022E0,-1.008843994E1
1.718747657E1,-1.197920227E1,2.016815186E0,-1.020454407E1
1.718994849E1,-1.204418945E1,2.047698975E0,-1.032279968E1
1.719242042E1,-1.210597229E1,2.061553955E0,-1.043997192E1
1.719492286E1,-1.216030884E1,2.057296753E0,-1.056034851E1
1.719739478E1,-1.220823669E1,2.041305542E0,-1.068711853E1
1.719986671E1,-1.225936890E1,2.009353638E0,-1.081921387E1
1.720236915E1,-1.230624390E1,1.959289551E0,-1.095129395E1
1.720484107E1,-1.234991455E1,1.902832031E0,-1.108871460E1
1.720734351E1,-1.238613892E1,1.834655762E0,-1.122506714E1
1.720981544E1,-1.241490173E1,1.748367310E0,-1.136888123E1
1.721228736E1,-1.244259644E1,1.665267944E0,-1.151695251E1
1.721478980E1,-1.245857239E1,1.581115723E0,-1.166076660E1
1.721726173E1,-1.247349548E1,1.517196655E0,-1.181202698E1
1.721973365E1,-1.248200989E1,1.475662231E0,-1.197502136E1
1.722223609E1,-1.248414612E1,1.473526001E0,-1.214971924E1
1.722470802E1,-1.248094177E1,1.507614136E0,-1.234147644E1
1.722717994E1,-1.246603394E1,1.576858521E0,-1.253747559E1
1.722968238E1,-1.244685364E1,1.681259155E0,-1.274732971E1
1.723215430E1,-1.241276550E1,1.823989868E0,-1.295399475E1
1.723465675E1,-1.237228394E1,2.002960205E0,-1.316491699E1
1.723712867E1,-1.232009888E1,2.204299927E0,-1.337370300E1
1.723960059E1,-1.225297546E1,2.436523438E0,-1.358782959E1
1.724210304E1,-1.216775513E1,2.695388794E0,-1.379981995E1
1.724457496E1,-1.206762695E1,2.991531372E0,-1.401713562E1
1.724704688E1,-1.194511414E1,3.308975220E0,-1.424296570E1
1.724954932E1,-1.180236816E1,3.648788452E0,-1.447946167E1
1.725202125E1,-1.164578247E1,4.002456665E0,-1.472872925E1
1.725452369E1,-1.146148682E1,4.363586426E0,-1.499185181E1
1.725699561E1,-1.126228333E1,4.702346802E0,-1.526348877E1
1.725946754E1,-1.104817200E1,5.019790649E0,-1.554151917E1
1.726196998E1,-1.082125854E1,5.313796997E0,-1.582701111E1
1.726444190E1,-1.057838440E1,5.576919556E0,-1.611782837E1
1.726694434E1,-1.032591248E1,5.799560547E0,-1.639799500E1
1.726941627E1,-1.006173706E1,5.996643066E0,-1.667709351E1
1.727188819E1,-9.785827637E0,6.180923462E0,-1.694660950E1
1.727439063E1,-9.491821289E0,6.322601318E0,-1.719161987E1
1.727686256E1,-9.192474365E0,6.422744751E0,-1.741532898E1
1.727933448E1,-8.880355835E0,6.500503540E0,-1.761346436E1
1.728183692E1,-8.560775757E0,6.535659790E0,-1.778283691E1
1.728430884E1,-8.242263794E0,6.528198242E0,-1.792346191E1
1.728678077E1,-7.919479370E0,6.480270386E0,-1.802998352E1
1.728928321E1,-7.605224609E0,6.381195068E0,-1.809602356E1
1.729175513E1,-7.292037964E0,6.233123779E0,-1.810881042E1
1.729425758E1,-6.977783203E0,6.042449951E0,-1.808218384E1
1.729672950E1,-6.669921875E0,5.822998047E0,-1.803530884E1
1.729920142E1,-6.374847412E0,5.605682373E0,-1.796073914E1
1.730170386E1,-6.086166382E0,5.399017334E0,-1.784143066E1
1.730417579E1,-5.811325073E0,5.203018188E0,-1.768057251E1
1.730664771E1,-5.537551880E0,5.017654419E0,-1.748562622E1
1.730915015E1,-5.266983032E0,4.829101562E0,-1.725553894E1
1.731162208E1,-5.002792358E0,4.642684937E0,-1.700839233E1
1.731412452E1,-4.739669800E0,4.482894897E0,-1.672396851E1
1.731659644E1,-4.475479126E0,4.354003906E0,-1.641397095E1
1.731906837E1,-4.226211548E0,4.253860474E0,-1.608055115E1
1.732157081E1,-3.976943970E0,4.180358887E0,-1.572795105E1
1.732404273E1,-3.720214844E0,4.123901367E0,-1.536468506E1
1.732651466E1,-3.461349487E0,4.070632935E0,-1.499397278E1
1.732901710E1,-3.208877563E0,4.014175415E0,-1.461154175E1
1.733148902E1,-2.956420898E0,3.947067261E0,-1.421740723E1
1.733399146E1,-2.712478638E0,3.868240356E0,-1.383177185E1
1.733646339E1,-2.474914551E0,3.779815674E0,-1.343869019E1
1.733893531E1,-2.248016357E0,3.674362183E0,-1.304879761E1
1.734143775E1,-2.027511597E0,3.561447144E0,-1.266317749E1
1.734390968E1,-1.810195923E0,3.433609009E0,-1.228820801E1
1.734641212E1,-1.601394653E0,3.297256470E0,-1.192068481E1
1.734888404E1,-1.400070190E0,3.156646729E0,-1.155210876E1
1.735135596E1,-1.201919556E0,3.021347046E0,-1.119097900E1
1.735385841E1,-1.009109497E0,2.887130737E0,-1.084051514E1
1.735633033E1,-8.205566406E-1,2.757171631E0,-1.050282288E1
1.735880225E1,-6.383972168E-1,2.637863159E0,-1.018537903E1
1.736130470E1,-4.594421387E-1,2.530273438E0,-9.883911133E0
1.736377662E1,-2.847290039E-1,2.436523438E0,-9.593093872E0
1.736627906E1,-1.132202148E-1,2.340652466E0,-9.324645996E0
1.736875098E1,5.828857422E-2,2.249038696E0,-9.075363159E0
1.737122291E1,2.255249023E-1,2.155288696E0,-8.842071533E0
1.737372535E1,3.863830566E-1,2.058349609E0,-8.620498657E0
1.737619727E1,5.429840088E-1,1.968872070E0,-8.410644531E0
1.737866920E1,6.963806152E-1,1.878326416E0,-8.214630127E0
1.738117164E1,8.433837891E-1,1.778198242E0,-8.033538818E0
1.738364356E1,9.808044434E-1,1.675918579E0,-7.863098145E0
1.738614600E1,1.115020752E0,1.572601318E0,-7.702239990E0
1.738861793E1,1.242858887E0,1.462875366E0,-7.557373047E0
1.739108985E1,1.364288330E0,1.354217529E0,-7.417816162E0
1.739359229E1,1.482543945E0,1.238098145E0,-7.291046143E0
1.739606422E1,1.601852417E0,1.112396240E0,-7.177062988E0
1.739856666E1,1.714767456E0,9.728546143E-1,-7.069473267E0
1.740103858E1,1.817031860E0,8.279724121E-1,-6.964019775E0
1.740351050E1,1.917175293E0,6.756439209E-1,-6.859619141E0
1.740598243E1,2.008773804E0,5.243682861E-1,-6.761611938E0
1.740848487E1,2.090805054E0,3.656463623E-1,-6.662551880E0
1.741095679E1,2.166442871E0,2.154541016E-1,-6.560272217E0
1.741345924E1,2.237808228E0,7.589721680E-2,-6.462280273E0
1.741593116E1,2.302795410E0,-5.406188965E-2,-6.362136841E0
1.741840308E1,2.362442017E0,-1.733703613E-1,-6.258804321E0
1.742090553E1,2.411453247E0,-2.745666504E-1,-6.152282715E0
1.742337745E1,2.457260132E0,-3.619232178E-1,-6.048950195E0
1.742584937E1,2.500930786E0,-4.354248047E-1,-5.944549561E0
1.742835181E1,2.535018921E0,-5.025329590E-1,-5.842285156E0
1.743082374E1,2.562713623E0,-5.526123047E-1,-5.742156982E0
1.743332618E1,2.587219238E0,-5.888214111E-1,-5.642013550E0
1.743579810E1,2.609588623E0,-6.186523438E-1,-5.539749146E0
1.743827003E1,2.624496460E0,-6.356964111E-1,-5.437484741E0
1.744077247E1,2.630889893E0,-6.431579590E-1,-5.337356567E0
1.744324439E1,2.636215210E0,-6.367645264E-1,-5.231887817E0
1.744574683E1,2.642608643E0,-6.229095459E-1,-5.129623413E0
1.744821876E1,2.641540527E0,-6.005401611E-1,-5.028427124E0
1.745069068E1,2.630889893E0,-5.643310547E-1,-4.921905518E0
1.745319312E1,2.620239258E0,-5.238494873E-1,-4.819641113E0
1.745566505E1,2.603195190E0,-4.748382568E-1,-4.720565796E0
1.745811575E1,2.587219238E0,-4.269104004E-1,-4.620437622E0
1.746061819E1,2.560592651E0,-3.778991699E-1,-4.520294189E0
1.746309011E1,2.535018921E0,-3.257141113E-1,-4.423355103E0
1.746559255E1,2.508392334E0,-2.692413330E-1,-4.324295044E0
1.746806448E1,2.475372314E0,-2.106628418E-1,-4.228408813E0
1.747053640E1,2.442337036E0,-1.531372070E-1,-4.132537842E0
1.747303884E1,2.408248901E0,-9.986877441E-2,-4.033477783E0
1.747551077E1,2.368835449E0,-4.766845703E-2,-3.936538696E0
1.747801321E1,2.328353882E0,2.395629883E-3,-3.843856812E0
1.748048513E1,2.288940430E0,5.566406250E-2,-3.752243042E0
1.748295706E1,2.251663208E0,1.014709473E-1,-3.659561157E0
1.748545950E1,2.211181641E0,1.398162842E-1,-3.569015503E0
1.748793142E1,2.171768188E0,1.781616211E-1,-3.482727051E0
1.749040334E1,2.131286621E0,2.037353516E-1,-3.401763916E0
1.749290578E1,2.095062256E0,2.303619385E-1,-3.326141357E0
1.749537771E1,2.059906006E0,2.505950928E-1,-3.250503540E0
1.749784963E1,2.022628784E0,2.580566406E-1,-3.179122925E0
1.750035207E1,1.982147217E0,2.633819580E-1,-3.104568481E0
1.750282400E1,1.944869995E0,2.623138428E-1,-3.041717529E0
1.750532644E1,1.909713745E0,2.548675537E-1,-2.979919434E0
1.750779836E1,1.871368408E0,2.420806885E-1,-2.919204712E0
1.751027029E1,1.834075928E0,2.250366211E-1,-2.863815308E0
1.751277273E1,1.797851562E0,2.015991211E-1,-2.814804077E0
1.751524465E1,1.762710571E0,1.792297363E-1,-2.764739990E0
1.751774709E1,1.733947754E0,1.579284668E-1,-2.717864990E0
1.752021902E1,1.700912476E0,1.344909668E-1,-2.677383423E0
1.752269094E1,1.671096802E0,1.163787842E-1,-2.635848999E0
1.752519338E1,1.641265869E0,9.507751465E-2,-2.594299316E0
1.752766531E1,1.612503052E0,8.229064941E-2,-2.559143066E0
1.753013723E1,1.590133667E0,6.950378418E-2,-2.519729614E0
1.753263967E1,1.569885254E0,5.778503418E-2,-2.483505249E0
1.753511160E1,1.547515869E0,5.352783203E-2,-2.451553345E0
1.753761404E1,1.525146484E0,5.459594727E-2,-2.414276123E0
1.754008596E1,1.504913330E0,6.524658203E-2,-2.379119873E0
1.754255788E1,1.485733032E0,7.164001465E-2,-2.347152710E0
1.754506033E1,1.467620850E0,9.080505371E-2,-2.314132690E0
1.754753225E1,1.452713013E0,1.067962646E-1,-2.283248901E0
1.755000417E1,1.438858032E0,1.291656494E-1,-2.251281738E0
1.755250662E1,1.420761108E0,1.557922363E-1,-2.219329834E0
1.755497854E1,1.407974243E0,1.792297363E-1,-2.191635132E0
1.755748098E1,1.396255493E0,2.047882080E-1,-2.158599854E0
