"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.468194584E1,6.378173828E-2,-6.075744629E-1,-7.877044678E-1,9.968415956E-1
3.468444829E1,5.950927734E-2,-6.597747803E-1,-8.228607178E-1,1.056382448E0
3.468692021E1,5.525207520E-2,-7.087707520E-1,-8.601379395E-1,1.115905930E0
3.468939213E1,5.206298828E-2,-7.449951172E-1,-8.952941895E-1,1.165881626E0
3.469189458E1,4.460144043E-2,-7.790832520E-1,-9.251251221E-1,1.210296035E0
3.469436650E1,3.501892090E-2,-8.110351562E-1,-9.506835938E-1,1.250121452E0
3.469683842E1,2.755737305E-2,-8.408660889E-1,-9.783782959E-1,1.290364010E0
3.469934086E1,1.477050781E-2,-8.547210693E-1,-1.006088257E0,1.320219624E0
3.470181279E1,4.119873047E-3,-8.653717041E-1,-1.026321411E0,1.342468174E0
3.470428471E1,1.983642578E-3,-8.728179932E-1,-1.048690796E0,1.364392748E0
3.470678715E1,-4.394531250E-3,-8.717651367E-1,-1.069992065E0,1.380172738E0
3.470925908E1,-9.735107422E-3,-8.674926758E-1,-1.091308594E0,1.394127957E0
3.471176152E1,-1.078796387E-2,-8.557739258E-1,-1.108352661E0,1.400325324E0
3.471423344E1,-7.598876953E-3,-8.387298584E-1,-1.126449585E0,1.404426640E0
3.471670537E1,-1.205444336E-3,-8.142395020E-1,-1.137115479E0,1.398577503E0
3.471920781E1,3.051757812E-3,-7.844085693E-1,-1.152023315E0,1.393723013E0
3.472167973E1,1.477050781E-2,-7.460632324E-1,-1.165878296E0,1.384232898E0
3.472415166E1,2.648925781E-2,-7.055816650E-1,-1.178649902E0,1.373958791E0
3.472665410E1,3.927612305E-2,-6.629638672E-1,-1.192504883E0,1.364965787E0
3.472912602E1,4.779052734E-2,-6.150360107E-1,-1.207412720E0,1.355875623E0
3.473162846E1,6.483459473E-2,-5.596313477E-1,-1.221267700E0,1.344948165E0
3.473410039E1,8.187866211E-2,-5.084991455E-1,-1.237243652E0,1.340166912E0
3.473657231E1,9.359741211E-2,-4.637603760E-1,-1.251098633E0,1.337565681E0
3.473907475E1,1.117095947E-1,-4.147644043E-1,-1.257476807E0,1.328817694E0
3.474154668E1,1.298217773E-1,-3.796081543E-1,-1.264938354E0,1.327036203E0
3.474401860E1,1.415405273E-1,-3.593750000E-1,-1.275588989E0,1.332783321E0
3.474652104E1,1.479339600E-1,-3.487091064E-1,-1.279861450E0,1.334738862E0
3.474899296E1,1.511230469E-1,-3.391265869E-1,-1.288375854E0,1.340804743E0
3.475149541E1,1.521911621E-1,-3.252868652E-1,-1.304351807E0,1.352888514E0
3.475396733E1,1.553955078E-1,-3.092956543E-1,-1.309677124E0,1.354645981E0
3.475643925E1,1.585845947E-1,-2.943878174E-1,-1.319274902E0,1.360992112E0
3.475894170E1,1.553955078E-1,-2.741394043E-1,-1.333114624E0,1.369852101E0
3.476141362E1,1.575164795E-1,-2.517700195E-1,-1.355484009E0,1.387637014E0
3.476388554E1,1.585845947E-1,-2.304687500E-1,-1.377853394E0,1.405967600E0
3.476638798E1,1.607208252E-1,-2.091674805E-1,-1.400222778E0,1.424852992E0
3.476885991E1,1.681671143E-1,-1.889190674E-1,-1.427932739E0,1.450159474E0
3.477136235E1,1.756286621E-1,-1.622924805E-1,-1.457748413E0,1.477232112E0
3.477383427E1,1.852111816E-1,-1.324615479E-1,-1.488647461E0,1.505961655E0
3.477630620E1,1.894836426E-1,-1.058349609E-1,-1.522735596E0,1.538125087E0
3.477880864E1,1.905364990E-1,-8.026123047E-2,-1.558959961E0,1.572609991E0
3.478128056E1,1.926727295E-1,-4.084777832E-2,-1.599441528E0,1.611522424E0
3.478375249E1,1.916046143E-1,1.754760742E-3,-1.638854980E0,1.650018501E0
3.478625493E1,1.926727295E-1,3.477478027E-2,-1.681457520E0,1.692817609E0
3.478872685E1,1.916046143E-1,6.141662598E-2,-1.723007202E0,1.734715582E0
3.479122929E1,1.873474121E-1,8.378601074E-2,-1.767745972E0,1.779619333E0
3.479370122E1,1.841430664E-1,1.018981934E-1,-1.810363770E0,1.822555593E0
3.479617314E1,1.798858643E-1,1.114807129E-1,-1.854034424E0,1.866073556E0
3.479867558E1,1.724395752E-1,1.104125977E-1,-1.894515991E0,1.905549052E0
3.480114750E1,1.607208252E-1,1.093444824E-1,-1.934997559E0,1.944737245E0
3.480361943E1,1.479339600E-1,9.976196289E-2,-1.978668213E0,1.986696958E0
3.480612187E1,1.266326904E-1,8.485412598E-2,-2.021286011E0,2.027025702E0
3.480859379E1,1.042633057E-1,7.525634766E-2,-2.063888550E0,2.067890302E0
3.481109624E1,8.187866211E-2,7.418823242E-2,-2.108627319E0,2.111520111E0
3.481356816E1,6.271362305E-2,8.164978027E-2,-2.157638550E0,2.160093469E0
3.481604008E1,4.566955566E-2,1.008300781E-1,-2.205566406E0,2.208342271E0
3.481854253E1,3.927612305E-2,1.295928955E-1,-2.251373291E0,2.255442003E0
3.482101445E1,2.542114258E-2,1.540832520E-1,-2.298248291E0,2.303547935E0
3.482348637E1,1.264953613E-2,1.732635498E-1,-2.349380493E0,2.355794764E0
3.482598881E1,-1.205444336E-3,1.817932129E-1,-2.399444580E0,2.406321782E0
3.482846074E1,-2.464294434E-2,1.849822998E-1,-2.446319580E0,2.453427238E0
3.483096318E1,-4.594421387E-2,1.828460693E-1,-2.498519897E0,2.505622724E0
3.483343510E1,-7.044982910E-2,1.839141846E-1,-2.546447754E0,2.554052421E0
3.483590703E1,-1.013336182E-1,1.924438477E-1,-2.594390869E0,2.603491333E0
3.483840947E1,-1.269073486E-1,2.073516846E-1,-2.640197754E0,2.651366511E0
3.484088139E1,-1.556701660E-1,2.254638672E-1,-2.684936523E0,2.698879636E0
3.484335332E1,-1.769714355E-1,2.403717041E-1,-2.726486206E0,2.742776782E0
3.484585576E1,-2.004089355E-1,2.435760498E-1,-2.766967773E0,2.784888452E0
3.484832768E1,-2.259826660E-1,2.414398193E-1,-2.809570312E0,2.828965658E0
3.485083012E1,-2.504730225E-1,2.350463867E-1,-2.853256226E0,2.873857099E0
3.485330205E1,-2.696533203E-1,2.233276367E-1,-2.892669678E0,2.913782080E0
3.485577397E1,-2.920227051E-1,2.158813477E-1,-2.928878784E0,2.951306990E0
3.485827641E1,-3.133239746E-1,2.052154541E-1,-2.967239380E0,2.990784986E0
3.486074834E1,-3.399658203E-1,1.988372803E-1,-3.001327515E0,3.027057957E0
3.486322026E1,-3.644561768E-1,1.913757324E-1,-3.038604736E0,3.066361316E0
3.486572270E1,-3.900299072E-1,1.807250977E-1,-3.073760986E0,3.103673870E0
3.486819462E1,-4.081420898E-1,1.753997803E-1,-3.113174438E0,3.144709865E0
3.487069707E1,-4.326324463E-1,1.658020020E-1,-3.149398804E0,3.183296085E0
3.487316899E1,-4.571380615E-1,1.562194824E-1,-3.183486938E0,3.219933046E0
3.487564091E1,-4.763183594E-1,1.487579346E-1,-3.221832275E0,3.260247125E0
3.487814336E1,-4.944152832E-1,1.445007324E-1,-3.263381958E0,3.303784003E0
3.488061528E1,-5.125274658E-1,1.381072998E-1,-3.303863525E0,3.346232542E0
3.488308720E1,-5.359649658E-1,1.327819824E-1,-3.345397949E0,3.390660251E0
3.488558964E1,-5.540771484E-1,1.306610107E-1,-3.391204834E0,3.438654390E0
3.488806157E1,-5.743103027E-1,1.295928955E-1,-3.434890747E0,3.484982222E0
3.489056401E1,-5.977478027E-1,1.253204346E-1,-3.477493286E0,3.530717661E0
3.489303593E1,-6.179962158E-1,1.221313477E-1,-3.526504517E0,3.582327385E0
3.489550786E1,-6.382293701E-1,1.199951172E-1,-3.578689575E0,3.637135498E0
3.489797978E1,-6.542053223E-1,1.136169434E-1,-3.629821777E0,3.690054139E0
3.490048222E1,-6.712493896E-1,1.018981934E-1,-3.682022095E0,3.744094776E0
3.490295415E1,-6.851043701E-1,9.017944336E-2,-3.734222412E0,3.797619959E0
3.490545659E1,-6.957550049E-1,7.846069336E-2,-3.783233643E0,3.847478122E0
3.490792851E1,-7.074737549E-1,6.567382812E-2,-3.835418701E0,3.900675426E0
3.491043095E1,-7.117309570E-1,5.609130859E-2,-3.880172729E0,3.945307035E0
3.491290288E1,-7.064056396E-1,5.502319336E-2,-3.929168701E0,3.992543445E0
3.491537480E1,-6.925659180E-1,6.886291504E-2,-3.977111816E0,4.037549758E0
3.491784672E1,-6.861724854E-1,8.697509766E-2,-4.028244019E0,4.087193074E0
3.492034917E1,-6.968231201E-1,1.157379150E-1,-4.071914673E0,4.132728739E0
3.492285161E1,-7.053527832E-1,1.594085693E-1,-4.112396240E0,4.175492363E0
3.492532353E1,-7.042846680E-1,2.062835693E-1,-4.153930664E0,4.218259092E0
3.492779546E1,-6.893615723E-1,2.446441650E-1,-4.192291260E0,4.255628761E0
3.493029790E1,-6.808471680E-1,2.744598389E-1,-4.233825684E0,4.296994413E0
3.493276982E1,-6.819152832E-1,3.032226562E-1,-4.265792847E0,4.330582068E0
3.493524174E1,-6.861724854E-1,3.277282715E-1,-4.289230347E0,4.356114721E0
3.493774418E1,-6.872406006E-1,3.458404541E-1,-4.315856934E0,4.383893969E0
3.494021611E1,-6.882934570E-1,3.660736084E-1,-4.340362549E0,4.409819137E0
3.494268803E1,-6.882934570E-1,3.916473389E-1,-4.357406616E0,4.428784025E0
3.494519047E1,-6.968231201E-1,4.076232910E-1,-4.373382568E0,4.447268184E0
3.494766240E1,-7.096099854E-1,4.278564453E-1,-4.396820068E0,4.474218835E0
3.495016484E1,-7.202606201E-1,4.544982910E-1,-4.413864136E0,4.495279821E0
3.495263676E1,-7.319793701E-1,4.853820801E-1,-4.428771973E0,4.515020570E0
3.495510869E1,-7.415618896E-1,5.269317627E-1,-4.439422607E0,4.531671238E0
3.495761113E1,-7.511444092E-1,5.706024170E-1,-4.456466675E0,4.555205842E0
3.496008305E1,-7.660675049E-1,6.206817627E-1,-4.478851318E0,4.586089228E0
3.496255498E1,-7.767181396E-1,6.781921387E-1,-4.499084473E0,4.615733608E0
3.496505742E1,-7.884368896E-1,7.208099365E-1,-4.513992310E0,4.638677211E0
3.496752934E1,-8.001556396E-1,7.506408691E-1,-4.529983521E0,4.660950703E0
3.497000126E1,-8.193359375E-1,7.623596191E-1,-4.539566040E0,4.675485365E0
3.497250371E1,-8.459625244E-1,7.485046387E-1,-4.554473877E0,4.692456082E0
3.497497563E1,-8.736572266E-1,7.314605713E-1,-4.575790405E0,4.715524292E0
3.497747807E1,-8.970947266E-1,7.239990234E-1,-4.592834473E0,4.735301683E0
3.497995000E1,-9.173278809E-1,7.229461670E-1,-4.605606079E0,4.751394422E0
3.498242192E1,-9.396972656E-1,7.261352539E-1,-4.617324829E0,4.767598131E0
3.498492436E1,-9.642028809E-1,7.165527344E-1,-4.633300781E0,4.786503019E0
3.498739628E1,-9.897766113E-1,6.920471191E-1,-4.646087646E0,4.800491368E0
3.498986821E1,-1.021728516E0,6.558227539E-1,-4.659942627E0,4.815505989E0
3.499237065E1,-1.050491333E0,6.206817627E-1,-4.672729492E0,4.829407707E0
3.499484257E1,-1.074996948E0,5.951080322E-1,-4.683380127E0,4.841882012E0
3.499734502E1,-1.099487305E0,5.833892822E-1,-4.698287964E0,4.860362659E0
3.499979986E1,-1.116531372E0,5.759277344E-1,-4.711074829E0,4.875711344E0
3.500227179E1,-1.139968872E0,5.674133301E-1,-4.729187012E0,4.897621536E0
3.500477423E1,-1.165542603E0,5.642089844E-1,-4.752609253E0,4.925861960E0
3.500724615E1,-1.190032959E0,5.695495605E-1,-4.774993896E0,4.953900671E0
3.500971807E1,-1.215606689E0,5.706024170E-1,-4.799484253E0,4.983807363E0
3.501222052E1,-1.234786987E0,5.855255127E-1,-4.828247070E0,5.017918772E0
3.501469244E1,-1.250762939E0,6.025695801E-1,-4.854888916E0,5.049499422E0
3.501719488E1,-1.272064209E0,6.196136475E-1,-4.884704590E0,5.085509547E0
3.501966680E1,-1.292312622E0,6.281280518E-1,-4.915603638E0,5.121306072E0
3.502213873E1,-1.312545776E0,6.270599365E-1,-4.948623657E0,5.157989597E0
3.502464117E1,-1.333847046E0,6.228027344E-1,-4.979522705E0,5.192559827E0
3.502711309E1,-1.351959229E0,6.089630127E-1,-5.007217407E0,5.222150502E0
3.502958502E1,-1.367935181E0,5.993652344E-1,-5.035980225E0,5.252769000E0
3.503208746E1,-1.386047363E0,5.919189453E-1,-5.063674927E0,5.283209166E0
3.503455938E1,-1.402023315E0,5.716705322E-1,-5.094573975E0,5.314805787E0
3.503706182E1,-1.418014526E0,5.482330322E-1,-5.123321533E0,5.344132127E0
3.503953375E1,-1.440383911E0,5.226745605E-1,-5.151031494E0,5.374106434E0
3.504200567E1,-1.459548950E0,4.992370605E-1,-5.177658081E0,5.402560873E0
3.504450811E1,-1.474472046E0,4.789886475E-1,-5.206420898E0,5.432339874E0
3.504698004E1,-1.488311768E0,4.576873779E-1,-5.228790283E0,5.455712371E0
3.504945196E1,-1.506423950E0,4.385223389E-1,-5.254348755E0,5.483593329E0
3.505195440E1,-1.524536133E0,4.193420410E-1,-5.273529053E0,5.505466995E0
3.505442633E1,-1.538375854E0,3.980407715E-1,-5.294830322E0,5.528133941E0
3.505692877E1,-1.552230835E0,3.799285889E-1,-5.312942505E0,5.548073932E0
3.505940069E1,-1.570343018E0,3.618164062E-1,-5.332122803E0,5.570316139E0
3.506187262E1,-1.587387085E0,3.469085693E-1,-5.347030640E0,5.588459535E0
3.506437506E1,-1.605499268E0,3.298645020E-1,-5.363006592E0,5.607876442E0
3.506684698E1,-1.623596191E0,3.149414062E-1,-5.376861572E0,5.625468252E0
3.506931890E1,-1.641708374E0,3.074951172E-1,-5.387512207E0,5.640482906E0
3.507182135E1,-1.661956787E0,2.883148193E-1,-5.392837524E0,5.650479835E0
3.507429327E1,-1.685394287E0,2.606201172E-1,-5.398162842E0,5.661151722E0
3.507679571E1,-1.706695557E0,2.489013672E-1,-5.406692505E0,5.675128673E0
3.507926763E1,-1.730133057E0,2.520904541E-1,-5.410949707E0,5.686412465E0
3.508173956E1,-1.752502441E0,2.542266846E-1,-5.416275024E0,5.698414793E0
3.508424200E1,-1.775939941E0,2.595520020E-1,-5.423736572E0,5.712989438E0
3.508671392E1,-1.802566528E0,2.648773193E-1,-5.432250977E0,5.729638449E0
3.508921637E1,-1.831329346E0,2.680664062E-1,-5.439712524E0,5.745963724E0
3.509168829E1,-1.859024048E0,2.797851562E-1,-5.451431274E0,5.766485332E0
3.509416021E1,-1.889923096E0,2.989654541E-1,-5.461013794E0,5.786524113E0
3.509666265E1,-1.925079346E0,3.106842041E-1,-5.472732544E0,5.809755301E0
3.509913458E1,-1.964492798E0,3.149414062E-1,-5.484451294E0,5.834177409E0
3.510160650E1,-2.006027222E0,3.245391846E-1,-5.494033813E0,5.857804917E0
3.510410894E1,-2.042251587E0,3.383789062E-1,-5.507888794E0,5.884057341E0
3.510658087E1,-2.077407837E0,3.575592041E-1,-5.513214111E0,5.902457263E0
3.510905279E1,-2.120010376E0,3.777923584E-1,-5.527069092E0,5.931750484E0
3.511155523E1,-2.159423828E0,3.916473389E-1,-5.547302246E0,5.965656805E0
3.511402716E1,-2.198852539E0,3.980407715E-1,-5.566482544E0,5.998259486E0
3.511652960E1,-2.241455078E0,3.820495605E-1,-5.581390381E0,6.026773707E0
3.511900152E1,-2.286193848E0,3.479614258E-1,-5.600570679E0,6.059220362E0
3.512147344E1,-2.330932617E0,2.957763672E-1,-5.626129150E0,6.097053366E0
3.512397589E1,-2.381011963E0,2.265319824E-1,-5.649566650E0,6.134992913E0
3.512644781E1,-2.432144165E0,1.583557129E-1,-5.677261353E0,6.178324873E0
3.512891973E1,-2.481140137E0,9.336853027E-2,-5.704956055E0,6.221840375E0
3.513142218E1,-2.528015137E0,1.133728027E-2,-5.739044189E0,6.271173516E0
3.513389410E1,-2.580215454E0,-8.453369141E-2,-5.771011353E0,6.322122252E0
3.513639654E1,-2.627075195E0,-1.867980957E-1,-5.800842285E0,6.370729066E0
3.513886846E1,-2.682479858E0,-3.018493652E-1,-5.833862305E0,6.428122636E0
3.514134039E1,-2.737869263E0,-4.254150391E-1,-5.865814209E0,6.487270797E0
3.514384283E1,-2.789001465E0,-5.489807129E-1,-5.897781372E0,6.547040103E0
3.514631475E1,-2.843338013E0,-6.778869629E-1,-5.931869507E0,6.612955288E0
3.514878668E1,-2.896591187E0,-8.174285889E-1,-5.965957642E0,6.682146405E0
3.515128912E1,-2.950927734E0,-9.463348389E-1,-6.003234863E0,6.755912444E0
3.515376104E1,-3.005249023E0,-1.074157715E0,-6.044784546E0,6.835550943E0
3.515626348E1,-3.063842773E0,-1.192398071E0,-6.079940796E0,6.911919110E0
3.515873541E1,-3.124557495E0,-1.289337158E0,-6.109756470E0,6.982433241E0
3.516120733E1,-3.186340332E0,-1.356460571E0,-6.132141113E0,7.042435987E0
3.516370977E1,-3.248138428E0,-1.399063110E0,-6.147048950E0,7.091825691E0
3.516618170E1,-3.309921265E0,-1.429962158E0,-6.155563354E0,7.133816003E0
3.516865362E1,-3.372772217E0,-1.454452515E0,-6.148117065E0,7.161729400E0
3.517115606E1,-3.437744141E0,-1.467239380E0,-6.140655518E0,7.188777807E0
3.517362799E1,-3.499526978E0,-1.464050293E0,-6.136398315E0,7.214257870E0
3.517609991E1,-3.550659180E0,-1.433151245E0,-6.115097046E0,7.214950796E0
3.517860235E1,-3.601806641E0,-1.391601562E0,-6.089523315E0,7.210538135E0
3.518107428E1,-3.653991699E0,-1.340469360E0,-6.063964844E0,7.205566117E0
3.518357672E1,-3.707260132E0,-1.280822754E0,-6.040527344E0,7.202239596E0
3.518604864E1,-3.755203247E0,-1.211578369E0,-6.011764526E0,7.191021227E0
3.518852056E1,-3.806335449E0,-1.141265869E0,-5.986190796E0,7.185064897E0
3.519102301E1,-3.853195190E0,-1.070968628E0,-5.960632324E0,7.177968005E0
3.519349493E1,-3.900070190E0,-1.007049561E0,-5.931869507E0,7.170200287E0
3.519599737E1,-3.945877075E0,-9.516601562E-1,-5.906295776E0,7.166584454E0
3.519846930E1,-3.990615845E0,-9.175720215E-1,-5.874343872E0,7.160647259E0
3.520094122E1,-4.030029297E0,-9.015808105E-1,-5.842376709E0,7.154533507E0
3.520344366E1,-4.065185547E0,-9.132995605E-1,-5.810424805E0,7.149887134E0
3.520591558E1,-4.103546143E0,-9.441986084E-1,-5.777404785E0,7.149056442E0
3.520838751E1,-4.137634277E0,-9.878692627E-1,-5.748641968E0,7.151418570E0
3.521088995E1,-4.166397095E0,-1.050720215E0,-5.715621948E0,7.150609203E0
3.521336187E1,-4.194091797E0,-1.130615234E0,-5.681533813E0,7.151819578E0
3.521586431E1,-4.221786499E0,-1.230758667E0,-5.652770996E0,7.161848091E0
3.521833624E1,-4.249481201E0,-1.350067139E0,-5.626129150E0,7.178725582E0
3.522080816E1,-4.277175903E0,-1.488540649E0,-5.593109131E0,7.196725417E0
3.522331060E1,-4.297424316E0,-1.630233765E0,-5.559020996E0,7.213059844E0
3.522578253E1,-4.317657471E0,-1.778305054E0,-5.533462524E0,7.240424187E0
3.522825445E1,-4.340026855E0,-1.927444458E0,-5.514282227E0,7.277237369E0
3.523075689E1,-4.361328125E0,-2.093612671E0,-5.492980957E0,7.319647316E0
3.523322882E1,-4.381576538E0,-2.257675171E0,-5.478057861E0,7.369153823E0
3.523570074E1,-4.408203125E0,-2.406799316E0,-5.466339111E0,7.423328163E0
3.523820318E1,-4.433776855E0,-2.543167114E0,-5.457824707E0,7.477561548E0
3.524067510E1,-4.462539673E0,-2.673126221E0,-5.449295044E0,7.533570243E0
3.524317755E1,-4.495559692E0,-2.794555664E0,-5.442901611E0,7.592415706E0
3.524564947E1,-4.529647827E0,-2.908538818E0,-5.437576294E0,7.651440613E0
3.524812139E1,-4.570129395E0,-3.017196655E0,-5.430130005E0,7.712060050E0
3.525062384E1,-4.611663818E0,-3.113082886E0,-5.420532227E0,7.767940386E0
3.525309576E1,-4.654281616E0,-3.199356079E0,-5.407760620E0,7.819340868E0
3.525556768E1,-4.702224731E0,-3.274993896E0,-5.387512207E0,7.865226648E0
3.525807012E1,-4.748016357E0,-3.352767944E0,-5.361953735E0,7.907923879E0
3.526054205E1,-4.798095703E0,-3.430526733E0,-5.335311890E0,7.953350804E0
3.526304449E1,-4.850296021E0,-3.504028320E0,-5.306549072E0,7.997690230E0
3.526551641E1,-4.904617310E0,-3.565811157E0,-5.272460938E0,8.035491553E0
3.526798834E1,-4.962142944E0,-3.603103638E0,-5.230926514E0,8.060261200E0
3.527049078E1,-5.018600464E0,-3.624404907E0,-5.179794312E0,8.071736533E0
3.527296270E1,-5.081451416E0,-3.631866455E0,-5.123321533E0,8.078367779E0
3.527543463E1,-5.144302368E0,-3.641448975E0,-5.060470581E0,8.082843559E0
3.527793707E1,-5.206085205E0,-3.635055542E0,-4.990173340E0,8.075814629E0
3.528040899E1,-5.270004272E0,-3.631866455E0,-4.918792725E0,8.072045642E0
3.528291143E1,-5.330718994E0,-3.631866455E0,-4.838897705E0,8.063618911E0
3.528538336E1,-5.394638062E0,-3.628662109E0,-4.756881714E0,8.055881836E0
3.528785528E1,-5.457489014E0,-3.641448975E0,-4.682312012E0,8.060296691E0
3.529035772E1,-5.517150879E0,-3.657424927E0,-4.603485107E0,8.062740604E0
3.529282965E1,-5.580001831E0,-3.678726196E0,-4.521453857E0,8.069262162E0
3.529530157E1,-5.639648438E0,-3.710693359E0,-4.444747925E0,8.082738634E0
3.529780401E1,-5.702499390E0,-3.740524292E0,-4.365921021E0,8.097609995E0
3.530027594E1,-5.767486572E0,-3.777801514E0,-4.290298462E0,8.120489304E0
3.530277838E1,-5.836730957E0,-3.821472168E0,-4.213592529E0,8.150180354E0
3.530525030E1,-5.904907227E0,-3.860885620E0,-4.144348145E0,8.182297273E0
3.530772222E1,-5.970947266E0,-3.902435303E0,-4.076171875E0,8.215618644E0
3.531022467E1,-6.036987305E0,-3.941848755E0,-4.018646240E0,8.254265862E0
3.531269659E1,-6.105163574E0,-3.985534668E0,-3.951538086E0,8.292898293E0
3.531516851E1,-6.176544189E0,-4.031341553E0,-3.899337769E0,8.343035891E0
3.531767096E1,-6.250045776E0,-4.082473755E0,-3.854598999E0,8.401642554E0
3.532014288E1,-6.321426392E0,-4.150650024E0,-3.805603027E0,8.465869220E0
3.532264532E1,-6.394927979E0,-4.222015381E0,-3.762985229E0,8.537012098E0
3.532511724E1,-6.460968018E0,-4.282730103E0,-3.715042114E0,8.595779358E0
3.532758917E1,-6.524887085E0,-4.337066650E0,-3.670303345E0,8.651902984E0
3.533009161E1,-6.584533691E0,-4.390335083E0,-3.620239258E0,8.702715574E0
3.533256353E1,-6.642059326E0,-4.440399170E0,-3.569107056E0,8.750578384E0
3.533503546E1,-6.696395874E0,-4.490463257E0,-3.524368286E0,8.799269844E0
3.533753790E1,-6.746459961E0,-4.536270142E0,-3.475357056E0,8.841412527E0
3.534000982E1,-6.789077759E0,-4.579940796E0,-3.418899536E0,8.874475114E0
3.534251226E1,-6.823165894E0,-4.623626709E0,-3.359252930E0,8.900454876E0
3.534498419E1,-6.849792480E0,-4.661972046E0,-3.296401978E0,8.917393475E0
3.534745611E1,-6.872161865E0,-4.709915161E0,-3.234619141E0,8.937151141E0
3.534995855E1,-6.892395020E0,-4.762100220E0,-3.167495728E0,8.956323844E0
3.535243048E1,-6.903060913E0,-4.813232422E0,-3.107849121E0,8.970963297E0
3.535490240E1,-6.907318115E0,-4.868637085E0,-3.047134399E0,8.983301100E0
3.535740484E1,-6.914764404E0,-4.921890259E0,-2.974685669E0,8.993760355E0
3.535987676E1,-6.911575317E0,-4.975158691E0,-2.902252197E0,8.996951994E0
3.536237921E1,-6.905181885E0,-5.038009644E0,-2.824493408E0,9.002268661E0
3.536485113E1,-6.903060913E0,-5.101928711E0,-2.745651245E0,9.012243189E0
3.536732305E1,-6.890274048E0,-5.164779663E0,-2.664703369E0,9.013959700E0
3.536982550E1,-6.874298096E0,-5.209518433E0,-2.581604004E0,9.003318046E0
3.537229742E1,-6.862579346E0,-5.253189087E0,-2.493194580E0,8.994832409E0
3.537479986E1,-6.846588135E0,-5.286209106E0,-2.400512695E0,8.976760942E0
3.537727179E1,-6.830612183E0,-5.308593750E0,-2.305709839E0,8.952917304E0
3.537974371E1,-6.817825317E0,-5.317108154E0,-2.210891724E0,8.924260384E0
3.538224615E1,-6.802917480E0,-5.310714722E0,-2.117156982E0,8.886266414E0
3.538471807E1,-6.790130615E0,-5.290481567E0,-2.022338867E0,8.842223899E0
3.538719000E1,-6.773086548E0,-5.255325317E0,-1.921142578E0,8.785438770E0
3.538969244E1,-6.765640259E0,-5.214843750E0,-1.826339722E0,8.735216095E0
3.539216436E1,-6.760314941E0,-5.163711548E0,-1.732589722E0,8.681453922E0
3.539466680E1,-6.752853394E0,-5.101928711E0,-1.639907837E0,8.620905013E0
3.539713873E1,-6.745391846E0,-5.038009644E0,-1.551498413E0,8.560899465E0
3.539961065E1,-6.735809326E0,-4.964508057E0,-1.468399048E0,8.495508418E0
3.540211309E1,-6.727279663E0,-4.876083374E0,-1.381057739E0,8.422576875E0
3.540458502E1,-6.724090576E0,-4.782348633E0,-1.297958374E0,8.352780882E0
3.540705694E1,-6.718765259E0,-4.686477661E0,-1.226593018E0,8.283079735E0
3.540955938E1,-6.716629028E0,-4.591659546E0,-1.155212402E0,8.217722226E0
3.541203131E1,-6.719833374E0,-4.497924805E0,-1.082778931E0,8.158424991E0
3.541450323E1,-6.720886230E0,-4.407379150E0,-1.015670776E0,8.101042515E0
3.541700567E1,-6.720886230E0,-4.327484131E0,-9.538879395E-1,8.050300170E0
3.541947760E1,-6.718765259E0,-4.256103516E0,-8.963623047E-1,8.003729701E0
3.542194952E1,-6.712371826E0,-4.180465698E0,-8.409729004E-1,7.952324466E0
3.542445196E1,-6.704910278E0,-4.112289429E0,-7.759857178E-1,7.903726970E0
3.542692388E1,-6.705978394E0,-4.077148438E0,-7.173919678E-1,7.880858889E0
3.542942633E1,-6.717697144E0,-4.049438477E0,-6.705169678E-1,7.872420206E0
3.543189825E1,-6.723022461E0,-4.017486572E0,-6.119384766E-1,7.855806647E0
3.543437017E1,-6.725158691E0,-3.989791870E0,-5.480194092E-1,7.838783315E0
3.543687262E1,-6.734741211E0,-3.973815918E0,-4.936828613E-1,7.835283970E0
3.543934454E1,-6.738998413E0,-3.951446533E0,-4.393615723E-1,7.824389299E0
3.544181646E1,-6.736877441E0,-3.923736572E0,-3.818359375E-1,7.805576534E0
3.544431890E1,-6.730484009E0,-3.886459351E0,-3.285675049E-1,7.778941951E0
3.544679083E1,-6.720886230E0,-3.858764648E0,-2.742462158E-1,7.754713877E0
3.544929327E1,-6.713439941E0,-3.843841553E0,-2.199096680E-1,7.739105503E0
3.545176519E1,-6.699584961E0,-3.835327148E0,-1.677246094E-1,7.721548066E0
3.545423712E1,-6.684677124E0,-3.831069946E0,-1.197814941E-1,7.705605284E0
3.545673956E1,-6.674026489E0,-3.809753418E0,-7.929992676E-2,7.685254658E0
3.545921148E1,-6.655914307E0,-3.771408081E0,-2.603149414E-2,7.650189005E0
3.546171392E1,-6.643127441E0,-3.757568359E0,3.361511230E-2,7.632273066E0
3.546418585E1,-6.637802124E0,-3.763946533E0,7.623291016E-2,7.631089175E0
3.546665777E1,-6.631408691E0,-3.778869629E0,1.135101318E-1,7.633368945E0
3.546916021E1,-6.617568970E0,-3.796981812E0,1.625061035E-1,7.631231760E0
3.547163214E1,-6.607971191E0,-3.815078735E0,2.093811035E-1,7.633082567E0
3.547410406E1,-6.596252441E0,-3.844909668E0,2.509307861E-1,7.639165065E0
